UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL321026,4,0,8,5,0,7,0,0,0,0,0,0,0,9,11,9,3,8,9,4,13,7,0,8,8,3,14,16,8,19,10,3,10,10,3,12,9,9,23,12,0,12,8,0,10,8,0,10,16,5,17,21,0,18,3,0,3,153,53,206
UCL321027,0,3,3,0,4,5,0,0,0,0,4,5,3,20,23,0,0,3,14,8,18,10,10,19,15,6,26,19,4,28,13,4,20,19,0,22,37,5,41,32,0,28,14,0,11,10,0,10,11,0,11,16,0,21,0,11,11,222,81,300
UCL321028,0,4,3,0,0,0,0,0,5,0,8,9,4,13,22,3,8,12,14,9,20,7,10,20,13,17,28,14,15,29,5,10,18,8,9,20,35,17,50,19,3,27,21,0,21,5,0,5,28,6,32,26,0,26,9,20,23,216,144,363
UCL321029,7,13,20,0,4,4,0,6,7,0,14,16,9,31,46,3,30,36,35,19,53,27,16,44,20,12,34,24,13,34,9,9,16,17,3,16,24,8,33,12,0,10,13,0,12,5,4,3,11,0,17,18,0,23,8,7,8,242,181,418
UCL321030,0,3,3,0,0,0,0,0,0,5,10,14,5,9,10,9,3,8,16,4,20,13,7,18,17,6,27,5,0,5,10,4,14,13,0,11,19,0,16,12,0,12,11,0,7,0,0,0,6,0,6,7,0,7,0,0,4,139,58,196
UCL321031,0,5,5,0,0,4,0,7,7,3,11,14,0,24,29,5,13,23,20,12,26,20,15,31,38,4,41,37,10,49,15,0,15,28,4,30,24,3,26,9,0,9,11,3,15,14,0,14,14,4,14,23,6,27,0,4,5,264,125,388
UCL321032,10,4,10,0,0,3,5,4,9,3,6,6,8,14,25,12,11,29,32,3,39,22,14,37,42,8,51,44,4,51,49,3,46,39,0,39,54,6,58,40,0,41,38,0,41,18,0,18,58,6,63,60,9,65,7,5,12,541,102,642
UCL321033,0,0,8,0,0,0,0,0,0,0,12,12,4,21,27,8,14,26,21,6,28,25,13,34,18,14,32,22,4,35,22,0,24,35,6,39,36,9,47,29,0,29,13,0,13,4,0,4,17,0,18,33,4,38,4,4,7,295,114,406
UCL321034,5,4,15,3,0,3,0,5,8,4,24,36,12,43,56,17,18,31,30,13,42,24,17,40,18,17,40,31,18,39,18,15,34,14,7,19,34,14,49,12,3,18,9,3,15,6,3,6,12,8,11,24,0,24,14,14,24,278,230,504
UCL321035,11,6,19,3,3,4,4,4,10,3,25,25,18,52,70,18,16,37,67,12,83,36,17,51,60,11,72,63,10,73,29,9,31,25,3,33,57,8,62,32,3,33,21,0,21,10,0,10,14,6,19,50,4,54,12,11,20,533,190,723
UCL321036,0,0,0,0,0,0,0,0,0,0,4,4,5,8,6,3,4,3,19,5,16,12,3,19,23,12,30,19,5,21,18,0,21,21,5,23,43,4,50,35,0,35,32,0,32,14,0,14,30,0,31,30,0,26,3,4,8,291,51,345
UCL321037,5,6,10,0,0,3,0,4,4,3,12,15,8,22,36,11,16,25,5,6,12,13,10,27,9,9,18,12,10,20,14,5,18,11,3,20,26,4,33,9,0,8,7,6,13,9,0,9,19,3,20,22,0,23,4,8,10,190,124,311
UCL321038,0,0,8,0,0,0,0,0,6,7,10,17,6,31,38,11,24,37,37,27,65,20,22,41,28,13,38,18,14,36,7,9,18,14,15,29,37,7,44,23,0,20,17,0,16,5,0,3,15,0,15,28,0,26,4,16,15,269,203,465
UCL321039,5,5,6,3,3,4,0,3,7,3,9,5,6,19,26,8,15,23,29,11,36,19,6,20,27,10,39,35,3,44,25,6,32,18,0,25,35,3,35,19,0,19,20,0,21,14,0,14,36,3,43,24,0,24,0,0,3,324,92,415
UCL321040,5,0,8,0,0,0,0,0,0,0,0,0,7,6,12,3,10,13,3,0,4,8,3,12,7,4,12,21,3,27,16,4,18,14,9,22,30,6,31,16,0,16,11,0,11,8,0,8,13,0,13,19,3,15,0,0,0,189,50,243
UCL321041,4,11,8,0,0,0,6,5,10,0,13,13,7,44,49,8,17,23,26,15,36,20,24,45,26,11,35,27,8,39,7,9,14,13,3,15,14,9,23,7,0,7,5,0,9,5,0,5,13,0,13,14,8,25,4,22,30,205,199,405
UCL321042,4,5,5,0,0,0,0,0,0,0,4,8,0,15,15,0,4,9,10,3,20,12,0,18,9,9,15,17,0,15,12,3,14,5,4,11,31,0,38,12,5,12,22,0,22,9,0,9,13,0,13,7,0,8,0,0,0,171,55,224
UCL321043,3,0,3,0,0,0,3,0,3,0,0,0,3,3,3,4,0,4,3,0,3,4,3,11,9,0,8,11,0,11,12,0,12,12,0,13,23,0,28,30,0,29,10,0,10,16,0,16,29,6,32,14,0,14,0,3,0,198,23,224
UCL321044,14,19,30,6,7,11,0,16,19,11,35,43,25,123,151,19,23,42,94,20,115,68,25,102,58,26,84,55,9,63,23,11,34,22,5,28,32,5,34,3,0,7,17,0,16,5,0,5,3,6,8,43,3,48,14,17,34,521,350,871
UCL321045,0,0,0,0,0,0,0,0,0,0,0,3,5,6,12,3,7,11,3,0,7,11,3,14,20,6,19,18,3,22,17,0,15,14,4,17,44,7,46,35,0,38,35,3,36,23,0,23,37,0,36,33,4,35,0,0,5,303,53,361
UCL321046,0,0,4,0,0,0,0,3,3,0,0,0,3,8,14,0,5,4,3,0,4,13,5,22,12,0,11,14,0,14,0,0,5,12,0,15,20,0,20,15,0,15,20,0,20,8,0,8,24,0,26,15,0,14,0,0,3,172,26,203
UCL321047,3,0,4,0,4,4,0,0,0,0,8,7,6,20,26,7,10,21,24,8,35,19,12,34,24,0,31,19,7,23,12,0,13,15,4,22,25,5,29,9,0,8,13,0,13,3,0,3,5,0,5,21,0,21,4,6,10,206,91,298
UCL321048,0,3,3,0,0,0,0,6,4,6,14,17,7,37,42,5,15,12,15,6,27,9,3,17,14,16,25,15,5,18,6,0,6,4,8,8,14,4,14,7,0,7,5,4,9,0,0,0,3,0,3,4,0,8,4,4,8,120,117,229
UCL321049,0,0,0,3,0,3,0,0,0,0,5,5,0,7,9,4,0,4,9,3,18,12,8,16,14,4,15,12,4,19,10,5,18,13,5,16,14,6,17,17,0,17,8,0,8,5,0,5,4,0,11,11,4,11,0,0,3,143,50,192
UCL321050,0,4,3,0,0,0,0,4,4,4,3,3,4,15,16,14,12,22,20,4,25,12,8,20,16,13,26,25,3,28,21,7,29,14,3,20,24,3,23,22,0,22,15,0,15,5,0,5,4,0,3,25,0,28,0,3,3,214,79,294
UCL321051,0,4,4,0,0,0,0,9,9,3,21,23,4,39,42,8,15,27,27,7,34,24,10,32,23,18,38,20,9,29,9,9,13,19,6,26,14,4,17,6,0,6,17,0,12,6,0,6,3,4,5,19,0,18,3,7,13,205,164,360
UCL321052,0,0,0,0,0,0,4,17,27,3,11,15,32,7,40,8,4,10,18,0,19,21,8,21,11,8,16,12,3,14,9,3,12,9,0,9,15,4,23,11,0,11,0,0,0,4,0,4,5,0,5,16,0,16,3,0,5,190,73,254
UCL321053,0,5,5,0,0,0,0,4,4,0,0,0,0,7,8,3,5,3,10,3,11,7,7,16,6,3,17,8,8,12,10,14,22,0,3,3,15,12,26,6,3,11,13,4,9,8,4,6,7,8,16,10,4,15,0,4,0,102,78,182
UCL321054,9,5,14,0,0,0,0,8,9,3,5,9,5,19,22,4,9,11,20,15,35,17,15,33,15,14,30,12,14,28,14,3,16,5,3,11,16,3,17,10,0,10,10,0,11,3,0,6,14,6,20,14,7,21,0,13,17,169,142,317
UCL321055,3,13,16,0,0,0,4,6,7,3,11,16,5,36,44,3,8,14,13,26,37,22,29,49,10,26,37,24,23,50,15,19,34,9,17,27,25,16,45,18,7,22,13,5,16,11,6,16,12,7,20,26,6,30,11,24,34,225,276,502
UCL321056,0,4,3,3,0,3,3,3,4,3,17,20,3,43,45,11,20,32,18,14,29,19,7,29,19,10,23,27,7,36,10,5,15,11,4,9,15,4,24,10,0,10,5,0,5,0,0,0,4,0,10,22,0,22,3,3,13,194,144,337
UCL321057,3,4,7,0,0,0,0,9,9,0,11,14,9,35,42,8,21,25,27,6,38,17,8,23,28,3,29,14,3,20,12,0,19,13,6,17,17,0,18,8,0,8,3,0,3,0,0,0,3,5,5,13,3,17,3,6,14,183,125,310
UCL321058,0,6,6,3,6,6,0,0,6,0,8,13,3,26,34,10,7,18,36,7,43,18,11,31,19,9,30,24,6,26,13,3,16,13,0,17,41,8,41,22,0,25,12,3,9,4,0,4,7,0,7,21,0,21,0,0,5,262,106,366
UCL321059,6,0,6,0,0,0,0,0,0,4,0,9,3,11,8,7,7,10,9,9,17,10,0,12,22,7,22,9,3,15,11,0,16,12,0,12,38,3,44,40,0,40,31,5,33,18,0,18,57,0,56,31,0,31,0,0,4,312,54,358
UCL321060,0,3,3,8,0,3,3,3,5,0,7,7,9,26,35,7,11,16,24,17,39,26,13,33,9,10,20,20,0,20,14,0,13,13,3,16,8,3,14,8,0,8,9,0,9,3,0,3,8,0,8,7,0,7,4,8,14,175,109,279
UCL321061,8,8,13,0,0,3,0,4,3,0,16,18,4,34,35,3,34,36,22,43,65,20,29,48,18,32,44,6,15,23,11,9,18,14,7,20,12,14,24,4,11,17,19,3,16,6,0,6,6,15,21,20,3,17,5,12,15,166,281,449
UCL321062,0,0,0,0,0,0,0,10,9,3,11,16,16,0,17,10,0,10,13,5,20,18,0,18,16,0,16,24,5,31,13,0,14,3,0,10,8,8,16,8,0,12,5,0,5,4,0,8,4,3,5,16,0,16,24,6,33,205,55,259
UCL321063,5,0,4,4,0,4,0,6,3,0,0,3,10,7,16,4,5,13,13,0,13,21,8,29,26,3,33,18,0,23,9,0,10,23,3,24,31,7,33,20,0,20,25,0,21,14,0,19,31,0,31,26,0,21,8,3,6,280,52,330
UCL321064,3,10,16,0,6,6,0,10,10,0,9,9,5,24,33,7,23,28,27,14,41,17,29,50,17,24,42,15,16,29,8,8,17,5,10,14,11,11,23,10,7,14,6,3,11,5,0,4,14,10,25,16,0,17,5,14,14,165,218,386
UCL321065,3,4,11,0,0,4,0,0,0,0,7,13,7,20,28,7,6,14,35,8,37,31,11,41,26,11,37,36,5,42,17,11,35,21,4,33,41,0,47,39,0,39,11,3,15,6,0,6,24,0,25,37,0,36,11,4,12,355,111,469
UCL321066,0,7,9,0,0,3,5,7,14,0,23,29,5,40,46,9,21,23,24,10,35,14,7,28,12,3,13,13,9,18,4,5,6,5,0,10,11,3,12,4,0,4,5,0,5,0,0,0,4,0,4,11,0,16,0,9,8,124,146,270
UCL321067,0,0,0,0,4,3,0,7,12,0,0,3,8,0,8,9,0,9,11,7,17,10,0,15,15,0,17,12,0,13,8,4,10,7,5,7,7,4,13,4,0,4,5,0,4,0,0,9,3,3,9,11,0,11,0,3,7,115,46,161
UCL321068,5,5,6,0,0,5,0,0,0,0,5,10,7,17,24,4,11,14,9,7,16,13,8,23,11,9,23,20,9,35,17,3,21,12,9,26,37,0,40,18,0,18,20,0,20,11,0,11,22,0,24,18,0,18,3,0,5,229,92,316
UCL321069,0,5,3,0,3,3,0,8,12,0,19,15,10,34,41,9,45,48,30,10,46,33,18,48,35,10,40,36,11,43,19,9,28,14,3,14,27,6,31,20,0,20,14,0,14,8,0,8,7,5,14,23,5,24,5,4,13,289,180,466
UCL321070,0,0,5,0,0,0,0,0,0,0,0,5,3,12,17,4,5,4,14,10,27,19,9,21,15,10,21,9,9,17,13,5,15,15,4,12,28,0,35,18,0,18,14,0,14,8,0,10,16,3,17,12,0,10,3,0,4,192,80,269
UCL321071,5,0,6,6,0,3,0,0,0,0,0,9,3,3,9,0,0,5,12,9,15,6,0,9,6,5,9,13,3,16,15,0,12,9,0,7,27,0,28,21,0,21,18,0,14,18,0,18,11,0,11,18,0,18,0,0,0,182,33,212
UCL321072,5,0,5,0,0,0,0,0,0,0,4,4,0,4,8,3,0,7,15,5,19,8,3,17,15,3,23,19,7,19,18,0,17,20,0,20,31,0,32,27,0,27,21,0,26,7,0,7,18,0,23,19,4,26,0,3,3,237,37,274
UCL321073,9,5,15,3,6,5,3,5,7,0,11,8,6,28,31,9,21,29,20,38,63,15,39,50,14,30,45,22,42,59,16,22,30,11,16,30,32,30,60,25,7,28,14,7,22,3,5,9,18,10,30,15,4,13,0,6,15,230,331,561
UCL321074,0,5,11,0,0,3,5,7,8,0,19,21,7,36,48,0,16,15,21,10,26,8,15,21,9,7,20,16,8,27,0,3,4,11,3,16,21,4,23,13,0,15,10,0,12,3,0,3,10,0,10,34,5,39,11,10,20,191,153,351
UCL321075,5,0,3,7,0,7,0,0,0,0,0,0,3,4,5,0,0,5,10,5,9,3,3,8,18,0,18,18,0,18,12,4,13,24,0,28,62,3,66,37,0,37,36,0,36,24,0,24,45,0,45,23,0,23,0,0,0,331,17,355
UCL321076,14,14,30,3,0,3,3,3,3,5,0,6,4,0,0,10,0,13,9,3,8,3,0,0,3,4,9,9,0,9,7,0,9,3,0,3,6,0,10,3,0,3,0,0,0,3,0,3,3,0,3,34,0,34,47,12,55,163,38,201
UCL321077,0,5,7,0,3,3,0,0,0,0,0,0,0,5,10,3,8,11,5,3,12,0,11,10,3,6,11,0,10,6,3,8,14,3,8,19,12,9,27,9,0,7,17,5,18,8,0,8,10,10,17,25,5,30,4,4,8,102,96,200
UCL321078,4,6,5,0,0,0,0,0,0,3,3,4,3,6,8,0,7,7,3,6,10,7,8,14,10,15,24,11,0,12,10,4,19,13,0,12,17,4,20,13,0,13,16,0,15,13,0,13,11,4,19,24,0,26,4,3,6,161,66,227
UCL321079,5,4,6,3,0,3,4,0,9,4,17,18,5,16,16,3,4,10,4,13,19,16,14,28,16,29,42,17,18,34,17,15,34,18,15,27,32,15,51,13,3,16,24,8,27,14,10,19,25,8,31,51,5,55,9,24,30,273,205,485
UCL321080,3,11,12,7,0,7,0,5,3,0,3,6,9,17,29,14,8,22,32,11,44,27,11,32,31,3,32,32,10,42,27,4,34,37,6,44,68,4,74,67,0,66,35,4,42,26,0,25,39,0,39,34,4,35,5,0,8,492,88,587
UCL321081,6,0,6,0,0,0,5,0,5,0,3,4,3,4,9,5,3,7,9,5,15,6,0,7,12,0,13,12,0,11,13,3,12,5,0,9,15,0,12,22,0,22,15,0,15,5,0,8,9,0,9,12,0,12,4,0,4,147,25,176
UCL321082,0,0,0,4,0,5,0,0,0,5,0,3,0,7,11,7,6,11,14,3,19,5,4,10,15,0,16,12,0,14,18,0,19,11,0,11,21,0,21,17,0,17,11,0,11,7,0,7,16,0,17,17,0,17,0,0,0,181,36,215
UCL321083,3,6,14,0,0,0,0,0,0,3,5,7,0,25,25,10,10,13,38,4,44,36,7,39,25,12,42,34,11,47,35,13,42,25,11,32,61,11,70,42,0,44,23,4,25,22,3,23,24,0,24,34,3,33,10,3,11,423,133,559
UCL321084,3,4,15,0,0,0,7,3,10,0,6,8,0,14,11,3,26,27,9,17,25,12,12,27,17,17,35,10,18,29,16,11,26,11,11,23,24,18,47,15,9,25,8,7,12,0,8,16,27,40,61,16,4,19,5,13,22,196,235,429
UCL321085,7,10,14,5,0,3,3,3,6,5,5,9,4,28,34,7,14,23,42,6,47,27,10,35,14,9,19,20,7,22,9,3,16,3,0,3,8,5,11,8,0,6,3,0,5,0,0,0,7,6,5,13,0,14,4,10,12,188,109,299
UCL321086,0,0,0,0,0,0,0,3,3,0,5,5,7,0,13,3,0,6,8,3,11,15,0,22,14,5,17,11,9,15,11,4,13,7,0,7,6,5,11,5,0,5,0,0,4,3,0,3,0,0,0,12,0,12,10,5,14,128,38,166
UCL321087,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,7,6,5,5,9,0,8,8,13,4,14,11,3,16,0,0,4,8,0,9,20,4,26,20,0,20,18,0,18,8,0,8,52,3,57,9,0,9,0,0,3,177,41,215
UCL321088,3,3,7,0,7,7,0,12,15,3,21,21,5,37,43,8,23,30,28,18,43,22,20,39,20,11,29,23,3,27,16,3,15,8,0,8,18,0,23,11,0,13,8,3,8,4,0,4,4,3,5,15,0,17,10,6,14,195,172,368
UCL321089,0,7,7,0,3,3,0,16,14,0,8,10,6,50,50,3,24,28,27,19,47,14,16,25,11,13,20,10,7,15,0,4,7,3,0,8,13,7,19,3,0,8,0,6,7,0,0,0,0,0,0,9,0,9,0,8,15,113,184,297
UCL321090,4,3,9,0,3,4,0,0,0,0,4,0,5,22,28,3,8,15,14,6,18,8,7,13,26,6,29,15,6,21,5,3,7,11,5,15,27,0,24,13,0,13,19,0,20,9,0,9,63,0,65,13,0,13,0,5,3,237,75,312
UCL321091,4,10,8,0,4,4,0,15,15,0,18,18,8,61,72,4,21,23,20,19,39,9,25,34,14,17,27,9,14,22,7,7,11,0,3,3,3,7,13,0,0,4,0,0,3,0,0,0,9,3,7,11,5,16,3,23,26,103,248,352
UCL321092,10,5,10,0,7,3,5,5,9,3,0,6,9,19,27,0,5,7,16,10,28,14,15,28,3,7,12,6,12,22,3,3,11,6,0,10,10,7,16,7,0,9,13,0,16,3,0,3,8,7,14,20,9,20,0,10,18,141,125,262
UCL321093,0,0,0,0,0,0,0,0,4,4,0,8,4,9,14,3,3,7,19,0,21,19,6,19,21,0,22,14,0,20,19,0,15,11,0,11,28,0,26,16,0,16,9,0,9,5,0,5,5,0,5,17,4,26,7,7,9,203,37,240
UCL321094,0,6,6,0,0,0,0,0,3,0,4,0,3,9,13,10,10,14,18,6,21,11,4,11,15,4,19,11,6,24,14,9,19,10,4,14,28,0,35,18,0,17,8,0,8,7,0,7,18,0,18,16,0,17,0,0,0,200,56,252
UCL321095,10,9,15,6,4,14,0,5,3,3,8,9,6,19,31,11,17,23,19,17,39,23,20,40,16,11,30,29,20,45,10,19,26,17,10,29,34,12,39,24,6,27,14,9,20,8,0,8,14,15,33,33,4,32,7,0,13,273,201,473
UCL321096,0,0,4,0,3,3,0,5,5,0,5,11,5,15,25,3,14,16,10,8,15,7,4,14,8,6,16,13,9,19,12,9,17,7,8,15,18,8,28,17,0,18,19,4,21,9,4,8,28,7,31,19,0,19,6,11,10,179,116,299
UCL321097,5,5,10,0,0,0,0,0,0,3,3,4,6,11,15,0,5,9,21,6,19,11,4,18,13,10,16,25,3,29,6,0,4,8,0,8,31,0,33,31,0,32,18,0,18,11,0,11,36,0,36,33,0,33,6,0,8,266,48,314
UCL321098,0,0,5,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,3,4,7,7,0,6,3,0,4,6,0,9,9,0,9,5,3,5,17,3,22,14,0,14,17,0,17,8,0,8,28,0,28,13,0,13,0,0,0,135,17,152
UCL321099,0,0,0,0,0,0,0,4,6,4,9,12,6,21,31,10,17,26,16,14,32,19,9,31,11,3,15,16,3,18,9,9,15,10,5,11,23,7,25,7,3,15,6,0,7,0,0,0,3,0,8,11,3,14,6,11,16,158,136,298
UCL321100,0,3,3,0,0,3,0,4,6,0,5,5,4,19,20,0,10,10,14,10,24,5,8,12,11,11,22,6,8,15,8,0,10,12,4,15,19,3,21,10,0,12,5,0,7,4,0,4,4,0,3,22,0,21,0,0,8,138,88,225
UCL321101,0,4,4,0,5,5,0,7,8,5,14,17,7,44,47,5,11,22,45,8,47,15,7,23,19,9,31,21,3,20,4,5,11,9,6,14,19,10,31,9,4,10,0,0,0,0,0,0,0,0,3,17,0,13,3,10,16,178,146,328
UCL321102,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,0,3,6,11,0,13,5,0,5,9,0,10,10,0,12,17,0,17,12,0,11,26,3,30,27,0,27,27,0,29,14,0,14,20,4,22,22,0,22,3,0,9,213,32,236
UCL321103,0,8,12,4,0,4,0,0,0,3,8,10,7,36,42,7,3,12,26,8,36,22,8,33,13,10,24,20,3,27,24,7,30,27,3,30,40,4,46,21,0,20,11,0,11,5,0,5,10,0,10,31,0,33,4,0,3,297,99,395
UCL321104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,6,11,6,6,8,6,15,15,10,0,12,20,25,45,13,0,14,23,10,38,14,0,17,57,28,80,22,0,20,3,3,4,167,99,264
UCL321105,5,3,9,3,0,4,0,3,3,0,8,8,14,14,25,0,7,8,29,9,40,30,6,39,21,6,29,31,3,37,29,7,28,21,0,26,52,8,62,52,0,53,23,6,23,19,0,19,45,3,46,35,0,35,10,11,21,426,96,517
UCL321106,0,10,13,0,0,3,0,8,8,0,16,16,5,40,46,10,24,34,24,20,48,23,17,39,28,15,42,25,7,29,21,9,23,29,6,35,55,4,55,27,0,25,16,0,19,9,0,8,17,7,19,36,3,40,3,12,16,320,199,519
UCL321107,3,4,5,0,0,0,0,3,3,4,6,12,6,19,27,12,20,24,28,3,30,16,13,25,12,8,21,16,11,30,13,8,17,13,0,19,30,7,37,16,0,20,10,0,10,4,0,4,9,0,9,11,4,12,0,5,5,199,118,315
UCL321108,7,0,3,0,0,0,0,6,6,3,4,5,0,7,12,3,6,11,12,3,16,13,3,13,4,9,11,11,3,20,10,5,13,14,0,16,17,5,21,19,0,19,14,0,14,0,0,0,0,0,0,14,0,14,6,6,12,136,70,206
UCL321109,3,4,12,0,0,0,0,9,9,0,16,16,4,37,40,0,10,15,7,21,25,8,33,46,7,22,32,11,26,39,13,23,37,7,12,22,22,24,44,31,7,36,15,4,16,6,7,10,11,9,20,26,4,28,8,17,27,199,285,480
UCL321110,4,0,6,4,3,9,4,5,7,3,3,8,7,22,28,5,9,18,23,12,31,18,8,25,26,7,33,14,0,13,25,3,30,26,4,28,24,7,27,16,0,16,14,0,15,8,0,8,22,8,27,19,3,25,0,4,8,262,96,357
UCL321111,5,11,11,4,9,6,0,3,3,6,11,10,8,33,40,6,18,26,30,8,44,30,11,42,20,20,39,17,9,29,12,7,20,10,7,12,22,3,27,9,0,14,9,0,9,9,0,9,16,0,15,22,3,29,9,6,12,218,154,377
UCL321112,0,0,0,0,0,5,13,23,31,10,14,25,14,11,23,20,9,31,19,6,25,28,3,29,17,0,17,15,5,15,5,0,7,10,0,8,6,0,15,5,0,3,3,0,0,0,0,0,6,0,10,24,0,24,8,0,10,198,82,283
UCL321113,5,5,3,0,0,0,0,6,3,0,6,6,0,14,14,9,9,8,16,4,20,14,13,30,7,11,20,10,11,21,14,4,14,9,6,16,19,0,26,12,0,13,13,0,13,4,0,4,7,0,9,20,5,24,3,12,11,151,110,263
UCL321114,0,0,4,0,0,0,0,7,9,3,15,19,10,47,60,10,14,24,60,9,65,33,13,48,27,6,33,25,9,32,7,11,15,14,0,16,11,9,20,10,0,9,4,0,12,3,0,3,3,5,9,16,0,16,7,20,25,239,174,418
UCL322001,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,7,0,7,9,0,10,3,0,3,7,5,7,6,0,6,18,0,20,13,0,13,8,0,8,6,0,6,13,0,13,14,0,11,0,0,0,105,15,124
UCL322002,0,0,0,0,0,3,0,6,6,0,4,6,5,14,11,0,4,4,6,0,4,8,5,6,6,8,15,3,8,15,3,8,9,0,0,4,8,0,7,8,0,8,4,3,5,0,0,0,9,0,9,8,0,13,0,4,6,65,61,131
UCL322003,0,8,7,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,7,6,14,6,4,6,0,6,10,7,4,15,7,0,7,5,0,7,9,5,10,9,0,9,0,3,4,0,0,0,0,3,6,8,0,8,0,3,5,57,65,122
UCL322004,4,0,4,0,0,0,0,0,0,5,9,14,9,16,27,0,11,8,15,11,23,8,5,15,16,8,17,14,6,17,3,0,5,6,3,11,7,4,12,5,3,13,0,3,4,6,0,3,9,3,12,8,8,8,0,3,6,110,98,212
UCL322005,0,0,0,0,0,0,0,0,0,0,3,9,0,14,12,0,7,7,4,6,7,3,6,13,6,5,9,9,7,11,0,4,10,0,5,5,8,9,14,4,0,7,4,0,0,4,0,4,3,3,6,3,0,8,0,4,3,56,75,126
UCL322006,0,3,4,0,0,0,0,3,3,0,9,9,0,22,22,0,12,7,6,11,11,4,6,13,8,12,18,9,15,23,8,11,15,7,3,6,6,14,19,0,0,0,4,0,3,0,0,4,3,3,3,3,0,3,0,4,4,65,128,186
UCL322007,0,0,0,0,0,0,0,3,3,0,6,6,6,14,20,3,3,10,12,3,13,8,0,10,3,9,15,7,5,12,0,0,5,8,3,9,5,4,13,4,0,4,4,0,4,0,0,4,0,0,0,8,0,6,3,4,8,78,72,146
UCL322008,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,3,0,3,4,3,7,7,0,6,5,0,4,0,0,4,6,0,8,4,0,4,4,0,4,3,0,3,0,0,0,9,0,11,10,0,8,0,0,0,59,16,74
UCL322009,0,0,0,0,0,0,0,0,0,0,8,8,0,7,7,0,4,8,0,0,4,4,4,10,5,3,13,3,0,6,6,4,9,8,7,10,7,25,27,3,0,11,3,5,10,5,0,5,6,9,9,8,0,6,3,4,11,66,91,156
UCL322010,0,7,5,0,0,0,0,4,4,0,5,9,3,31,33,3,11,17,18,8,20,11,3,19,12,7,16,19,8,23,10,3,8,4,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,4,96,84,177
UCL322011,0,0,3,0,0,0,0,0,0,0,4,5,0,5,11,3,4,10,10,5,11,14,0,18,9,8,12,12,7,14,11,5,15,11,10,15,15,5,19,17,0,17,11,0,11,8,0,8,5,0,5,15,0,15,0,0,0,137,45,179
UCL322012,0,0,0,0,0,0,0,0,0,0,3,3,5,9,10,0,20,25,11,7,15,5,4,15,6,4,12,16,0,12,3,0,4,6,5,6,9,0,9,3,0,3,4,0,4,4,0,4,11,0,5,7,0,7,8,0,7,100,59,159
UCL322013,0,0,4,0,0,0,0,0,0,0,0,4,0,9,8,0,4,3,9,0,10,6,3,8,4,0,9,7,3,12,13,3,10,6,0,8,13,8,22,20,0,20,14,0,14,10,0,10,11,0,11,14,0,12,0,0,0,132,29,164
UCL322014,4,4,10,0,0,0,0,0,0,0,9,6,0,12,12,0,11,13,11,0,12,8,5,11,3,3,9,5,4,9,3,4,9,0,4,5,3,0,10,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,3,3,5,63,61,120
UCL322015,0,0,0,0,0,0,5,3,4,0,3,0,9,10,17,4,8,12,13,6,21,5,3,15,7,3,10,12,0,14,0,4,6,9,0,9,9,4,12,3,0,3,4,0,6,0,0,0,3,0,4,10,0,10,4,0,6,96,53,152
UCL322016,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,3,0,3,0,0,0,9,0,9,0,0,4,0,3,5,4,0,3,9,14,22,7,0,11,3,10,14,0,0,0,9,4,11,9,0,9,0,0,0,59,53,107
