LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA36250,596,4493,172,4,5261,370,3789,171,0,4329,562,6849,326,17,7746,999,7902,306,9,9217,1319,8456,348,6,10133,1238,8553,313,8,10109,1452,7039,322,14,8832,734,3821,290,7,4854,102,1134,240,0,1478,7370,52030,2489,68,61960,762,3900,173,5,4836,529,3121,138,9,3791,827,7136,337,8,8308,1673,8185,347,12,10213,1871,9177,341,11,11399,1735,9191,320,14,11260,1867,7581,333,20,9799,836,4244,408,10,5502,117,1668,558,4,2348,10220,54198,2950,89,67458,1351,8387,350,5,10096,892,6911,310,10,8119,1391,13982,655,25,16052,2674,16083,655,19,19433,3190,17628,696,21,21531,2973,17742,632,23,21367,3317,14628,657,36,18635,1573,8065,698,13,10351,224,2803,797,6,3824,17589,106226,5439,160,129415
LGA36300,4,3,3,0,14,5,14,5,0,27,5,39,10,0,56,19,26,12,0,61,11,29,14,0,48,15,43,17,0,74,14,43,23,0,80,5,11,10,0,26,0,0,0,0,0,73,214,96,0,381,0,8,4,0,13,3,14,0,0,19,25,31,13,6,68,19,19,5,0,48,13,22,11,0,47,15,54,12,0,83,7,30,13,0,55,4,9,4,0,14,0,0,3,0,5,91,190,66,3,353,4,13,4,0,21,15,29,7,0,47,30,70,20,3,128,36,47,20,0,103,23,49,21,0,96,30,100,27,0,155,23,78,38,0,137,9,19,10,0,41,0,7,4,0,7,163,404,162,5,734
LGA36370,366,2178,218,3,2762,218,2103,216,4,2543,463,4365,497,21,5343,630,3830,429,14,4897,622,3566,402,6,4594,624,3767,331,0,4722,650,2913,311,15,3877,250,1567,178,0,1999,54,547,96,5,703,3871,24829,2686,56,31440,470,1929,193,3,2599,297,2094,213,5,2606,659,4610,404,20,5689,922,3932,371,3,5235,773,3870,316,5,4968,772,4004,290,4,5074,723,2890,251,3,3865,372,1845,226,0,2443,45,859,181,0,1094,5028,26044,2453,39,33572,837,4108,414,3,5360,512,4196,433,3,5146,1118,8970,902,41,11036,1555,7761,801,15,10136,1401,7434,713,9,9560,1393,7773,621,9,9800,1368,5799,564,18,7746,620,3416,405,4,4442,97,1411,286,5,1791,8903,50873,5137,101,65013
LGA36510,141,1057,131,0,1324,91,731,76,0,891,187,1515,221,14,1935,339,1777,254,8,2379,411,2278,250,4,2947,512,2429,209,0,3149,604,2116,172,0,2898,290,1104,127,0,1521,37,311,64,0,412,2612,13314,1501,32,17456,172,1010,116,4,1304,123,665,63,0,853,244,1593,175,5,2013,549,1887,182,4,2619,608,2352,216,4,3185,651,2509,194,4,3358,696,1997,175,4,2870,301,1073,124,0,1504,46,413,97,0,555,3399,13506,1333,30,18267,314,2071,245,4,2630,214,1392,136,0,1748,440,3101,390,19,3949,889,3658,435,11,5001,1023,4632,467,17,6128,1158,4941,403,4,6511,1303,4111,349,9,5770,588,2180,253,0,3024,81,733,159,0,965,6011,26818,2839,59,35723
LGA36580,77,587,78,0,746,32,471,41,0,549,88,1008,105,3,1205,174,1146,118,5,1445,187,1322,126,3,1633,256,1463,117,0,1842,277,1405,111,0,1794,118,671,70,0,861,9,120,19,0,147,1232,8190,787,19,10223,89,581,78,0,745,63,376,39,0,468,172,1000,83,6,1261,280,1062,111,0,1456,310,1320,116,0,1752,359,1438,106,3,1899,358,1181,95,0,1634,123,572,87,3,783,14,165,30,0,202,1754,7691,736,14,10196,168,1162,154,0,1484,96,846,79,0,1022,261,2005,189,11,2462,450,2212,234,4,2898,496,2648,240,4,3385,614,2899,225,5,3741,638,2583,208,3,3427,244,1244,155,3,1645,25,280,46,0,350,2991,15880,1526,33,20424
LGA36630,115,731,129,0,972,76,612,86,0,788,186,1222,183,17,1600,254,1100,156,4,1511,297,1442,197,0,1931,386,1771,207,6,2369,468,1890,231,0,2588,211,1069,146,0,1423,30,284,31,0,348,2014,10128,1350,24,13515,137,637,109,0,881,99,594,80,0,775,248,1219,155,4,1625,382,1098,165,0,1644,364,1521,182,0,2069,525,1768,219,4,2517,541,1793,234,0,2565,219,954,116,0,1287,30,375,59,0,468,2546,9971,1301,9,13827,248,1365,230,0,1851,176,1213,165,3,1560,434,2443,334,19,3230,633,2196,315,4,3151,656,2967,377,0,4004,913,3542,425,8,4884,1003,3679,469,3,5153,426,2028,259,0,2714,58,667,90,0,813,4559,20099,2651,33,27349
LGA36660,177,775,92,0,1047,90,691,84,0,858,177,1366,161,10,1712,293,1232,133,0,1657,398,1522,188,3,2113,490,1887,202,4,2586,591,1907,204,0,2707,309,1043,139,0,1486,41,314,52,0,409,2571,10736,1255,22,14585,217,710,88,0,1010,91,586,74,0,751,233,1398,139,11,1779,458,1259,150,0,1867,527,1673,185,3,2385,592,2010,171,0,2776,692,1821,199,0,2710,299,1089,143,0,1530,49,480,57,0,587,3156,11024,1202,18,15402,394,1488,182,0,2061,180,1280,157,4,1611,408,2762,302,12,3484,754,2492,281,0,3522,930,3191,374,11,4501,1084,3899,378,4,5364,1283,3726,402,3,5414,606,2131,276,0,3023,92,798,113,0,996,5726,21763,2455,41,29985
LGA36720,1308,8302,517,8,10134,816,7119,561,18,8507,1635,15075,1163,123,17997,2662,15800,1182,61,19706,3236,16872,1106,57,21265,3148,16500,953,39,20640,3850,14872,998,51,19771,2113,8980,827,46,11958,291,3052,471,3,3814,19048,106569,7766,407,133790,1629,7729,555,10,9923,1182,7212,555,28,8974,2291,16379,1200,94,19967,4228,17022,1188,52,22493,4518,18526,1079,34,24160,4331,18779,1102,50,24255,5029,16056,1064,58,22207,2287,9938,1017,27,13267,289,4344,772,6,5409,25789,115976,8535,360,150654,2937,16031,1074,16,20055,1993,14326,1113,48,17483,3926,31450,2368,220,37963,6890,32825,2368,115,42199,7753,35394,2184,94,45424,7476,35278,2058,87,44895,8876,30929,2055,110,41976,4396,18918,1839,70,25223,577,7398,1244,8,9225,44836,222549,16304,761,284446
LGA36820,97,567,130,4,794,53,387,65,26,529,113,913,157,153,1336,209,881,117,54,1258,294,1152,187,0,1632,416,1511,185,5,2110,529,1591,219,6,2340,226,813,118,4,1164,23,231,59,0,313,1964,8052,1226,242,11479,108,527,109,0,748,70,322,69,21,478,199,901,166,71,1336,406,919,157,31,1509,443,1225,171,9,1837,542,1623,193,0,2363,599,1430,205,4,2240,218,761,116,0,1103,24,292,90,0,409,2612,8001,1273,133,12030,214,1096,234,0,1546,125,713,128,43,1010,309,1813,325,219,2669,610,1798,275,83,2767,736,2379,357,5,3470,960,3133,374,4,4470,1132,3023,418,12,4576,449,1581,237,3,2263,51,526,148,0,723,4577,16055,2504,377,23507
LGA36910,918,4588,352,9,5866,547,4356,361,7,5273,1073,8719,699,35,10524,1484,7565,555,21,9628,1644,7519,581,14,9762,1571,7494,566,4,9637,1639,6346,503,5,8489,944,3819,364,3,5136,135,1336,174,0,1642,9961,51743,4156,103,65961,1155,4201,324,3,5679,705,4243,338,4,5285,1546,9056,621,22,11241,2229,7840,589,10,10670,2097,8316,543,9,10967,2040,8123,530,24,10712,2078,6856,460,12,9409,1080,4509,484,6,6087,162,2255,306,0,2722,13096,55392,4187,92,72771,2078,8784,675,10,11547,1248,8598,693,12,10554,2613,17771,1318,56,21766,3713,15408,1146,33,20302,3740,15836,1126,26,20730,3613,15616,1093,23,20348,3713,13207,965,17,17901,2028,8331,853,12,11221,298,3586,480,0,4366,23051,107137,8345,191,138733
LGA36950,6,119,15,0,138,8,115,9,0,137,44,215,26,0,285,31,181,21,0,236,37,169,24,0,225,31,168,19,0,215,8,99,9,0,120,7,20,4,4,31,0,3,0,0,3,166,1090,135,4,1393,5,111,18,0,134,4,114,13,0,129,29,245,21,0,296,60,191,18,0,264,40,171,20,0,230,31,166,14,0,217,16,83,5,0,97,0,32,3,0,31,0,5,0,0,7,184,1110,104,0,1410,17,235,29,0,278,11,234,19,0,265,70,457,49,0,575,90,374,40,0,499,76,335,44,0,458,61,335,34,0,429,21,178,21,0,220,6,48,11,4,64,0,10,0,0,12,353,2206,236,6,2796
LGA36960,12,95,8,0,113,10,119,6,0,132,53,216,18,0,284,48,198,17,0,257,46,152,25,0,221,32,134,16,0,180,16,67,8,0,99,5,23,0,0,34,0,5,0,0,6,225,1008,96,0,1325,12,79,7,0,90,33,112,11,0,149,67,251,17,0,332,58,185,14,0,255,42,137,11,0,187,37,117,20,0,175,24,73,8,0,103,5,31,0,0,34,0,5,0,0,4,269,989,87,0,1343,21,174,15,0,206,43,231,20,0,285,119,462,34,0,620,101,379,28,0,509,93,285,35,0,409,73,251,33,0,352,39,142,19,0,202,7,55,4,0,66,4,9,0,0,18,492,1992,180,0,2669
LGA37010,824,5031,576,10,6440,704,5903,1071,49,7730,1280,10960,1584,83,13908,1451,9121,1194,33,11805,1600,9175,943,20,11731,1459,8867,789,21,11133,1399,6830,640,22,8889,585,3267,366,14,4226,77,811,132,0,1019,9382,59954,7291,258,76878,1002,5080,486,4,6572,874,5643,563,23,7098,1673,10988,1150,33,13845,2296,9757,969,18,13040,2063,9835,825,17,12730,1679,9431,668,19,11793,1675,6795,563,20,9055,652,3595,352,4,4601,86,1428,254,0,1760,12002,62541,5822,144,80502,1828,10108,1058,16,13012,1576,11548,1632,66,14831,2947,21945,2733,115,27745,3751,18872,2168,50,24846,3661,19009,1766,33,24462,3145,18297,1451,40,22931,3080,13620,1207,47,17945,1237,6859,717,22,8832,158,2234,383,8,2784,21377,122500,13113,396,157384
LGA37300,13,97,17,0,128,9,115,33,0,155,34,321,104,0,462,60,228,71,0,359,56,269,75,0,398,47,180,52,0,279,17,59,11,0,91,3,15,3,0,20,0,3,0,0,6,240,1282,362,0,1880,13,99,14,0,122,13,126,24,0,163,72,292,45,0,408,89,198,43,0,326,52,204,25,0,280,36,147,24,0,213,16,50,0,0,64,0,20,0,0,20,0,0,0,0,0,286,1118,185,0,1595,21,191,32,0,248,20,240,57,0,320,108,608,148,0,870,145,423,105,0,681,104,469,102,0,674,85,321,79,0,492,32,107,14,0,155,4,31,5,0,43,0,4,0,0,5,528,2405,541,0,3474
LGA37310,163,793,143,0,1094,109,742,174,6,1028,275,1780,487,46,2586,437,1492,411,4,2342,431,1714,421,5,2575,411,1693,342,0,2441,355,1353,192,0,1902,165,630,91,0,888,25,175,38,0,241,2362,10370,2300,67,15103,164,660,121,0,940,143,706,93,8,957,384,1622,293,51,2346,577,1278,196,7,2058,521,1455,211,0,2184,469,1440,147,0,2059,429,1079,133,0,1642,234,608,99,0,941,33,288,59,0,378,2959,9128,1349,68,13509,326,1448,259,0,2036,253,1452,273,16,1985,662,3404,776,96,4937,1010,2773,608,7,4396,949,3169,630,11,4756,876,3132,491,3,4503,786,2430,325,0,3543,399,1241,191,0,1828,61,456,100,0,620,5324,19500,3655,132,28610
LGA37340,116,778,99,0,997,87,847,180,35,1149,225,2248,638,99,3206,278,1939,469,39,2718,341,2036,520,13,2911,365,2457,552,13,3388,482,2142,407,12,3045,191,941,154,3,1295,18,173,29,0,226,2107,13552,3055,220,18926,144,689,94,0,929,124,851,167,40,1186,319,2257,434,101,3106,491,1745,317,15,2569,475,1854,302,10,2635,512,2206,412,12,3142,515,1815,333,16,2672,184,724,126,3,1037,26,260,40,0,324,2778,12410,2218,191,17600,254,1471,200,0,1926,211,1704,347,75,2330,536,4502,1070,200,6312,770,3686,786,53,5288,813,3895,823,20,5546,875,4663,967,23,6531,998,3957,736,28,5722,381,1665,276,10,2331,41,428,72,0,542,4888,25959,5275,411,36531
LGA37400,4,17,7,0,20,3,13,8,0,27,16,41,19,0,80,17,37,13,0,65,30,52,20,0,111,34,116,22,0,172,44,113,62,0,216,10,41,17,0,73,0,10,0,0,11,164,434,162,0,768,0,11,4,0,10,14,21,6,0,39,21,50,11,0,80,31,35,13,0,81,43,65,19,0,123,50,103,34,0,187,38,99,53,0,194,13,28,10,0,53,4,7,0,0,9,210,416,157,3,779,4,24,9,0,34,17,34,13,0,68,39,92,30,0,158,49,67,25,0,146,72,118,40,0,228,81,216,56,0,365,85,220,106,0,410,23,72,28,0,120,0,18,0,0,23,372,854,323,3,1555
LGA37550,0,36,5,0,43,0,26,0,0,24,4,57,6,0,64,3,38,5,0,43,10,42,3,0,52,7,22,4,0,37,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,18,244,24,0,281,0,39,11,0,46,4,36,4,0,45,9,84,6,0,99,0,50,0,0,55,8,55,6,0,61,3,34,0,0,36,3,23,0,0,21,0,10,0,0,10,0,0,0,0,0,18,321,30,0,370,0,75,13,0,87,4,61,3,0,71,9,146,10,0,168,3,83,5,0,98,9,92,7,0,110,8,61,4,0,70,3,35,0,0,36,0,8,0,0,8,0,0,0,0,0,42,565,46,0,653
LGA37570,0,7,3,0,6,0,3,0,0,5,0,21,0,0,23,0,12,0,0,17,3,13,0,0,14,0,12,0,0,16,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,76,10,0,94,0,4,0,0,4,0,8,0,0,8,3,25,5,0,30,0,15,0,0,18,0,16,0,0,19,3,12,5,0,17,0,10,0,0,10,0,0,0,0,5,0,0,0,0,0,6,87,11,0,112,0,13,3,0,15,0,17,0,0,14,3,48,8,0,54,3,22,0,0,29,4,30,0,0,36,3,26,6,0,36,0,13,0,0,13,0,3,0,0,8,0,0,0,0,0,10,168,18,0,199
LGA37600,6,120,4,0,129,8,104,0,0,111,17,160,13,0,186,11,115,3,0,130,11,114,5,0,126,9,76,4,0,86,8,37,4,0,47,0,9,4,0,12,0,0,0,0,0,59,733,36,0,833,5,118,13,0,136,7,89,3,0,96,15,179,8,0,206,12,127,7,0,141,12,117,3,0,136,14,104,9,0,125,9,42,0,0,53,0,25,0,0,25,0,5,0,0,5,69,800,47,0,917,13,240,14,0,267,14,196,0,0,211,28,339,27,0,393,22,240,8,0,273,17,227,14,0,257,18,176,9,0,211,13,82,9,0,94,0,32,4,0,31,0,3,0,0,3,124,1534,81,0,1744
LGA39799,0,0,0,0,8,0,5,5,0,8,4,19,40,6,69,3,26,74,6,107,3,25,45,0,77,4,10,16,0,26,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,14,97,192,17,317,0,3,4,0,6,0,3,4,5,9,4,3,12,7,35,0,3,3,0,7,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,10,65,0,8,10,0,11,0,7,8,5,18,5,23,57,15,102,3,30,76,6,114,3,24,45,0,79,4,17,16,0,34,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,18,117,219,24,380
LGA40070,131,457,70,8,661,422,1715,227,21,2383,443,2557,535,85,3619,308,1331,404,46,2092,222,1062,345,21,1657,259,996,249,23,1526,296,828,186,11,1322,156,399,86,0,640,16,155,47,0,221,2261,9494,2147,226,14121,211,590,118,7,930,556,1650,245,12,2459,469,2346,359,60,3235,290,1182,246,41,1764,225,862,179,20,1292,301,880,197,17,1404,346,800,150,10,1313,165,470,97,3,737,25,247,103,0,376,2588,9046,1698,177,13503,347,1046,191,13,1591,978,3368,465,35,4840,914,4901,893,142,6855,598,2512,655,88,3855,443,1928,526,50,2946,561,1874,449,44,2929,644,1623,337,21,2633,318,871,186,3,1379,39,404,151,0,597,4847,18539,3847,401,27628
LGA40120,331,950,73,6,1362,205,763,73,0,1042,292,1283,77,0,1648,560,1595,87,0,2244,887,1900,114,7,2904,713,2069,110,5,2896,769,1551,72,0,2393,329,781,52,0,1169,44,241,29,0,309,4125,11128,691,19,15965,311,946,68,4,1328,225,697,29,0,954,352,1324,69,0,1747,823,1630,81,0,2529,998,1996,100,3,3096,786,2026,103,0,2917,765,1595,82,0,2447,347,745,62,0,1155,49,347,50,0,451,4667,11304,639,14,16628,643,1898,143,8,2690,434,1458,102,3,1992,645,2604,147,5,3398,1379,3225,169,0,4768,1887,3893,217,7,6003,1505,4095,213,3,5812,1530,3142,158,5,4833,673,1525,115,0,2317,91,591,76,0,759,8788,22434,1333,30,32589
LGA40150,36,270,30,0,332,26,217,21,0,266,60,497,37,4,604,75,471,43,0,590,84,577,52,0,713,105,620,51,0,772,86,362,26,3,476,29,158,15,0,209,3,26,10,0,42,504,3203,281,9,3997,44,221,24,0,289,39,183,18,0,238,92,491,42,0,622,107,435,34,0,574,109,562,43,0,719,102,546,37,0,689,109,304,19,0,433,34,143,22,0,201,7,46,0,0,51,636,2935,240,6,3816,77,485,56,0,627,65,402,35,0,502,155,986,75,4,1222,184,906,74,0,1166,194,1140,97,0,1431,204,1168,84,0,1461,193,669,48,3,913,62,305,35,0,403,10,69,12,0,91,1143,6134,519,12,7816
LGA40220,125,550,48,0,725,60,410,31,3,499,155,836,38,5,1037,234,919,63,4,1221,342,1267,67,0,1683,430,1497,97,0,2027,670,1676,112,0,2461,403,1003,86,0,1496,51,323,37,0,407,2480,8480,578,19,11547,130,511,48,0,687,89,421,22,0,534,213,885,62,5,1159,356,966,57,0,1382,388,1267,90,0,1741,572,1628,94,0,2294,811,1781,112,0,2706,386,1044,92,0,1523,38,437,48,0,527,2979,8933,631,10,12559,258,1059,95,0,1412,149,829,53,3,1034,365,1724,100,6,2192,595,1882,121,3,2602,736,2534,157,0,3424,1000,3127,191,0,4321,1482,3459,225,3,5165,789,2045,179,0,3017,86,760,81,0,936,5459,17417,1210,22,24104
LGA40250,5,92,15,0,114,5,93,11,0,104,18,172,28,0,218,9,120,15,0,140,10,102,17,0,129,11,78,13,0,103,7,26,4,0,37,0,4,3,0,9,0,9,5,0,8,61,687,108,0,859,0,82,19,0,97,0,105,17,0,126,19,201,37,0,265,16,140,21,0,178,6,128,18,0,158,10,88,14,0,117,3,40,6,0,49,0,11,5,0,15,0,6,5,0,9,60,803,140,4,1002,5,170,37,0,216,7,194,26,0,232,38,372,69,0,479,24,265,32,0,314,22,229,34,0,286,24,165,28,0,218,9,61,12,0,80,0,20,7,0,27,0,7,7,0,19,125,1489,249,4,1867
LGA40310,144,576,42,0,760,84,477,23,0,586,149,964,35,0,1144,283,1054,51,4,1389,377,1173,66,0,1618,338,1293,62,0,1695,449,1055,69,0,1573,254,549,45,0,851,26,212,18,0,256,2110,7350,420,8,9880,115,526,36,0,684,79,407,20,4,510,169,941,36,4,1154,424,1099,52,0,1575,455,1231,68,4,1755,411,1348,57,0,1822,544,1053,60,0,1652,251,600,49,0,901,46,323,42,0,418,2497,7533,429,10,10466,261,1102,80,0,1443,161,880,41,3,1095,319,1910,69,0,2303,707,2152,101,4,2963,831,2405,140,4,3372,750,2646,123,0,3513,994,2103,134,0,3228,505,1143,96,0,1750,79,534,63,0,673,4599,14879,848,19,20342
LGA40430,18,31,6,0,45,16,24,4,0,47,25,55,5,0,87,37,51,9,0,97,53,81,15,0,149,64,162,18,0,233,87,170,20,0,273,37,102,16,0,155,8,29,5,0,40,331,696,93,0,1126,9,20,6,0,40,10,22,0,0,28,21,65,5,0,92,39,47,8,0,95,66,86,7,0,159,60,146,20,0,225,80,146,19,0,246,36,96,19,0,153,6,58,9,0,67,331,682,95,0,1107,20,50,8,0,89,26,42,8,0,76,43,117,17,0,175,73,95,17,0,188,119,162,24,0,306,122,305,31,0,459,170,318,34,0,525,72,199,36,0,309,11,85,11,0,111,666,1382,186,0,2235
LGA40520,54,242,24,0,317,34,252,23,8,323,89,465,43,68,661,81,430,33,21,568,109,524,34,0,668,127,562,57,0,748,190,509,60,0,756,74,242,20,0,342,6,119,16,0,140,770,3340,307,105,4520,43,205,23,0,274,26,210,10,0,243,91,447,27,4,562,126,416,35,4,580,150,497,32,0,680,164,582,47,0,789,199,474,52,0,726,81,290,37,5,406,18,172,26,0,210,892,3286,282,11,4470,97,453,45,0,589,62,464,34,8,568,176,911,67,67,1225,210,845,72,26,1146,260,1022,62,3,1343,286,1140,105,0,1538,387,987,109,0,1480,155,533,52,5,744,30,282,36,0,353,1662,6627,583,118,8986
LGA40700,286,1288,32,3,1614,234,1045,27,6,1303,309,1664,57,7,2041,477,2056,64,4,2602,694,2197,65,20,2963,552,2036,40,12,2633,673,1764,36,9,2472,417,1185,35,5,1644,67,472,16,0,556,3701,13705,365,56,17831,399,1166,26,5,1596,305,905,27,0,1237,335,1754,56,8,2152,702,2260,64,8,3032,810,2361,64,9,3241,690,2273,30,16,3004,771,2112,54,10,2950,437,1408,73,0,1926,78,887,47,0,1013,4529,15121,443,53,20148,692,2453,60,9,3205,537,1950,51,0,2540,645,3419,115,8,4194,1181,4315,125,14,5632,1501,4553,126,25,6208,1233,4301,78,24,5639,1443,3876,87,19,5427,859,2593,111,10,3570,140,1358,67,3,1571,8232,28826,810,110,37978
LGA40910,220,1285,53,7,1557,232,1544,57,7,1842,386,3173,121,5,3684,537,2950,106,5,3598,529,2745,96,7,3376,400,2457,76,5,2935,456,1737,53,12,2255,309,1344,64,3,1720,58,637,63,0,757,3126,17868,678,41,21724,221,1094,36,0,1357,287,1343,59,0,1685,495,3135,142,0,3769,668,3049,82,5,3802,641,2828,80,3,3554,506,2727,66,15,3320,580,2183,71,11,2843,342,1825,126,4,2307,49,995,102,4,1147,3797,19188,750,41,23782,438,2384,87,4,2912,523,2888,111,7,3525,884,6308,262,5,7452,1211,5997,192,8,7405,1169,5572,176,8,6926,911,5187,135,21,6257,1035,3924,123,19,5103,658,3168,184,13,4024,105,1628,158,3,1899,6930,37056,1432,89,45504
LGA41010,15,75,13,0,103,17,66,10,0,98,45,175,28,0,246,48,118,20,0,184,56,166,39,0,260,62,174,20,0,257,57,175,12,0,248,34,67,12,0,104,0,17,0,0,24,334,1036,152,3,1525,18,40,16,0,79,21,60,6,0,84,50,173,24,0,248,50,139,24,0,212,73,146,16,0,241,56,174,23,0,252,64,155,19,0,238,43,39,3,0,87,0,21,4,0,28,373,949,149,3,1476,28,117,36,0,178,41,129,19,0,185,90,352,54,0,495,104,251,42,0,399,132,316,57,0,501,113,348,39,0,504,121,333,31,0,487,72,106,15,0,193,5,40,3,0,47,706,1988,300,6,3002
LGA41060,369,2642,153,0,3163,439,3332,186,3,3960,931,7709,376,14,9029,972,6403,269,15,7657,1104,6230,299,13,7651,985,6130,252,17,7384,1028,4466,176,24,5688,529,2737,155,3,3428,81,1271,91,0,1442,6429,40925,1957,86,49398,431,2333,92,3,2861,589,3109,152,9,3862,1067,7673,360,17,9120,1416,6311,278,18,8017,1341,6370,251,16,7985,1186,6515,210,25,7932,1196,5227,203,27,6657,533,3507,218,4,4262,80,2079,126,5,2290,7846,43120,1895,121,52981,798,4977,248,5,6026,1027,6444,338,11,7821,1992,15381,739,35,18148,2379,12718,548,31,15673,2445,12600,555,32,15634,2170,12641,461,39,15314,2225,9694,380,45,12344,1062,6245,375,8,7687,161,3350,208,3,3731,14274,84043,3854,207,102379
