LGA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
LGA42750,6,0,24,24,5,22,0,30,3,119,13,4,24,24,5,18,9,31,0,130,71,58,88,54,34,23,16,57,9,401,105,94,47,38,48,27,9,53,15,429,150,61,54,50,50,37,31,48,13,491,115,72,57,57,61,47,31,84,19,549,95,28,13,13,18,9,11,26,3,228,26,0,0,3,6,4,4,8,0,52,0,0,0,0,0,0,0,0,0,0,570,318,308,270,233,186,113,340,56,2391
LGA43080,0,0,6,0,0,5,0,6,0,19,4,0,5,0,0,0,0,14,0,28,12,5,10,15,4,6,0,12,0,61,21,9,0,7,4,0,9,0,0,57,43,9,10,13,5,0,3,9,0,95,53,6,0,6,11,4,6,7,0,92,33,4,0,5,0,4,4,3,0,49,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,173,30,32,45,25,12,26,60,7,411
LGA43220,0,0,4,5,0,5,0,7,0,22,6,4,8,0,4,4,3,7,0,32,23,19,10,5,7,3,9,14,0,90,49,13,11,9,13,3,9,9,3,112,39,10,6,10,4,3,7,10,4,98,52,6,9,9,15,4,17,11,4,121,19,3,0,3,0,3,7,6,0,40,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,193,54,46,41,41,19,45,61,15,524
LGA43360,3,0,5,6,3,16,0,19,0,51,7,6,19,17,6,10,7,19,0,86,29,26,23,16,9,12,8,48,0,162,52,24,25,12,14,11,9,25,3,186,53,14,27,20,16,22,6,35,3,205,59,22,16,26,14,12,19,35,3,202,56,10,5,13,12,4,10,21,6,124,15,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,4,4,271,95,122,108,83,87,60,193,18,1038
LGA43650,12,9,94,105,17,190,16,149,6,600,34,60,165,131,65,92,33,132,8,726,133,226,258,151,150,85,77,145,21,1243,274,287,241,179,249,88,103,134,25,1568,355,320,269,209,271,110,138,180,33,1883,265,200,189,179,210,84,160,194,38,1521,111,63,52,24,51,29,33,40,14,410,32,6,4,3,8,5,4,4,3,61,9,0,0,0,0,0,0,0,0,6,1211,1166,1276,977,1017,680,573,977,143,8019
LGA43710,4,0,40,25,7,63,4,31,10,180,17,8,35,15,5,19,11,20,4,136,71,63,66,42,42,33,13,50,8,396,114,121,99,70,79,28,31,43,7,589,134,109,87,85,82,47,37,65,11,651,143,68,62,57,65,39,51,68,8,564,73,25,19,14,20,10,15,17,13,201,29,3,0,3,4,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,592,393,404,314,302,229,156,300,61,2760
LGA43790,6,6,54,61,13,87,8,94,6,330,19,33,62,54,12,39,33,92,10,356,114,151,170,111,70,54,42,185,24,912,166,158,132,83,98,54,65,128,21,911,255,157,115,137,121,65,102,173,14,1147,246,110,80,122,141,63,100,182,19,1065,122,48,40,21,38,9,36,58,15,378,36,4,4,0,4,0,5,11,8,66,3,0,0,0,0,0,0,0,0,9,969,657,659,590,504,368,389,926,113,5173
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,9,0,0,0,0,0,36
LGA44060,30,43,227,455,81,879,79,475,25,2302,182,697,686,1096,499,755,158,531,73,4674,1042,3581,1631,1872,1326,708,388,834,195,11575,1524,3431,1364,1420,1500,523,394,592,186,10939,1310,2207,1091,1161,1507,531,377,570,167,8922,849,1460,888,914,1357,458,417,560,99,7001,201,403,206,171,324,137,108,174,34,1752,13,28,21,11,21,17,5,10,12,145,0,0,0,4,0,0,0,0,7,12,5157,11846,6117,7089,6612,4012,1926,3758,795,47313
LGA44210,5,0,40,27,5,51,5,51,4,190,7,13,34,35,9,24,10,61,0,198,58,63,83,61,33,19,43,98,7,467,114,52,78,65,42,29,41,72,9,514,184,56,113,104,91,53,60,129,24,815,182,80,118,106,102,54,82,161,9,890,97,35,44,27,23,11,25,46,3,305,23,0,0,0,3,0,0,4,5,41,0,0,0,0,0,0,0,0,3,3,674,295,507,432,311,233,265,624,78,3422
LGA44340,34,62,133,445,85,717,39,484,15,2011,100,509,356,756,317,546,90,308,32,3015,593,2212,709,803,532,345,165,336,61,5756,1414,3167,677,596,819,279,126,250,101,7427,1687,3024,678,672,1095,339,164,267,89,8021,1041,2032,520,517,848,257,154,327,73,5768,282,623,128,85,245,73,56,83,23,1601,51,88,26,12,44,22,8,17,5,284,3,5,0,0,0,3,0,0,0,23,5204,11713,3235,3890,3986,2584,800,2071,410,33904
LGA44550,17,16,134,211,21,449,31,301,29,1206,97,184,360,332,167,269,72,259,23,1759,423,890,797,554,430,327,162,313,57,3955,697,1051,616,469,557,236,173,267,74,4136,767,1017,572,478,665,281,194,323,69,4367,536,660,402,365,454,209,200,301,53,3175,193,213,124,70,118,69,67,91,37,980,50,20,15,0,14,0,7,8,8,128,5,0,0,0,0,0,0,4,0,17,2785,4051,3018,2485,2426,1850,900,1862,339,19724
LGA44620,17,15,124,172,38,321,31,248,5,960,48,121,225,187,78,172,79,157,19,1091,199,499,496,419,215,250,197,311,47,2621,278,459,341,349,265,207,198,254,30,2377,349,392,281,356,366,219,270,291,43,2553,282,292,237,305,265,184,285,284,38,2170,75,87,67,58,63,54,64,75,8,554,14,3,6,0,8,4,3,8,3,54,6,0,0,0,0,5,0,0,0,5,1257,1863,1776,1848,1290,1410,1128,1625,194,12384
LGA44830,5,0,7,14,3,12,0,17,0,66,7,8,7,7,0,5,0,3,0,49,25,40,25,23,10,5,16,18,0,167,38,42,16,18,20,8,12,25,5,187,82,36,23,31,35,7,30,15,8,266,128,48,41,35,30,11,33,39,8,369,70,17,10,7,13,3,16,12,9,149,17,0,0,0,0,0,0,4,6,28,0,0,0,0,0,0,0,0,0,0,372,195,135,138,121,48,105,135,26,1285
LGA45040,9,3,65,84,14,183,13,182,15,567,43,39,155,138,51,124,34,182,16,788,160,201,304,238,152,182,95,371,30,1741,196,178,198,210,167,113,115,332,32,1538,258,198,214,252,210,126,133,333,48,1780,257,173,191,276,207,114,175,278,27,1700,103,59,45,60,48,25,49,56,13,446,21,0,4,5,5,0,0,11,4,53,4,0,0,0,0,0,0,0,0,4,1047,851,1170,1261,865,874,616,1758,192,8620
LGA45090,5,8,39,31,4,73,4,45,7,218,29,22,72,37,24,24,17,96,11,334,130,116,130,56,51,52,37,217,20,813,194,137,89,73,86,58,47,195,18,899,225,101,88,74,94,64,51,171,16,884,222,69,86,59,87,69,58,142,14,812,127,29,36,13,16,11,15,36,10,300,49,3,0,0,8,7,0,3,8,79,3,0,0,0,0,0,0,0,0,3,978,492,535,348,366,368,224,918,103,4334
LGA45120,5,0,21,13,3,24,3,27,0,99,18,12,42,16,9,12,5,33,0,140,60,60,44,26,26,16,21,30,6,288,106,67,45,41,38,12,35,25,3,367,98,68,45,50,39,24,32,46,0,401,148,49,60,39,44,30,46,51,4,468,87,22,10,11,14,10,15,20,12,202,32,0,3,0,0,3,0,3,4,46,8,0,0,0,0,0,0,0,3,4,548,287,271,206,181,121,154,224,37,2028
LGA45290,15,23,43,230,47,287,24,180,9,864,71,386,185,428,216,291,61,181,26,1846,459,1911,474,559,515,244,159,282,73,4673,738,1680,348,323,470,151,100,176,56,4032,741,1372,314,241,545,209,98,142,42,3703,568,1031,246,223,467,190,81,157,41,3008,170,395,73,62,121,72,21,45,10,974,24,47,6,3,18,18,4,5,9,129,7,0,0,0,0,0,0,0,0,8,2788,6844,1699,2067,2406,1459,549,1161,262,19232
LGA45340,59,67,546,796,187,1658,149,1356,65,4881,315,693,1388,1397,727,1246,303,976,113,7144,1520,3263,3246,2411,2061,1338,821,1534,281,16479,2226,3944,3009,2406,2501,1083,889,1326,284,17665,2405,3295,2564,2527,2708,1107,1084,1465,341,17497,1621,2303,1946,2012,2339,1048,992,1379,207,13850,479,598,388,420,537,236,209,314,52,3232,62,64,31,12,55,18,9,33,32,303,3,4,0,0,0,5,0,0,7,26,8701,14223,13126,11976,11115,7727,4457,8388,1382,81089
LGA45400,0,0,6,4,0,7,0,10,0,24,0,0,0,0,0,0,5,4,0,14,16,15,10,6,3,0,3,8,0,66,26,12,8,9,7,3,4,5,0,67,23,14,9,8,8,5,4,4,5,69,43,13,6,12,13,7,4,12,0,106,37,3,4,8,0,0,3,0,0,54,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,152,59,41,34,26,24,18,44,13,412
LGA45540,0,0,0,5,0,10,0,9,0,27,0,0,5,9,3,4,0,6,0,34,3,8,7,9,0,3,6,12,0,50,14,12,11,15,10,9,3,8,0,85,15,9,15,19,7,9,6,23,0,95,25,12,9,26,7,14,18,20,0,132,20,0,3,3,7,0,4,11,0,56,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,88,42,52,83,32,50,37,95,6,486
LGA45680,36,19,240,231,70,827,65,633,55,2179,196,336,729,763,446,660,330,776,106,4343,810,1286,1716,1636,1258,903,1049,1461,252,10371,911,1048,1221,1225,1061,507,1017,1158,212,8365,809,767,939,1085,974,455,933,1048,155,7167,603,535,683,832,839,364,791,872,132,5651,128,116,109,139,141,61,157,152,38,1041,26,14,9,5,4,3,13,16,8,95,0,0,0,0,0,0,0,3,3,11,3528,4117,5654,5919,4802,3780,4348,6113,960,39223
LGA45890,33,51,199,480,113,943,77,601,46,2540,258,743,887,1221,628,936,370,852,146,6043,1396,4428,2459,2476,1864,1032,1249,1727,313,16954,1978,3871,1968,1924,1962,732,964,1356,288,15041,1622,2375,1510,1415,1713,652,795,1328,214,11620,991,1580,1070,995,1338,506,731,1021,151,8382,213,416,220,192,296,129,152,211,36,1867,24,31,22,5,27,10,15,22,7,161,0,4,0,0,0,5,0,0,0,10,6519,13490,8334,8699,7944,4952,4356,7114,1205,62614
LGA46090,6,3,52,47,15,123,9,90,8,361,15,60,86,91,33,62,34,66,8,449,93,274,219,246,114,116,80,174,26,1345,104,188,146,183,148,57,85,104,18,1022,134,179,151,204,143,81,110,115,26,1143,126,148,139,183,146,66,134,139,24,1110,41,43,28,30,38,7,37,37,9,254,0,8,0,0,3,0,3,3,7,23,0,0,0,0,0,0,0,0,0,0,518,892,822,991,644,516,486,727,119,5716
LGA46300,5,0,57,72,18,160,4,117,11,447,25,76,127,120,51,61,12,83,13,568,103,287,266,179,118,139,61,185,21,1360,159,251,185,183,150,111,68,155,17,1279,192,230,167,200,173,117,72,173,19,1348,163,181,122,179,142,103,95,158,14,1153,48,41,30,28,47,24,29,52,6,299,18,8,0,0,5,0,3,6,8,48,0,0,0,0,0,0,0,0,0,6,710,1076,950,971,699,709,340,928,110,6508
LGA46450,6,8,61,61,13,204,19,116,8,498,26,85,137,119,44,78,51,100,6,655,94,263,239,217,116,104,137,141,14,1326,146,223,169,171,139,83,119,134,20,1210,193,201,186,207,186,127,178,161,34,1473,179,177,144,216,150,98,180,155,37,1337,64,48,36,30,25,14,37,37,11,301,16,0,3,0,6,0,3,7,4,31,0,0,0,0,0,0,0,0,0,0,723,1005,975,1021,685,708,726,850,136,6832
LGA46510,10,20,43,134,16,209,13,129,0,571,44,239,153,249,146,193,53,141,11,1228,264,1091,302,347,335,181,144,201,39,2903,491,1072,240,214,331,126,76,126,48,2726,517,753,208,147,335,106,70,100,39,2270,360,596,182,127,306,115,67,99,22,1880,85,170,59,30,86,27,18,33,4,518,12,15,0,4,5,4,0,3,0,42,0,0,0,0,0,0,0,3,3,9,1779,3942,1191,1251,1560,970,442,835,173,12159
LGA46670,6,0,42,60,10,86,12,71,7,294,22,37,75,54,22,33,15,119,14,392,69,114,152,109,87,70,70,264,20,950,131,139,89,94,72,59,63,166,16,821,230,92,90,109,101,66,69,159,19,934,160,71,91,89,109,55,77,198,16,872,89,35,22,13,32,7,23,26,13,260,21,0,3,0,0,3,0,9,3,42,4,0,0,0,0,0,0,0,0,3,729,492,571,532,436,382,327,1014,102,4580
LGA46860,0,0,6,7,3,4,0,8,4,33,6,0,13,13,0,6,0,4,0,46,23,15,23,23,4,4,6,18,0,122,31,19,20,8,13,13,4,23,0,128,51,24,22,18,16,13,3,20,0,168,42,18,18,22,25,15,7,24,4,181,29,7,8,5,4,9,0,16,3,79,4,0,0,0,3,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,199,86,113,98,70,64,24,112,14,775
LGA46970,0,0,12,18,5,19,5,36,3,103,10,38,69,23,17,5,74,60,3,302,52,180,369,58,65,20,312,131,25,1220,109,120,312,41,71,22,255,93,21,1029,93,86,239,37,63,9,166,60,23,779,56,64,154,16,50,10,116,61,12,539,8,11,15,0,4,0,11,6,0,56,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,324,493,1177,192,275,88,948,444,89,4029
LGA47140,44,49,309,451,128,1185,116,801,82,3178,268,726,1054,1222,678,953,441,1037,178,6561,1087,2705,2441,2431,1766,1029,1329,2059,342,15189,1609,2512,2146,2129,2007,860,1445,1819,321,14838,1411,1638,1720,1647,1759,756,1359,1749,269,12300,929,1002,1216,1247,1411,597,1232,1430,159,9215,176,229,239,233,312,123,222,283,38,1849,18,15,21,5,20,13,11,15,26,143,3,0,0,0,0,0,0,0,5,13,5539,8869,9143,9369,8075,5512,6158,9199,1408,63281
LGA47290,0,0,5,7,0,9,6,23,0,53,3,4,19,5,6,3,10,14,3,66,37,36,31,15,15,6,19,39,0,200,64,9,19,13,21,6,14,33,4,185,74,13,21,9,17,11,7,22,0,187,66,17,17,17,16,10,22,27,6,206,42,3,6,6,9,0,13,11,0,87,8,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,6,307,84,114,67,78,52,92,177,18,993
LGA47490,0,0,4,6,0,12,0,9,4,37,3,5,12,3,6,0,3,15,0,44,29,26,30,14,18,6,12,23,0,157,54,30,30,14,17,14,7,26,0,192,63,27,35,15,26,16,6,26,0,214,57,35,19,14,16,11,11,27,4,198,38,12,7,6,7,9,9,16,0,97,13,0,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,263,139,140,67,93,66,52,139,12,969
LGA47630,16,0,46,27,6,33,6,67,8,202,28,20,79,38,20,21,22,89,12,332,110,78,112,40,53,45,78,172,3,696,169,72,82,53,77,26,57,129,14,683,233,77,76,50,81,47,61,132,13,769,200,65,60,34,64,50,78,114,7,665,112,17,20,18,19,11,46,39,0,293,35,5,5,0,6,0,0,3,0,53,3,0,0,0,0,0,0,0,0,3,907,347,481,251,326,229,353,753,50,3700
LGA47700,28,52,301,505,103,1152,92,717,49,3002,185,636,810,835,555,701,232,527,65,4539,857,2569,1856,1304,1273,628,505,701,141,9845,1644,2883,1589,1444,1682,571,542,656,177,11192,1628,2194,1507,1325,2012,649,612,734,206,10866,1163,1512,1086,1005,1622,602,623,646,133,8391,241,354,268,199,418,183,160,188,31,2038,20,32,14,9,31,15,7,15,14,166,0,0,0,0,0,0,0,3,4,7,5766,10239,7438,6629,7700,4499,2777,4186,831,50055
LGA47800,4,0,13,13,0,26,3,32,4,94,14,16,33,20,3,20,10,46,4,166,98,38,49,38,32,22,24,94,7,411,128,31,34,46,38,22,28,58,4,392,139,33,28,47,51,30,32,65,14,441,177,61,48,54,50,43,44,82,9,562,96,21,8,9,12,3,24,21,7,210,45,0,0,0,0,0,0,12,4,65,0,0,0,0,0,0,0,5,0,9,712,204,221,226,193,166,174,412,47,2351
LGA47910,0,0,10,13,6,27,5,12,3,71,8,4,13,10,8,3,4,9,0,62,44,45,35,18,13,12,9,18,0,198,58,35,30,16,20,15,12,20,9,218,75,31,22,28,30,25,27,29,0,264,91,30,21,33,26,12,22,30,4,273,55,6,7,3,0,4,13,6,0,109,14,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,343,151,140,125,105,99,88,135,24,1219
LGA47980,9,36,58,251,52,319,16,200,12,941,87,371,202,453,213,295,52,150,31,1843,412,1752,392,464,382,230,81,223,53,3990,829,1958,313,251,466,183,50,135,64,4254,1002,1702,264,254,541,204,67,146,45,4224,653,1268,206,208,424,178,60,108,45,3152,222,486,70,63,151,60,13,36,12,1110,39,44,10,6,20,8,3,9,11,146,5,3,0,0,0,0,0,4,6,15,3252,7619,1509,1953,2250,1469,347,1011,274,19679
LGA48050,4,0,31,71,10,126,10,94,9,353,21,33,68,55,32,61,7,82,0,357,62,129,156,144,65,79,28,87,4,752,117,193,166,166,94,67,42,88,10,951,148,207,149,199,120,95,55,137,5,1127,176,214,173,231,157,115,63,124,13,1272,96,88,31,52,73,37,26,40,7,449,34,8,10,0,14,3,6,9,9,87,3,0,0,0,0,0,0,0,3,10,665,876,788,913,566,587,236,655,73,5358
LGA48130,5,0,19,22,5,37,3,65,3,161,19,9,41,36,13,28,21,55,7,221,80,53,64,56,38,19,38,105,16,462,114,77,51,65,47,23,56,104,6,540,129,52,68,60,81,22,82,105,12,612,153,64,41,63,52,28,65,91,10,567,91,13,22,7,21,9,26,29,3,233,20,0,4,0,0,0,9,5,3,41,3,0,0,0,0,0,0,0,0,3,614,271,315,306,256,173,299,553,69,2850
LGA48260,0,9,11,57,13,70,4,45,0,202,19,93,28,71,40,57,11,31,4,359,85,348,56,74,79,37,20,43,11,757,156,355,55,48,97,37,14,16,11,791,205,377,41,42,100,41,10,22,11,846,152,247,39,44,104,42,12,18,10,672,51,120,15,11,37,16,5,5,7,268,10,27,4,0,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,6,672,1576,249,350,473,310,81,188,51,3948
LGA48340,10,4,64,56,8,76,11,94,4,331,15,21,86,53,14,33,17,82,3,329,89,131,135,87,62,45,65,132,3,752,168,147,111,122,83,53,75,142,21,924,242,109,132,119,126,77,101,202,27,1145,238,100,123,125,107,72,109,188,19,1077,182,30,27,21,32,24,43,60,14,426,55,4,0,0,6,8,0,5,10,87,8,0,0,0,0,0,0,0,3,10,1003,556,683,589,442,390,418,908,110,5089
LGA48410,13,46,120,318,60,543,38,308,21,1461,131,582,475,879,370,559,151,388,63,3614,774,2905,1173,1438,938,547,453,793,137,9159,1092,2270,755,846,988,339,287,473,113,7168,1003,1417,639,608,1017,374,273,405,84,5829,600,946,481,441,859,292,252,330,53,4260,146,259,115,83,212,89,62,87,25,1079,21,25,20,3,20,17,4,6,12,132,0,4,3,0,0,0,0,0,4,12,3793,8456,3788,4628,4470,2753,1527,2805,511,32722
LGA48540,5,8,73,67,17,194,27,121,14,516,19,78,148,142,61,109,105,123,15,798,122,377,409,261,138,128,314,196,30,1976,177,323,290,204,171,85,273,139,44,1715,215,306,366,272,237,137,302,224,40,2099,200,211,310,205,165,98,271,188,52,1699,37,48,59,35,26,15,41,39,12,311,0,5,6,5,0,0,3,10,5,32,0,0,0,0,0,0,0,0,0,0,779,1352,1665,1193,819,764,1342,1037,201,9147
LGA48640,0,0,6,0,0,8,3,9,0,32,5,3,5,0,0,6,0,10,0,28,22,13,18,9,11,5,4,13,9,101,43,18,13,6,14,10,6,11,0,130,48,13,10,12,12,7,6,19,3,123,38,7,10,9,13,10,14,16,0,117,21,4,3,6,6,3,12,12,0,59,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,184,62,67,43,50,43,40,83,11,585
LGA48750,7,0,16,21,0,41,0,47,0,131,14,8,20,23,8,15,0,47,3,132,37,39,54,33,27,22,11,42,7,283,57,67,60,44,56,21,19,45,11,368,93,60,65,65,73,41,34,62,5,500,121,92,69,83,92,42,30,77,8,617,80,34,23,14,26,7,12,25,4,225,19,0,0,4,3,0,0,3,0,38,4,0,0,0,0,0,0,0,0,9,426,308,313,271,283,189,107,351,49,2297
LGA48830,4,0,29,23,7,32,12,49,3,157,29,28,54,49,20,20,22,33,3,258,110,113,102,83,44,51,50,77,9,639,185,101,101,86,71,55,47,80,13,738,232,85,92,84,95,46,70,132,10,849,288,117,121,121,101,72,87,159,23,1098,179,43,30,26,42,17,27,43,8,409,44,7,4,0,3,0,5,12,0,83,7,0,0,0,0,0,0,0,0,8,1074,497,539,467,375,296,326,579,82,4247
LGA49399,5,7,9,14,0,0,7,31,0,81,5,18,36,28,9,4,40,68,6,230,61,87,164,45,16,13,147,112,11,648,89,54,142,33,33,13,129,50,17,562,120,88,144,40,53,22,153,70,22,712,153,95,129,40,55,18,107,87,13,697,48,30,23,10,15,7,19,25,3,178,10,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,493,377,643,205,189,71,609,458,77,3120
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,0,22
LGA50080,17,14,190,243,49,404,31,329,29,1306,46,107,309,237,86,165,72,228,16,1263,226,587,639,377,281,243,185,353,39,2927,416,677,485,446,385,235,188,381,45,3258,585,767,506,563,444,273,266,387,52,3841,528,672,388,487,471,246,275,378,44,3500,260,192,124,98,127,69,89,133,16,1108,69,23,14,7,11,13,9,21,11,171,11,0,0,0,0,0,0,4,7,18,2167,3043,2652,2461,1841,1649,1111,2211,252,17393
LGA50210,33,35,282,314,94,793,133,568,47,2304,151,325,731,622,398,546,342,538,62,3719,867,2011,1954,1257,1311,658,978,878,211,10132,1346,2766,1895,1380,1538,618,1142,874,204,11755,946,1480,1243,1058,1182,433,854,765,141,8105,628,899,824,710,933,373,756,602,83,5815,172,213,200,168,206,109,172,159,25,1423,35,30,25,4,14,7,10,25,3,151,0,0,0,0,0,0,0,0,5,9,4177,7766,7146,5513,5679,3544,4382,4407,790,43411
LGA50250,0,0,18,21,5,23,14,49,8,136,9,66,117,35,22,11,80,122,11,471,115,334,619,126,118,16,382,257,28,2002,171,235,643,104,130,26,527,163,40,2044,158,168,517,77,102,30,541,191,45,1822,138,115,305,51,96,33,466,113,24,1349,31,43,45,12,12,7,68,22,6,246,10,0,4,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,633,975,2268,416,491,148,2072,922,161,8091
LGA50280,3,6,58,113,4,131,7,120,6,453,17,14,77,69,12,45,11,90,0,338,162,246,299,208,88,81,53,211,11,1364,310,470,368,226,171,112,113,243,26,2035,344,378,284,192,189,151,100,204,25,1873,249,273,209,145,176,127,91,177,23,1479,144,104,51,10,55,40,31,56,15,508,35,8,3,4,11,4,3,9,6,77,8,0,0,0,0,0,0,0,3,12,1277,1507,1359,967,709,689,411,1111,113,8147
LGA50350,4,9,29,85,16,96,24,95,8,355,39,79,107,131,67,102,34,74,11,634,184,543,277,204,181,106,85,97,31,1704,257,627,284,158,237,97,89,93,26,1872,251,448,234,165,277,91,92,87,20,1669,183,270,164,145,219,86,91,122,12,1282,31,69,40,43,58,28,31,42,0,333,0,11,5,5,3,3,0,8,0,37,0,0,0,0,0,0,0,0,0,0,946,2042,1141,929,1060,607,445,613,116,7887
LGA50420,15,30,125,295,51,501,63,344,13,1449,126,496,403,680,339,529,207,369,40,3195,878,3069,1344,1113,1077,530,484,603,164,9264,1302,2774,1115,791,1054,366,407,492,147,8448,1100,1740,910,646,1047,330,386,482,104,6739,670,1072,668,555,906,313,367,453,65,5064,197,334,205,145,238,113,104,155,15,1506,15,48,14,6,32,11,15,21,5,158,0,0,0,0,0,0,0,3,0,12,4303,9555,4777,4233,4745,2698,2031,2919,562,35829
LGA50490,16,18,81,137,44,290,28,179,12,809,92,287,359,439,244,337,145,240,41,2187,560,1735,1127,795,745,358,513,552,140,6533,630,1267,808,512,598,234,400,386,83,4928,513,742,546,409,535,176,406,291,62,3672,355,428,389,271,524,174,319,297,49,2808,100,141,92,76,102,48,97,92,12,762,13,19,4,4,14,5,7,11,3,81,0,0,0,0,7,0,0,0,3,9,2282,4629,3414,2635,2811,1632,1918,2039,411,21783
LGA50560,5,0,0,0,0,0,0,7,0,22,0,0,0,3,0,0,0,4,0,17,12,9,13,9,6,5,11,12,0,75,28,18,14,9,9,0,11,9,0,101,37,21,14,14,18,5,17,13,0,135,41,13,17,9,15,12,15,23,3,152,31,11,13,3,5,3,4,5,5,82,7,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,158,67,73,53,55,31,67,84,17,603
