LGA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
LGA52520,599,498,1098,346,131,478,43,132,176,13,12,25,10,0,10,409,277,686,87,142,231,2,0.7,1.5,68.3,55.8,62.6,66.9,55.4,61.7,4,11,20,5,9,8,36,69,108,25,39,61,110,37,143,5,13,18,5,7,12,117,55,174,540,480,1023,73,63,138,375,312,691,198,191,388
LGA52590,1685,1481,3163,661,348,1012,192,345,538,81,78,162,43,27,76,983,797,1776,456,525,981,4.6,3.4,4,58.2,54,56.2,55.5,52.1,53.9,27,25,49,16,26,43,105,185,284,117,159,278,439,170,611,21,22,39,26,36,62,488,228,717,1397,1211,2605,284,283,566,923,779,1703,664,636,1303
LGA52660,5332,5772,11102,2708,1279,3990,604,1753,2354,240,207,450,163,156,317,3714,3397,7107,1344,2083,3428,4.3,4.6,4.4,69.6,58.8,64,66.6,56.2,61.2,58,74,130,47,114,156,345,675,1022,353,545,900,1780,1090,2870,100,182,282,74,145,218,1956,1417,3373,5561,5832,11397,882,950,1837,3852,3940,7792,2183,2467,4652
LGA52730,2491,2736,5230,756,450,1204,437,760,1201,97,113,204,57,44,99,1347,1361,2707,890,1104,1992,4.2,3.1,3.7,54,49.7,51.8,51.7,48.2,49.9,124,133,255,46,107,156,337,503,838,209,360,571,594,296,888,31,51,81,36,59,89,653,405,1061,2254,2443,4697,445,480,921,1508,1588,3091,1069,1203,2275
LGA52800,3850,3633,7482,1013,816,1836,228,312,537,266,265,533,76,66,141,1579,1465,3047,1611,1546,3152,4.9,4.5,4.7,41.1,40.3,40.7,39.1,38.4,38.8,80,126,206,48,89,140,261,451,706,191,204,402,727,295,1020,38,94,139,46,68,112,814,453,1266,3150,3037,6186,627,624,1245,2200,2070,4260,1312,1353,2665
LGA52870,2393,2512,4908,1020,495,1516,274,664,944,120,120,238,68,49,121,1491,1322,2816,747,1065,1814,4.6,3.6,4.2,62.3,52.7,57.4,59.4,50.8,55,52,63,114,26,73,102,171,347,521,190,258,448,690,362,1050,34,62,98,31,65,94,762,488,1248,2339,2415,4753,365,408,773,1679,1698,3378,903,997,1894
LGA52940,285,259,542,149,54,203,32,74,105,10,11,17,8,4,10,188,142,335,67,92,160,3.7,4.1,3.9,67.5,56.2,62.1,65,53.8,59.7,0,3,3,3,3,7,13,29,46,19,30,46,63,20,89,6,4,9,6,4,9,75,29,108,299,269,565,31,27,57,224,206,433,79,76,157
LGA53010,304,240,547,147,55,201,21,71,95,10,16,17,10,3,12,186,140,327,42,64,107,4.8,2.2,3.7,61.1,57.7,59.6,58.2,56.4,57.4,4,4,4,0,4,4,20,39,58,11,17,28,49,22,80,4,3,10,5,4,8,56,36,95,255,226,481,24,24,44,198,167,362,70,62,132
LGA53080,580,382,964,223,117,332,39,38,71,31,19,52,10,4,21,297,182,474,142,125,268,4.1,3.9,4,50.9,46.7,49.3,48.9,44.9,47.3,11,11,21,6,14,24,52,31,86,30,24,55,120,36,155,3,9,11,0,10,12,126,51,179,396,262,660,68,64,139,272,179,455,187,136,326
LGA53150,2935,3304,6243,1350,866,2223,488,1051,1533,71,105,175,101,79,181,2012,2098,4106,818,1091,1913,5,3.7,4.3,68.4,63.5,65.8,65,61.2,63,312,312,626,111,209,322,782,973,1754,270,313,588,395,206,598,31,36,64,45,78,125,471,314,782,2951,3227,6173,492,598,1089,2002,2172,4175,1249,1485,2732
LGA53220,14280,4766,19053,7136,2010,9147,603,459,1064,697,283,981,118,100,218,8558,2851,11407,698,812,1517,1.4,3.5,1.9,59.9,59.8,59.9,59.1,57.7,58.8,284,132,412,87,68,154,892,532,1427,721,394,1110,3968,666,4638,174,118,286,103,69,179,4245,852,5102,7891,3129,11020,2060,1167,3230,4770,1661,6430,4868,2422,7289
LGA53290,5597,5542,11133,2719,1341,4059,520,1450,1962,233,212,439,108,81,184,3573,3079,6654,1379,1927,3306,3,2.6,2.8,63.8,55.6,59.7,61.9,54.2,58.1,75,85,155,40,124,157,341,685,1018,291,476,769,1492,754,2244,78,145,221,55,104,160,1624,1001,2629,5134,5138,10271,959,954,1913,3501,3444,6949,2256,2336,4595
LGA53360,2852,2768,5615,886,581,1472,245,534,780,431,372,806,45,31,73,1608,1515,3127,1070,1087,2159,2.7,1.8,2.3,56.5,54.8,55.7,54.9,53.9,54.4,90,107,194,38,88,126,328,540,865,268,304,570,945,350,1293,22,55,75,48,70,118,1014,469,1486,2526,2382,4904,528,566,1095,1802,1669,3469,1146,1177,2320
LGA53430,13004,13976,26979,5542,3631,9168,2067,4058,6122,442,492,928,478,370,849,8527,8549,17074,3472,4576,8048,5.6,4.4,5,65.6,61.2,63.3,61.9,58.5,60.1,1325,1434,2761,363,725,1089,2733,3800,6528,1194,1344,2537,2140,1001,3143,129,164,294,183,250,432,2446,1415,3865,11694,12457,24153,2341,2637,4977,7207,7713,14923,6097,6740,12834
LGA53570,2340,2226,4565,844,498,1340,279,530,806,149,86,234,55,33,88,1322,1151,2474,839,914,1751,4.2,2.8,3.6,56.7,51.6,54.2,54.3,50.1,52.3,36,45,79,7,50,55,115,234,353,146,203,347,672,233,906,24,41,63,33,54,83,722,328,1055,2055,1944,4002,427,434,860,1514,1417,2934,864,858,1718
LGA53640,513,437,954,296,113,407,57,114,169,13,19,35,8,12,20,374,261,630,100,139,239,2.4,4.2,3.2,72.4,59.3,66.4,70.6,56.8,64.2,4,4,9,4,4,13,45,63,104,24,33,61,108,52,161,4,3,10,3,9,10,120,64,187,505,443,950,76,54,128,346,288,640,191,168,357
LGA53710,391,385,776,180,77,255,36,108,147,14,14,24,8,14,20,240,210,444,107,135,238,3.8,4.8,4.3,60.7,53.9,57.3,58.4,51.3,54.9,5,8,9,3,3,7,23,33,57,7,30,35,76,65,142,3,13,15,4,8,6,85,82,164,377,370,750,32,38,61,294,298,596,87,90,181
LGA53780,48592,49484,98071,22508,12037,34547,6998,12693,19685,1588,1523,3112,2189,2074,4259,33287,28323,61606,13013,18947,31963,6.6,7.3,6.9,68.5,57.2,62.8,64,53,58.5,2331,2403,4732,506,967,1468,5888,8097,13985,4120,4687,8804,10722,6058,16774,700,971,1668,596,1060,1658,12020,8083,20102,50575,51628,102209,7031,7135,14163,34011,34441,68447,19973,20787,40759
LGA53800,15192,16245,31434,6444,3926,10369,1792,4251,6053,598,584,1178,564,442,1006,9405,9205,18601,4386,5647,10037,6,4.8,5.4,61.9,56.6,59.2,58.2,53.9,56,267,316,583,143,392,539,908,1936,2845,938,1527,2466,4332,2394,6721,298,487,787,188,334,524,4820,3211,8030,14482,15279,29763,2554,2830,5387,9745,10096,19841,6296,7031,13333
LGA53920,1960,1919,3883,461,342,804,105,148,258,121,135,256,161,101,266,850,726,1574,782,938,1716,19,14,16.7,43.2,37.9,40.6,35,32.5,33.8,57,64,118,27,45,76,128,210,343,89,87,174,332,154,491,31,34,65,25,34,59,393,218,612,1808,1780,3590,282,323,605,1312,1312,2620,621,642,1265
LGA53990,10470,11113,21586,5206,2612,7817,1138,3198,4333,443,427,870,311,306,620,7095,6546,13636,2899,4162,7056,4.4,4.7,4.5,67.8,58.9,63.2,64.8,56.1,60.3,153,189,346,95,257,349,754,1387,2138,672,1068,1738,3426,2075,5506,194,322,510,156,264,420,3773,2663,6437,11063,11280,22338,1766,1945,3710,7418,7546,14968,4613,4999,9604
LGA54060,1671,1654,3328,547,300,853,157,365,524,87,66,159,36,32,62,829,765,1589,614,718,1336,4.1,3.7,3.9,49.3,46.2,47.8,47.3,44.5,45.9,24,19,43,10,32,47,94,153,252,85,153,238,448,186,636,27,39,61,17,22,39,494,249,743,1452,1503,2961,207,221,424,1077,1084,2157,529,585,1110
LGA54130,483,420,900,263,122,385,51,119,173,19,16,37,6,8,15,340,264,608,97,111,212,1.8,2.6,2.1,71,63.7,67.6,69.7,62.1,66.1,6,8,11,3,11,11,30,73,104,27,34,65,117,57,175,9,7,16,3,11,12,127,77,201,437,373,811,99,104,205,288,230,514,210,220,429
LGA54170,60889,65224,126111,30510,16744,47256,9114,21187,30303,1868,2370,4242,2142,1709,3850,43635,42013,85646,15668,21564,37231,4.9,4.1,4.5,71.7,64.4,67.9,68.1,61.8,64.9,3394,3062,6453,1278,2572,3842,10196,13861,24064,6352,7815,14174,15863,7377,23239,663,987,1646,856,1802,2662,17385,10163,27546,64914,67807,132719,8644,9189,17829,46443,48422,94862,23418,25005,48426
LGA54200,22142,23697,45834,10880,6104,16981,3000,6623,9620,775,859,1634,740,644,1386,15392,14234,29621,5973,8617,14588,4.8,4.5,4.7,69.5,60,64.6,66.2,57.3,61.6,823,850,1669,331,654,986,2590,3882,6473,1961,2676,4637,6268,3207,9478,315,484,802,323,585,909,6909,4278,11187,23690,24571,48262,2993,3304,6297,17240,17891,35130,8006,8655,16660
LGA54280,13179,10992,24174,7481,4088,11572,987,2406,3396,515,426,940,311,226,542,9291,7149,16441,2015,2642,4661,3.3,3.2,3.3,70.5,65,68,68.2,63,65.8,365,337,694,103,228,326,963,1368,2332,597,855,1455,3876,1526,5404,188,284,474,147,209,355,4208,2019,6238,11093,9918,21018,2833,2501,5337,6837,5856,12692,6160,5685,11844
LGA54310,13313,8585,21901,6622,2983,9605,801,1705,2502,637,430,1065,189,175,364,8254,5290,13542,1458,1835,3292,2.3,3.3,2.7,62,61.6,61.8,60.6,59.5,60.2,281,267,550,109,247,362,902,1283,2183,829,786,1612,3920,1188,5114,172,225,397,123,151,278,4215,1565,5785,9228,6953,16179,2656,2341,4997,4814,3305,8121,6275,5306,11582
LGA54340,1678,1593,3273,743,378,1120,197,370,568,68,58,122,55,47,98,1063,850,1910,430,581,1010,5,5.3,5.1,63.2,53.5,58.5,60,50.7,55.5,18,25,45,10,29,42,78,138,220,62,99,158,350,180,532,34,45,78,27,30,57,417,253,667,1537,1488,3018,258,262,519,1088,1019,2102,602,617,1219
LGA54410,482,477,964,192,92,283,45,114,153,11,19,30,17,3,18,262,229,490,160,201,363,6.1,1.3,3.9,54.3,47,50.7,51,46.3,48.7,3,13,14,0,6,6,17,49,66,23,23,41,100,58,161,4,9,12,3,15,10,110,73,183,427,429,854,49,41,97,336,340,681,111,109,225
LGA54480,202,170,373,131,59,189,14,46,58,9,11,19,0,6,6,154,118,265,25,35,63,0,4.3,1.9,75.2,68.5,72.2,75.2,65.5,70.8,3,0,5,0,4,4,17,32,44,11,16,27,36,23,62,4,0,4,5,0,12,44,30,72,192,166,357,29,26,57,143,124,268,66,52,111
LGA54550,769,716,1491,388,190,576,103,197,296,45,33,74,5,7,11,541,426,962,161,226,390,1.3,1.4,1.3,70.1,59.5,65,69.1,58.7,64.1,13,5,16,6,9,17,61,141,203,50,63,111,148,69,225,4,16,27,11,11,20,168,101,266,755,704,1456,107,97,205,560,518,1074,248,249,501
LGA54620,610,341,953,398,112,506,46,87,130,35,20,56,8,6,12,483,215,703,69,90,157,1.7,1.8,1.7,79.1,63.6,73.5,77.8,62.4,72.3,10,3,14,7,4,7,42,54,98,36,37,73,173,40,211,10,4,14,4,4,11,187,50,235,520,306,829,96,50,147,357,228,576,236,113,351
LGA54690,164,125,287,93,35,128,12,36,53,6,4,7,0,4,8,111,80,192,49,46,94,0.9,4.9,2.6,68.5,63.8,66.4,67.9,60.6,64.7,0,0,4,0,0,0,4,12,19,8,7,12,34,17,51,6,7,10,0,4,10,40,31,68,172,129,306,20,21,43,136,101,233,49,41,89
LGA54760,293,262,557,172,75,248,30,77,110,17,9,25,0,0,5,221,167,383,41,64,111,0.5,1.8,1,74,63.8,69.2,73.6,62.7,68.5,0,3,3,0,11,9,18,48,68,14,23,38,60,30,87,11,4,10,4,4,14,75,34,108,298,264,565,27,37,62,231,202,432,77,75,151
LGA54830,17272,17092,34365,8162,4563,12727,2032,4652,6682,637,678,1313,823,772,1590,11651,10663,22315,4859,5694,10551,7.1,7.2,7.1,67.5,62.4,64.9,62.7,57.9,60.3,498,616,1111,139,395,532,1691,2595,4287,1228,1734,2960,4435,2739,7180,344,465,805,208,401,614,4990,3607,8598,17314,17837,35151,2794,2993,5785,10704,10538,21242,7808,8762,16571
LGA54900,564,446,1011,391,160,551,44,131,175,18,17,33,0,0,3,459,309,768,55,101,159,0.9,0.3,0.7,80.9,69.5,75.9,80.2,69.3,75.4,3,5,10,4,4,11,27,92,115,24,51,78,136,45,184,4,0,11,6,9,15,149,59,208,550,439,989,85,76,158,399,315,713,192,159,344
LGA54970,2989,787,3777,1104,257,1360,126,61,181,162,45,208,23,3,28,1420,365,1783,115,134,251,1.7,1.9,1.7,47.4,46.5,47.2,46.6,45.6,46.4,42,10,51,16,12,31,171,75,254,123,35,162,599,78,677,21,15,38,10,9,21,629,103,735,1281,413,1689,300,138,441,848,251,1098,712,283,991
LGA55040,2603,866,3467,1000,284,1281,108,75,185,94,28,118,7,17,27,1211,396,1606,126,144,273,0.7,3.8,1.5,46.5,45.9,46.4,46.2,44.2,45.7,56,21,77,10,17,27,151,69,219,104,70,174,497,72,569,24,8,34,15,14,31,535,93,631,1131,467,1593,312,167,479,674,253,928,708,343,1052
LGA55110,32515,37652,70166,11966,6889,18856,3808,9238,13047,1399,1177,2576,1420,1270,2692,18592,18573,37170,12401,17271,29674,7.6,6.8,7.2,57.2,49.3,53,52.8,46,49.1,645,665,1311,309,787,1091,2277,4148,6426,2519,3953,6470,9795,5775,15569,510,838,1355,477,983,1455,10777,7601,18377,32107,36118,68228,5912,6827,12738,20398,22399,42799,15568,18438,34003
LGA55180,3759,3776,7540,1677,846,2523,489,1076,1563,165,175,336,89,76,161,2418,2171,4588,1048,1310,2356,3.6,3.5,3.6,64.2,57.6,60.9,61.8,55.6,58.7,60,94,154,28,74,100,274,447,722,191,301,493,923,537,1464,60,115,179,64,85,147,1049,736,1790,3618,3550,7176,523,568,1092,2613,2496,5107,1324,1431,2757
LGA55250,1555,651,2200,674,185,859,81,49,128,90,39,128,20,16,34,863,288,1160,176,181,358,2.1,5.9,3,55.7,44.8,52.5,54.6,42.1,50.9,29,11,40,7,9,14,118,76,192,85,44,129,343,58,403,15,12,25,17,10,23,373,85,454,903,417,1322,210,115,324,577,258,834,494,247,744
LGA55320,39203,44795,83995,18104,10989,29097,6256,13053,19312,1046,1283,2332,1264,1172,2432,26672,26500,53169,11140,16573,27715,4.7,4.4,4.6,68,59.2,63.3,64.8,56.5,60.4,3909,3494,7400,1178,2035,3210,9694,11859,21549,3724,4749,8471,6354,3240,9590,380,583,967,517,1021,1541,7250,4847,12096,39986,44039,84023,6320,7158,13481,26657,29517,56179,17455,19535,36991
LGA55390,1086,267,1358,512,112,628,30,21,46,36,6,46,13,3,17,590,143,740,57,39,92,2.5,2.1,2.4,54.6,54.3,54.5,53.2,53.2,53.2,25,10,34,3,0,3,73,31,103,44,16,61,262,33,294,16,7,24,10,8,15,283,48,329,530,133,662,130,65,191,332,87,418,321,110,428
LGA55460,1340,1210,2549,594,286,879,145,304,449,48,55,105,40,23,65,824,670,1499,329,396,722,5,3.7,4.4,61.7,55.5,58.8,58.6,53.4,56.2,40,22,53,8,22,27,70,137,206,49,79,122,336,131,469,25,48,75,11,30,42,378,203,579,1180,1122,2301,206,188,399,835,771,1605,488,466,953
LGA55530,250,201,450,104,38,144,15,37,47,13,18,34,4,3,3,128,99,234,57,57,118,1.5,3,2.1,53,50.2,51.8,52.2,48.8,50.7,3,3,7,0,9,4,17,29,57,3,13,22,43,24,71,0,0,0,9,3,14,51,28,80,201,161,356,26,21,48,154,111,261,58,62,119
LGA55600,963,911,1874,452,235,692,93,229,321,34,28,63,31,25,62,616,516,1136,212,293,506,5.5,4.6,5.1,63.9,57.1,60.6,60.4,54.5,57.5,7,18,22,3,15,22,49,118,164,29,53,88,222,110,335,6,20,32,15,12,29,242,146,388,891,867,1763,105,117,223,664,597,1265,301,343,643
LGA55670,305,283,591,112,68,176,17,52,67,3,4,8,11,0,14,146,119,264,78,97,176,7.5,2.5,5.2,48,42.5,45.3,44.4,41.4,43,0,5,5,3,13,12,14,33,40,12,19,32,58,26,90,4,7,8,5,0,9,67,39,108,241,219,464,39,35,74,192,162,352,74,83,158
LGA55740,3447,3911,7352,1484,878,2364,636,1175,1809,87,110,200,106,108,217,2319,2279,4591,970,1458,2423,4.7,4.8,4.7,67.2,58.2,62.4,64.1,55.4,59.5,494,485,975,109,204,310,1062,1173,2238,279,369,649,326,200,521,16,29,40,26,71,100,365,297,662,3254,3675,6933,693,827,1512,2083,2342,4423,1691,1987,3675
LGA55810,842,391,1231,287,93,375,24,19,45,34,27,56,6,5,13,350,142,496,82,83,165,2,4.3,2.6,42,35.6,40,41.2,34.1,39,8,12,24,7,12,17,47,32,78,26,18,48,165,36,204,7,11,21,8,5,7,181,54,231,374,182,558,83,56,139,257,112,373,186,112,298
LGA55880,194,167,364,111,59,170,15,35,53,3,8,8,6,0,13,132,104,240,42,44,95,3.7,3.8,3.8,68.5,63.3,66.1,66,60.8,63.6,6,0,4,0,8,7,9,20,29,13,16,27,33,29,63,7,0,8,4,4,6,45,32,72,185,164,348,27,24,45,147,115,263,51,50,99
LGA55950,245,235,482,134,40,179,19,56,71,8,22,28,0,3,4,164,118,287,49,87,139,1.8,1.7,1.8,67.2,50.4,59.1,66,49.6,58,0,0,3,0,6,10,9,32,40,10,11,23,65,21,86,0,4,5,3,4,7,64,36,103,223,219,439,34,25,56,161,147,304,84,80,161
LGA56090,15900,15321,31226,6574,3795,10372,1871,4406,6279,607,559,1162,452,385,842,9504,9153,18651,5908,5603,11510,4.8,4.2,4.5,59.8,59.7,59.7,56.9,57.2,57.1,510,603,1112,269,521,789,1624,2553,4179,1243,1787,3029,4293,2109,6401,192,289,476,223,420,638,4704,2814,7515,14886,15628,30512,1796,1978,3780,11051,11580,22628,4791,5288,10079
LGA56160,68,71,136,33,23,51,3,6,10,3,0,7,0,4,4,36,32,68,24,33,53,2.6,5.9,4.2,56.7,49.3,52.9,55.2,46.4,50.7,5,4,4,3,6,8,8,16,20,6,8,14,12,9,22,0,0,0,0,4,4,17,11,28,60,68,126,10,9,24,40,46,92,24,27,54
LGA56230,6699,7249,13943,2582,1380,3959,713,1787,2506,295,253,547,259,236,494,3854,3656,7512,2420,3142,5562,6.7,6.5,6.6,57.5,50.5,53.8,53.7,47.2,50.3,69,80,151,33,124,159,287,584,874,385,644,1031,2074,1212,3292,106,181,288,99,184,287,2285,1581,3865,6615,6968,13581,1111,1231,2344,4449,4645,9097,2851,3151,6006
LGA56300,685,662,1347,200,106,305,97,164,257,25,22,45,13,13,27,333,309,642,265,265,528,4.5,4.9,4.7,49.2,46.7,48,47,44.4,45.7,10,22,29,10,28,38,59,82,138,52,76,127,173,71,238,5,8,14,12,10,18,186,93,276,594,552,1150,86,93,173,426,400,823,230,226,454
LGA56370,331,289,617,179,77,253,22,69,92,8,8,9,10,4,9,210,163,375,58,87,149,3.3,2.5,3,63.9,55.2,59.8,61.7,53.8,58.1,0,3,8,0,4,10,13,50,59,9,19,29,58,24,81,3,3,5,4,3,4,61,33,88,297,277,571,33,35,61,218,202,423,90,88,179
LGA56460,1956,2004,3961,810,501,1310,230,472,703,62,59,126,72,50,121,1171,1085,2251,574,707,1282,6,4.7,5.4,59.9,54.1,56.9,56.3,51.6,53.9,23,31,53,30,44,69,144,257,409,92,187,280,456,260,717,22,44,65,16,35,51,495,342,835,1736,1814,3550,354,358,709,1244,1264,2513,751,804,1547
LGA56580,8649,9254,17904,3903,2054,5958,1570,2784,4355,193,252,443,223,188,410,5896,5273,11174,2504,3681,6183,3.8,3.6,3.7,68.2,57,62.4,65.6,55,60.1,1676,1302,2976,294,533,829,2959,3132,6090,546,861,1409,543,323,864,39,51,87,57,160,215,637,528,1168,8945,9228,18171,1560,1552,3116,5869,6197,12063,4211,4138,8351
LGA56620,557,588,1151,89,87,176,26,56,79,9,14,22,48,30,80,177,181,352,309,344,654,26,17.6,21.7,30.9,30.9,30.9,22.9,25.5,24.2,0,10,11,3,13,13,25,27,55,5,11,22,41,19,59,0,6,8,4,9,12,46,30,76,553,590,1142,73,81,152,492,525,1013,104,113,216
LGA56730,4528,4550,9077,1658,1043,2700,437,1039,1484,146,128,277,163,131,288,2407,2343,4749,1694,1794,3490,6.7,5.5,6.1,53.1,51.5,52.3,49.6,48.7,49.2,67,77,147,39,83,124,217,399,614,203,362,567,1083,586,1664,62,142,203,66,86,155,1213,812,2026,4012,4262,8275,667,709,1381,2819,2950,5764,1597,1779,3383
LGA56790,1953,1837,3785,520,258,779,207,343,549,183,154,336,38,21,65,944,781,1722,744,818,1566,4.3,2.8,3.7,48.4,42.4,45.5,46.3,41.2,43.8,30,45,79,14,34,50,135,215,345,96,157,255,525,196,719,16,23,42,29,38,64,566,258,826,1669,1538,3204,249,258,508,1289,1186,2478,562,542,1105
LGA56860,109,103,217,37,28,63,7,15,23,3,3,10,3,0,6,49,52,102,27,31,60,5.7,7.7,6.7,48.6,48.6,48.6,45.9,44.9,45.4,0,0,0,0,0,0,3,7,13,3,7,13,23,7,30,0,0,0,0,5,4,25,19,42,84,84,173,12,9,19,59,59,114,37,31,71
LGA56930,544,745,1287,256,129,380,130,187,309,5,21,23,14,32,41,400,361,754,137,364,496,2.5,8.6,5.4,72.8,48.7,58.9,71,44.5,55.7,86,70,156,3,25,29,213,230,439,41,58,103,31,14,47,0,6,8,3,12,11,32,31,65,550,780,1330,77,110,182,356,464,826,240,405,643
LGA57000,731,271,1000,325,81,408,39,49,81,37,10,52,3,0,5,400,139,542,35,46,81,0.7,0.7,0.7,55,52.8,54.4,54.6,52.4,54,15,9,21,0,5,6,48,23,66,34,24,51,161,29,191,10,3,11,3,3,6,169,39,207,382,176,565,79,41,118,266,127,388,190,82,279
LGA57080,15970,14045,30011,6940,4370,11311,2199,3100,5298,567,555,1120,642,526,1170,10350,8561,18906,3029,3719,6746,6.2,6.2,6.2,64.8,60.9,63,60.8,57.2,59.1,2095,1844,3940,328,418,745,4119,3971,8090,1281,1311,2595,1684,862,2549,154,162,312,121,169,293,1959,1194,3153,9737,8779,18512,4560,4366,8924,3846,3351,7191,10038,9391,19433
LGA57140,416,410,831,154,66,218,33,102,134,15,6,26,22,15,34,220,191,404,170,195,367,9.5,6.4,8.1,52.8,45.4,49.1,47.7,42.5,45.1,7,4,6,0,7,10,17,43,60,20,37,60,97,48,144,4,12,19,6,11,16,104,73,180,418,394,812,55,65,117,315,278,594,135,148,287
LGA57210,2188,2130,4320,837,416,1250,266,520,786,101,91,196,42,43,85,1247,1077,2325,730,835,1569,3.5,4.2,3.8,57,50.5,53.8,55,48.4,51.8,34,35,69,14,39,53,154,253,404,124,224,343,486,317,803,37,66,101,37,47,85,564,424,986,2049,1977,4027,257,278,535,1422,1377,2801,777,791,1569
LGA57280,8731,6102,14833,4456,2223,6681,515,1001,1519,424,338,763,181,135,314,5580,3700,9289,887,1328,2215,3.2,3.7,3.4,63.9,60.7,62.6,61.9,58.5,60.5,155,158,316,71,125,197,520,851,1371,573,526,1096,2605,787,3395,98,169,270,91,106,193,2790,1062,3854,6150,4831,10986,1941,1772,3714,2835,1963,4796,4644,4111,8754
LGA57350,382,404,779,138,50,187,21,63,85,3,8,16,4,3,5,168,133,296,104,167,273,3,2.3,2.7,44.7,31.9,38.1,43.4,31.2,37.1,5,3,4,0,8,9,10,39,54,17,26,41,76,43,115,3,5,8,0,11,17,81,57,140,283,305,591,33,54,84,203,227,435,91,107,200
LGA57420,1393,814,2206,769,231,1001,108,174,283,85,48,129,25,9,30,982,462,1443,204,278,483,2.2,1.7,2.1,70.5,56.6,65.4,68.9,55.6,64,17,22,45,11,12,24,95,113,217,85,85,170,417,98,514,12,17,30,12,18,29,442,134,577,1066,690,1755,280,197,475,649,386,1029,618,434,1055
LGA57490,48510,53148,101657,23605,12998,36603,5441,14582,20015,2133,1975,4112,2225,2108,4337,33406,31659,65062,12509,19026,31528,6.7,6.7,6.7,68.9,59.6,64,64.3,55.6,59.7,892,1051,1946,459,1135,1591,3261,6144,9403,4095,5858,9954,15540,9506,25047,861,1335,2195,717,1294,2009,17119,12134,29256,51016,54181,105193,8683,9600,18273,33183,34828,68011,22401,25256,47658
LGA57630,197,75,274,31,12,45,10,7,16,4,3,6,6,6,0,50,18,69,38,33,71,4,9.5,5.6,25.3,26.6,25.6,24.2,24.1,24.2,3,3,4,0,0,3,17,9,22,3,0,11,26,13,35,0,0,3,0,4,5,28,18,44,72,50,122,18,7,30,54,34,88,37,21,55
LGA57700,11161,11949,23115,6151,3364,9518,1276,3623,4897,514,539,1054,300,362,661,8244,7895,16136,2545,3653,6193,3.7,4.6,4.1,73.9,66,69.8,71.2,63,66.9,215,264,480,97,282,376,799,1472,2274,836,1438,2274,3739,2169,5910,163,274,433,160,311,469,4063,2758,6816,12428,13095,25521,1761,1996,3761,8233,8382,16619,4792,5547,10348
