POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA4627,324,775,10,19,0,0,10,19,19,26,0,0,0,0,0,0,0,0,19,26,8,13,0,3,0,4,0,0,15,24,12,21,375,872,74,..,448,872
POA4630,1014,2192,10,15,0,0,10,15,10,13,0,0,0,0,0,0,0,0,6,17,36,72,4,9,3,5,0,0,42,81,23,36,1096,2338,210,..,1309,2338
POA4650,12929,30917,663,899,143,230,805,1126,423,618,5,3,5,11,0,0,10,25,446,665,157,258,81,125,31,53,8,18,281,446,62,128,14533,33288,1601,..,16133,33288
POA4655,23249,57083,1823,2899,1353,2255,3182,5157,296,470,172,277,356,614,10,17,23,45,848,1419,700,1320,199,310,39,83,42,75,984,1782,342,678,28606,66124,2638,..,31243,66124
POA4659,2249,4998,10,23,4,3,11,24,67,110,0,0,0,0,0,0,0,0,69,111,209,340,7,6,6,21,0,6,226,374,35,75,2594,5574,371,..,2961,5574
POA4660,3282,7527,33,54,16,36,50,88,79,106,0,4,0,0,0,0,0,0,80,105,253,393,12,30,14,22,3,6,279,455,141,247,3836,8424,758,..,4596,8424
POA4662,306,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,309,802,29,..,338,802
POA4670,28544,72463,2239,3444,537,925,2771,4368,2215,3430,44,83,173,293,0,0,9,3,2444,3814,985,1754,136,231,63,90,39,67,1218,2142,174,341,35147,83137,3000,..,38153,83137
POA4671,2542,5865,44,63,0,0,44,63,12,25,0,0,0,0,0,0,0,0,10,25,98,182,20,44,11,15,3,4,129,240,7,26,2736,6218,513,..,3250,6218
POA4673,278,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,27,21,36,0,0,0,0,39,60,3,0,316,724,26,..,341,724
POA4674,716,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,86,0,4,3,0,0,0,51,92,24,39,791,1689,160,..,950,1689
POA4676,78,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,81,177,21,..,101,177
POA4677,1675,3922,19,28,36,65,57,93,61,103,21,40,11,20,0,0,0,3,100,170,248,509,51,89,11,18,0,0,312,612,42,85,2183,4882,711,..,2897,4882
POA4678,291,667,34,84,0,0,34,84,4,16,0,0,0,0,0,0,0,0,4,16,0,4,3,3,0,0,3,17,6,18,3,3,345,784,264,..,605,784
POA4680,17764,47566,646,1227,813,1428,1462,2659,1211,1933,202,286,258,398,106,159,7,15,1788,2785,382,647,169,252,81,115,3,7,633,1020,85,148,21729,54176,2845,..,24576,54176
POA4694,47,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,116,3,..,54,116
POA4695,432,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,4,0,0,0,0,14,23,7,9,449,1131,65,..,510,1131
POA4697,52,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,60,137,9,..,67,137
POA4699,171,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,174,453,27,..,202,453
POA4700,5722,13563,311,486,229,375,543,864,569,893,24,45,26,36,113,193,13,25,744,1200,24,47,61,80,28,26,7,8,117,166,54,102,7171,15885,1076,..,8250,15885
POA4701,14703,38097,1189,2054,378,598,1567,2650,721,1184,0,0,0,0,5,3,26,39,744,1228,70,124,3,10,22,24,3,8,100,165,73,129,17185,42270,1544,..,18728,42270
POA4702,10367,27297,90,138,30,56,117,193,68,116,0,0,0,0,0,0,0,0,72,118,489,856,68,121,59,84,4,14,620,1065,184,310,11356,28978,1812,..,13166,28978
POA4703,8131,21171,445,660,143,237,588,896,562,900,90,160,141,250,12,21,4,7,807,1336,480,964,74,125,21,31,11,22,582,1145,147,306,10255,24849,1377,..,11628,24849
POA4704,53,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,5,0,0,0,4,9,4,6,66,133,9,..,72,133
POA4705,167,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,37,43,6,13,0,0,75,113,7,19,250,517,36,..,290,517
POA4706,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,78,14,..,61,78
POA4707,119,235,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,15,29,13,27,148,296,65,..,214,296
POA4709,267,728,10,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,12,285,751,208,..,495,751
POA4710,1875,4565,92,131,13,36,102,166,56,79,3,7,0,0,0,0,0,3,59,92,111,225,0,0,6,14,4,3,119,243,12,30,2179,5100,368,..,2547,5100
POA4711,602,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,5,10,0,0,608,1770,28,..,630,1770
POA4712,103,234,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,4,0,3,15,25,0,0,121,267,45,..,170,267
POA4713,228,815,10,24,0,0,10,24,48,121,0,0,0,0,0,0,0,0,48,121,0,0,0,0,0,0,0,5,0,5,4,3,297,968,16,..,306,968
POA4714,1288,2721,12,20,4,4,16,21,9,8,0,0,0,0,0,0,0,0,9,8,8,22,3,8,0,0,9,13,20,48,10,28,1346,2828,338,..,1678,2828
POA4715,2474,6358,93,154,21,58,115,207,146,232,0,0,0,0,0,0,26,50,173,283,65,115,21,20,3,0,3,3,94,145,37,48,2889,7046,420,..,3306,7046
POA4716,332,810,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,6,12,4,5,0,0,0,0,0,0,4,5,0,0,345,831,57,..,395,831
POA4717,1605,4149,21,31,21,33,42,59,105,143,0,0,0,0,0,0,0,0,105,143,12,19,0,0,9,10,4,8,28,38,11,11,1790,4410,697,..,2489,4410
POA4718,967,2399,28,33,0,0,28,33,26,30,0,0,0,0,0,0,0,0,26,30,41,73,28,29,5,3,0,0,70,102,12,15,1100,2582,267,..,1374,2582
POA4719,440,1023,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,40,64,0,0,0,0,3,10,40,77,6,13,499,1123,108,..,608,1123
POA4720,4289,12394,356,618,238,432,590,1056,451,710,10,19,0,0,0,0,0,0,462,733,126,229,44,73,15,31,4,16,194,353,119,220,5658,14750,969,..,6622,14750
POA4721,1273,3266,48,60,75,146,119,209,18,24,0,0,0,0,0,0,0,0,18,24,170,312,12,14,5,6,0,9,185,339,61,109,1657,3942,431,..,2079,3942
POA4722,548,1390,8,13,3,5,15,17,25,28,0,0,0,0,0,0,0,0,25,28,8,10,0,0,0,0,0,0,9,13,15,45,612,1495,109,..,717,1495
POA4723,547,1428,28,68,4,5,33,65,10,14,0,0,0,0,0,0,0,0,10,14,36,60,7,11,6,7,0,0,42,77,11,25,638,1608,148,..,793,1608
POA4724,218,521,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,9,0,0,0,0,5,21,7,9,241,558,53,..,292,558
POA4725,638,1449,6,5,0,0,6,5,27,31,0,0,0,0,0,0,0,0,27,31,95,166,0,3,5,5,0,0,97,181,57,106,818,1762,147,..,962,1762
POA4726,152,346,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,31,68,6,8,6,14,3,4,43,95,11,18,208,465,88,..,297,465
POA4727,131,303,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,33,60,4,6,0,0,0,0,34,63,11,19,177,390,30,..,209,390
POA4728,89,230,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,4,26,44,0,0,4,6,0,0,31,50,6,12,124,292,60,..,191,292
POA4730,1178,2774,60,79,23,36,79,120,46,59,0,0,0,0,0,0,0,0,46,59,140,297,38,91,14,31,4,4,198,411,58,115,1556,3483,246,..,1802,3483
POA4731,95,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,84,0,0,0,0,0,0,51,89,7,16,152,307,36,..,183,307
POA4732,79,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,62,0,0,5,4,0,0,40,69,10,21,123,255,11,..,140,255
POA4733,59,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,14,26,12,30,84,199,19,..,106,199
POA4735,436,876,3,6,0,0,3,6,12,17,0,0,0,0,0,0,0,0,12,17,116,235,0,0,13,27,0,0,132,260,62,122,643,1275,107,..,748,1275
POA4736,50,115,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,8,10,27,42,5,9,0,0,0,0,29,51,6,14,90,180,17,..,105,180
POA4737,2911,7592,163,281,15,22,181,300,34,60,0,0,0,0,0,4,0,0,35,60,52,129,4,0,0,3,0,0,59,132,20,42,3204,8131,477,..,3674,8131
POA4738,419,1054,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,81,155,0,0,4,3,0,0,81,160,19,40,524,1266,105,..,627,1266
POA4739,161,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,6,17,0,0,0,0,15,34,0,0,178,390,44,..,221,390
POA4740,26357,69684,2933,5044,1368,2389,4298,7434,1214,1991,42,70,138,252,326,593,23,54,1735,2959,430,782,375,538,33,43,19,42,854,1408,231,400,33479,81876,3292,..,36769,81876
POA4741,2537,6463,42,105,0,0,42,105,5,16,5,3,0,0,0,0,0,0,11,22,102,194,15,26,23,47,0,6,140,277,69,129,2804,6993,551,..,3357,6993
POA4742,357,848,32,54,0,0,29,54,0,0,0,0,0,0,0,0,0,0,0,0,17,38,0,0,3,4,0,4,21,43,19,29,422,979,93,..,514,979
POA4743,209,452,39,46,9,8,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,11,6,9,260,523,179,..,441,523
POA4744,2380,6958,182,343,351,614,537,957,44,57,20,26,0,0,0,0,0,0,65,85,0,0,0,0,0,5,10,7,8,12,10,17,3004,8027,1106,..,4112,8027
POA4745,940,2356,33,42,38,54,62,97,27,35,0,0,0,0,0,0,0,0,30,37,6,4,3,9,0,0,0,0,16,17,8,14,1059,2521,539,..,1601,2521
POA4746,526,1345,25,37,10,28,40,59,40,59,0,0,0,0,0,0,0,0,40,59,0,0,5,7,3,0,0,0,7,9,4,4,615,1473,344,..,962,1473
POA4750,1937,5386,67,113,43,66,112,181,59,96,0,0,0,0,0,0,0,0,59,96,55,98,32,39,0,6,0,0,88,137,8,6,2201,5808,205,..,2402,5808
POA4751,1570,4254,107,182,12,25,116,205,10,19,0,0,0,0,0,0,0,0,10,19,0,4,0,0,7,13,0,3,9,20,0,8,1706,4500,125,..,1828,4500
POA4753,1500,4336,15,23,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,5,10,3,6,1523,4371,103,..,1623,4371
POA4754,821,2329,20,33,0,0,16,35,6,11,0,0,0,0,0,0,0,0,6,11,9,43,0,0,0,0,0,8,9,45,7,13,860,2431,48,..,912,2431
POA4756,273,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,0,0,4,9,0,0,40,87,6,0,309,698,45,..,356,698
POA4757,143,331,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,7,12,8,21,153,362,73,..,226,362
POA4798,267,634,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,22,44,0,0,0,4,0,0,23,49,5,7,292,698,89,..,382,698
POA4799,376,882,0,4,0,0,0,7,5,21,0,0,0,0,0,0,0,0,5,21,30,61,3,12,4,6,0,0,42,75,6,12,433,994,174,..,606,994
POA4800,3421,8906,86,143,62,102,150,247,199,344,0,0,0,0,0,0,0,4,201,344,227,433,19,45,16,33,14,30,277,541,33,74,4087,10111,691,..,4782,10111
POA4802,2744,7126,161,309,424,832,583,1144,715,1301,321,611,79,138,0,0,3,8,1120,2055,305,602,233,489,26,44,11,17,569,1161,338,718,5355,12201,794,..,6151,12201
POA4804,777,1725,34,36,14,15,45,54,25,31,0,0,0,0,0,0,0,0,25,31,3,4,0,0,8,6,0,4,6,14,19,31,876,1859,394,..,1272,1859
POA4805,3845,9789,458,731,171,333,634,1067,4,5,7,15,0,0,0,0,0,3,11,23,447,852,96,169,16,40,10,29,567,1089,127,221,5189,12191,650,..,5838,12191
POA4806,1441,3498,46,79,15,19,61,94,0,4,0,0,0,0,0,0,0,0,0,4,68,124,8,5,0,7,14,21,88,156,54,102,1641,3852,258,..,1898,3852
POA4807,3814,9165,481,734,87,137,567,871,41,67,0,4,0,0,0,0,0,0,39,71,151,224,11,19,0,0,7,17,167,264,41,64,4623,10429,603,..,5230,10429
POA4808,428,1064,5,3,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,9,7,9,23,451,1104,38,..,490,1104
POA4809,398,962,0,5,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,10,15,10,17,415,1002,168,..,584,1002
POA4810,4346,10703,983,1505,1323,2120,2309,3626,838,1287,850,1381,1102,1943,736,1235,7,12,3524,5862,77,143,68,134,32,33,16,28,195,339,120,218,10493,20750,1813,..,12312,20750
POA4811,4148,10765,252,395,64,108,321,502,152,208,258,411,44,78,0,0,0,0,456,698,119,215,17,31,9,9,0,6,142,255,36,76,5106,12294,434,..,5538,12294
POA4812,5142,12781,1424,2184,1072,1845,2494,4031,703,1100,115,185,0,0,0,0,5,10,822,1295,62,107,13,24,0,0,4,10,76,140,16,27,8553,18276,1046,..,9600,18276
POA4814,14380,38818,1216,1921,513,1000,1725,2920,92,135,310,491,12,28,12,8,11,13,434,674,31,63,0,0,3,0,6,15,37,84,70,95,16650,42599,1458,..,18106,42599
POA4815,7353,20077,199,363,158,242,357,602,124,238,0,0,16,24,0,0,7,9,136,266,0,8,0,0,0,4,0,0,7,17,17,22,7866,20986,605,..,8470,20986
POA4816,3385,8698,25,49,8,6,34,60,50,95,0,0,0,0,0,6,0,0,49,100,249,522,25,39,34,58,6,6,307,621,88,175,3863,9659,909,..,4777,9659
POA4817,10173,28040,641,1072,225,396,871,1470,35,56,44,63,6,16,0,0,3,4,93,135,57,111,36,61,9,8,0,3,102,185,45,102,11278,29932,756,..,12042,29932
POA4818,10770,30203,240,492,26,53,270,543,25,70,0,0,0,0,0,0,5,10,29,71,237,441,116,195,9,15,0,3,365,655,26,43,11457,31519,788,..,12247,31519
POA4819,1018,2119,73,124,72,134,146,257,68,108,14,26,4,10,0,0,0,0,89,144,6,23,31,62,0,0,4,9,47,95,17,35,1315,2644,434,..,1744,2644
POA4820,3722,9003,348,629,71,128,417,759,13,27,0,0,0,0,0,0,3,0,17,27,283,524,64,93,37,78,16,35,401,729,59,121,4618,10641,668,..,5288,10641
POA4821,501,1114,109,235,0,0,109,235,6,5,0,0,0,0,0,0,0,0,6,5,67,135,8,15,9,20,0,0,87,164,48,112,751,1632,190,..,944,1632
POA4822,278,690,3,12,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,28,59,0,0,5,3,0,0,28,62,35,91,347,852,93,..,442,852
POA4823,277,654,10,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,80,161,0,0,0,0,0,0,80,161,85,210,445,1034,88,..,536,1034
POA4824,907,2430,26,28,4,3,29,37,127,205,0,0,0,0,0,0,0,0,127,205,503,977,59,88,23,44,7,13,591,1117,25,62,1680,3847,273,..,1955,3847
POA4825,5267,15331,996,1769,149,246,1144,2016,290,502,24,34,0,0,0,0,0,3,314,536,539,1072,112,182,205,228,21,48,876,1521,105,178,7704,19588,1431,..,9133,19588
POA4828,76,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,137,0,0,4,3,0,0,70,139,16,20,165,360,33,..,199,360
POA4829,180,427,9,11,0,0,10,9,7,5,0,0,0,0,0,0,0,0,3,5,62,114,0,0,0,0,0,0,63,111,18,28,273,587,86,..,357,587
POA4830,389,1557,0,7,4,8,4,21,25,65,0,4,0,0,0,0,0,3,23,70,188,363,4,16,11,20,3,6,209,396,30,61,662,2110,110,..,777,2110
POA4849,476,985,62,94,25,52,93,155,46,59,15,26,0,0,0,0,0,4,64,96,60,106,37,59,14,23,0,3,109,188,28,58,768,1478,197,..,968,1478
POA4850,4323,9884,179,234,56,75,235,304,135,194,8,13,0,0,0,0,0,0,143,215,210,406,11,28,29,72,13,23,266,528,110,243,5080,11174,934,..,6012,11174
POA4852,1514,3480,103,199,34,70,138,269,145,255,10,16,7,7,0,0,0,5,159,286,266,548,5,8,0,9,0,3,274,569,97,181,2187,4785,430,..,2615,4785
POA4854,1942,4946,30,65,13,31,45,90,160,299,0,0,0,0,0,0,0,0,160,299,103,175,21,36,7,11,9,19,140,246,15,32,2313,5619,331,..,2645,5619
POA4855,319,763,4,3,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,4,10,15,0,0,0,3,0,0,11,20,4,7,344,797,39,..,384,797
POA4856,294,690,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,8,3,13,304,716,44,..,341,716
POA4858,570,1461,14,27,0,0,14,29,0,5,0,0,0,0,0,0,0,0,0,5,66,151,15,31,0,0,3,5,82,187,0,0,671,1681,46,..,711,1681
POA4859,215,508,0,0,5,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,6,220,520,24,..,245,520
POA4860,3777,9581,346,648,161,303,507,947,191,369,18,36,18,38,0,0,0,11,227,452,120,222,3,4,6,12,31,69,157,313,37,67,4710,11358,521,..,5238,11358
POA4861,604,1446,21,29,0,0,21,29,0,5,0,0,0,0,0,0,0,0,0,5,19,37,0,0,9,12,11,21,39,69,6,3,670,1550,92,..,765,1550
POA4865,2971,8086,71,125,5,16,74,139,57,87,0,0,0,0,0,0,0,0,57,87,3,17,0,0,4,10,0,0,15,36,6,4,3120,8353,248,..,3363,8353
POA4868,6999,19001,491,895,295,529,781,1422,531,953,164,334,161,353,0,0,0,0,855,1643,91,189,100,177,0,0,5,9,189,375,47,96,8875,22531,505,..,9377,22531
POA4869,6528,19305,17,46,84,153,103,202,362,645,3,16,0,0,0,0,6,26,384,681,13,21,0,0,0,0,0,0,16,20,15,20,7041,20229,401,..,7445,20229
POA4870,16974,46779,2049,3454,1936,3618,3986,7066,4251,7412,2647,4706,496,935,516,937,14,26,7926,14018,352,630,183,334,48,74,101,204,678,1246,249,393,29824,69510,3249,..,33067,69510
POA4871,3537,9671,46,118,5,12,51,135,69,223,0,0,4,14,0,5,6,8,77,247,743,1437,57,103,157,358,13,28,972,1921,183,364,4820,12339,620,..,5438,12339
POA4872,1627,3973,7,13,0,3,8,17,28,37,0,3,0,0,0,0,0,0,29,43,207,379,47,57,47,81,3,3,302,525,48,104,2016,4662,350,..,2368,4662
POA4873,2536,6167,101,195,16,34,122,225,116,205,0,0,4,0,0,0,0,5,118,213,152,293,3,11,29,39,19,30,200,384,69,140,3046,7136,479,..,3525,7136
POA4874,1211,3963,227,506,243,519,472,1024,64,152,0,0,0,0,0,0,0,19,66,166,135,290,12,30,169,319,4,3,319,639,100,167,2166,5963,330,..,2496,5963
POA4875,1637,5784,191,521,124,320,320,845,93,236,13,27,0,0,0,0,0,0,105,260,4,8,12,18,4,11,21,38,44,70,49,95,2151,7049,412,..,2562,7049
POA4876,585,2287,75,219,21,49,95,262,22,42,0,0,0,0,0,0,0,9,24,47,133,290,39,76,124,258,3,3,307,633,63,127,1077,3363,115,..,1192,3363
POA4877,1208,2991,255,490,337,690,594,1180,507,954,26,57,0,0,0,0,0,0,534,1014,249,504,31,45,4,3,14,22,297,580,138,270,2770,6037,524,..,3292,6037
POA4878,4523,11542,433,732,576,913,1008,1646,152,245,278,515,112,180,0,0,6,12,550,964,98,196,35,40,0,0,5,5,130,239,32,61,6242,14448,535,..,6782,14448
POA4879,6844,17697,319,591,364,614,681,1207,356,633,608,1069,288,484,0,0,0,12,1260,2195,98,193,26,36,4,0,0,0,122,231,166,308,9071,21642,1264,..,10336,21642
POA4880,4622,11964,44,75,10,14,57,98,375,668,0,0,0,0,0,9,0,0,380,670,251,456,10,20,50,76,7,9,328,568,113,224,5487,13510,455,..,5946,13510
POA4881,1763,4415,34,80,0,0,33,82,62,133,0,0,0,0,0,0,0,0,62,133,43,76,19,25,16,42,67,154,137,294,13,18,2009,4953,173,..,2184,4953
POA4882,1184,3006,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,90,3,7,0,5,7,10,69,103,14,28,1269,3147,83,..,1351,3147
POA4883,3166,7737,300,447,48,72,346,518,228,337,0,0,0,0,0,0,0,0,226,338,160,335,12,17,6,12,9,21,181,381,86,159,4015,9129,368,..,4379,9129
POA4884,777,1818,15,19,0,0,15,19,3,4,0,0,0,0,0,0,0,0,0,3,54,116,0,8,6,11,0,0,65,125,16,37,878,2003,174,..,1050,2003
POA4885,1548,3787,6,5,3,0,8,15,61,72,0,0,0,0,0,0,0,0,61,72,31,61,0,0,0,0,0,0,31,61,5,4,1646,3935,203,..,1848,3935
POA4886,407,907,8,18,0,0,8,18,0,5,0,0,0,0,0,0,0,0,0,5,34,63,0,10,0,0,0,4,36,75,9,9,457,1014,75,..,533,1014
POA4887,840,1901,3,3,10,9,10,14,12,12,0,0,0,0,0,0,0,0,12,12,23,43,3,3,0,0,5,15,36,56,3,6,894,1992,146,..,1038,1992
POA4888,1177,2640,3,6,0,5,4,17,18,33,0,0,0,0,0,0,0,0,18,33,37,71,0,5,6,11,3,3,51,90,9,19,1263,2791,269,..,1535,2791
POA4890,386,1196,6,21,0,0,6,21,43,75,0,0,0,0,0,0,0,0,43,75,100,203,6,10,3,16,0,3,111,229,45,87,594,1609,96,..,695,1609
POA4891,182,340,3,3,0,0,3,3,26,34,0,0,0,0,0,0,0,0,24,29,445,872,16,36,14,17,3,8,478,932,32,67,714,1375,112,..,831,1375
POA4892,1085,3886,220,749,47,112,271,856,29,69,0,15,0,0,0,0,26,24,58,106,179,406,6,11,117,200,3,10,300,629,92,186,1805,5652,367,..,2164,5652
POA4895,1619,4187,97,158,21,34,119,191,17,36,0,0,0,0,0,0,0,10,23,49,242,495,54,87,138,258,12,18,445,857,59,116,2259,5394,306,..,2564,5394
POA5000,382,835,666,1187,1659,3306,2330,4496,303,488,732,1178,2073,3463,2962,4978,0,0,6073,10109,0,0,0,0,85,84,67,131,157,215,140,236,9081,15891,2006,..,11085,15891
POA5006,633,1427,466,842,1035,2006,1508,2852,300,476,292,467,131,205,126,205,5,3,853,1346,0,0,0,0,0,0,9,11,5,11,16,21,3012,5661,556,..,3569,5661
POA5007,1561,3730,666,1152,709,1462,1375,2611,188,326,26,43,479,786,115,192,16,24,827,1367,0,0,0,0,0,0,15,27,15,27,14,15,3786,7751,383,..,4172,7751
POA5008,4248,11026,1016,1917,255,516,1268,2436,254,490,38,69,0,0,0,0,29,61,323,627,5,11,0,0,0,0,15,42,18,58,11,31,5871,14168,420,..,6291,14168
POA5009,1587,4195,353,673,81,187,427,859,139,232,20,58,0,0,0,0,10,15,168,299,4,12,0,0,0,0,6,13,7,28,4,8,2194,5385,132,..,2326,5385
POA5010,1489,4318,492,1029,93,229,590,1251,156,287,0,0,0,0,0,0,0,5,160,294,4,13,0,0,0,0,4,9,8,26,5,9,2251,5893,113,..,2364,5893
POA5011,3562,9489,579,1231,711,1625,1291,2853,439,733,50,78,234,365,0,0,20,38,742,1218,0,0,0,0,0,0,4,18,4,18,14,31,5614,13613,360,..,5970,13613
POA5012,2620,7912,1009,2388,304,784,1314,3169,296,527,0,0,0,0,0,0,10,37,303,556,0,0,0,0,0,0,14,37,14,37,16,39,4265,11710,247,..,4512,11710
POA5013,3162,8247,842,1538,108,232,957,1773,87,160,44,74,0,0,0,0,3,11,141,254,0,0,0,0,0,0,21,43,21,48,14,28,4286,10353,290,..,4580,10353
POA5014,4020,9839,975,1614,245,483,1222,2097,203,302,18,23,0,0,0,0,11,20,228,349,0,0,0,0,0,0,7,21,7,21,20,35,5495,12343,377,..,5873,12343
POA5015,1629,3707,396,654,353,716,752,1371,121,216,67,116,265,372,0,0,3,6,459,711,0,0,5,0,3,4,19,46,27,51,8,17,2881,5860,313,..,3190,5860
POA5016,3069,7557,262,434,142,289,405,720,382,524,13,15,0,0,0,0,3,7,398,544,0,0,3,3,0,0,3,9,9,14,6,6,3882,8842,274,..,4156,8842
POA5017,1523,3719,499,966,69,161,570,1131,173,304,0,0,0,0,0,0,0,4,173,306,0,0,0,0,0,0,0,0,0,0,3,3,2264,5162,169,..,2435,5162
POA5018,1728,4324,190,313,336,644,523,955,99,145,0,0,0,0,0,0,0,5,102,155,0,0,25,33,0,0,0,0,25,33,11,6,2389,5472,198,..,2581,5472
POA5019,2420,5818,972,1786,353,694,1327,2483,362,512,25,32,0,0,0,0,3,12,393,552,62,96,38,44,0,4,4,10,110,161,14,26,4261,9032,402,..,4668,9032
POA5020,914,2373,194,346,183,386,378,727,8,25,0,0,0,0,0,0,4,5,15,27,0,3,0,0,0,0,0,0,6,4,4,0,1301,3137,110,..,1416,3137
POA5021,1721,4337,443,694,539,1041,983,1740,72,98,23,34,71,105,108,199,10,17,284,457,0,3,0,0,0,3,0,0,4,6,7,8,2989,6547,225,..,3214,6547
POA5022,4129,10870,675,1307,749,1739,1420,3041,962,1395,228,322,56,89,0,0,3,12,1254,1821,0,0,0,0,0,3,4,6,6,11,14,26,6818,15776,694,..,7510,15776
POA5023,5016,12287,1448,2929,349,782,1802,3711,533,902,107,180,172,343,0,0,3,6,818,1430,0,0,0,0,0,0,13,31,13,31,20,43,7672,17503,564,..,8242,17503
POA5024,4214,11201,414,828,337,823,751,1654,778,1254,66,94,0,0,0,0,6,15,849,1353,62,125,0,0,0,0,3,3,68,131,19,33,5895,14366,466,..,6364,14366
