POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA3690,142,935,78,0,1153,100,894,64,0,1058,216,1913,158,8,2290,261,1622,120,0,2013,323,1646,108,0,2072,321,1580,90,0,1996,341,1282,89,0,1716,139,671,46,0,852,31,206,20,0,253,1870,10758,759,18,13404,145,850,71,0,1068,105,816,53,0,974,200,1991,152,4,2348,340,1821,131,0,2292,374,1786,97,0,2253,338,1811,78,3,2234,372,1475,82,5,1935,169,845,77,0,1091,29,333,47,0,399,2068,11731,788,17,14606,294,1787,146,0,2217,200,1715,119,0,2034,420,3907,313,10,4645,607,3446,251,6,4306,689,3433,206,0,4325,662,3393,166,11,4230,719,2756,173,7,3658,310,1517,124,0,1948,55,536,62,0,650,3939,22482,1546,33,28008
POA3691,65,398,29,0,491,33,368,16,0,416,92,695,35,0,823,146,616,31,0,794,161,563,35,0,759,176,515,37,0,719,163,399,28,0,591,49,190,15,0,255,3,64,7,0,80,893,3808,238,0,4935,54,285,19,0,362,36,251,19,0,304,100,711,27,0,837,194,659,32,0,879,169,523,33,0,728,162,539,26,0,734,132,379,26,0,536,55,183,25,0,270,5,115,24,0,136,914,3646,234,4,4798,123,685,51,0,860,68,622,34,0,722,191,1406,66,4,1661,338,1273,62,0,1670,332,1081,70,0,1484,337,1055,62,0,1458,298,777,58,0,1137,103,378,38,0,522,15,179,33,0,222,1801,7455,470,5,9730
POA3695,10,9,0,0,13,0,3,0,0,6,5,10,0,0,18,9,17,5,0,29,11,17,0,0,29,14,19,0,0,33,20,27,3,0,45,3,11,0,0,15,0,3,0,0,3,64,122,9,0,194,3,11,0,0,18,0,3,0,0,5,6,16,0,0,26,7,19,0,0,24,14,24,0,0,41,16,33,6,0,49,6,25,0,0,35,0,4,0,0,6,0,0,0,0,4,55,140,15,0,207,12,19,0,0,34,5,10,5,0,17,6,30,0,0,38,13,32,5,0,54,28,42,7,0,70,26,51,4,0,83,25,49,4,0,82,7,15,3,0,24,0,9,0,0,3,119,262,22,0,403
POA3697,4,13,0,0,15,0,10,0,0,8,6,12,0,0,19,8,24,0,0,32,12,17,0,0,28,18,32,10,0,60,12,36,0,0,48,3,11,3,0,17,0,0,0,0,0,73,148,11,0,234,3,10,0,0,10,0,3,0,0,3,0,21,0,0,19,17,16,0,0,31,11,26,6,0,40,18,36,7,0,60,12,29,0,0,47,6,12,0,0,17,0,10,0,0,6,65,160,17,0,245,6,23,0,0,34,0,12,0,0,15,8,27,0,0,37,19,38,0,0,67,20,35,9,0,70,40,70,11,0,118,31,63,0,0,98,7,22,3,0,34,0,10,0,0,14,137,308,30,0,480
POA3698,7,21,4,0,32,4,3,0,0,12,8,42,3,0,52,23,32,5,0,57,24,43,9,0,72,19,42,3,0,68,36,54,4,0,99,13,37,0,0,50,0,12,3,0,10,135,289,40,0,462,3,19,0,0,22,4,15,0,0,17,9,36,0,0,39,17,40,5,0,64,26,35,3,0,64,24,51,3,0,81,36,43,7,0,86,18,21,3,0,35,0,6,3,0,16,132,260,23,0,422,6,38,4,0,51,9,19,3,0,27,10,77,3,0,90,42,71,6,0,126,52,71,7,0,136,43,94,6,0,150,71,104,12,0,185,28,58,6,0,91,0,17,3,0,26,267,549,66,0,882
POA3699,15,47,19,0,78,14,119,37,4,170,24,156,26,9,218,39,79,19,0,138,32,71,26,0,132,37,75,13,0,120,38,72,15,0,124,10,23,0,0,39,3,12,0,0,9,216,649,148,19,1029,15,59,12,0,85,28,126,36,0,186,20,128,18,6,178,43,73,9,0,132,38,76,15,0,131,34,87,17,0,139,42,71,10,0,118,10,33,3,0,54,4,20,0,0,24,239,665,124,6,1040,27,107,29,0,161,46,235,70,4,355,50,283,46,18,396,87,151,28,0,266,76,153,37,0,260,69,160,28,0,260,78,134,28,0,237,26,60,7,0,87,5,29,0,0,34,451,1314,273,28,2067
POA3700,3,22,0,0,30,5,22,0,0,29,9,58,3,3,74,13,39,0,0,60,26,53,3,0,79,28,84,7,0,114,31,57,8,0,93,18,36,8,0,65,0,22,3,0,23,140,398,35,4,577,3,20,3,0,33,6,14,0,0,27,12,50,6,0,63,17,42,11,0,70,28,53,0,0,88,30,60,7,0,97,30,57,3,0,97,11,37,5,0,55,0,37,19,0,64,145,382,56,0,584,12,46,9,0,64,7,41,0,0,51,19,108,12,3,140,35,82,12,0,128,51,108,4,0,166,60,144,6,0,213,63,121,10,0,184,32,73,10,0,113,4,59,25,0,86,280,783,94,6,1164
POA3701,7,12,5,0,26,5,10,0,0,15,3,18,0,0,30,18,33,9,0,59,23,25,5,0,58,42,56,8,0,110,32,68,8,0,113,17,21,8,0,44,0,9,0,0,9,148,256,55,0,458,8,12,0,0,24,4,11,0,0,10,6,25,6,0,38,25,28,4,0,59,23,37,7,0,63,29,65,8,0,102,24,52,13,0,91,9,26,3,0,41,0,3,0,0,9,127,263,42,0,428,12,30,5,0,53,8,21,0,0,30,16,42,7,0,63,41,61,18,0,119,46,61,12,0,122,70,116,19,0,210,60,117,23,0,201,27,45,10,0,83,0,7,0,0,19,274,517,95,0,894
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,12,3,0,20
POA3705,3,7,3,0,11,0,3,0,0,3,0,5,4,0,7,6,0,7,0,9,4,8,4,0,21,4,15,7,0,23,9,13,5,0,24,5,3,3,0,7,0,3,4,0,6,28,59,30,0,111,0,0,3,0,3,0,0,3,0,3,3,6,5,0,11,0,4,4,0,11,9,9,7,0,23,8,14,6,0,27,6,7,0,0,16,0,4,3,0,12,0,0,0,0,0,32,52,30,0,113,3,5,4,0,16,0,5,3,0,11,3,12,3,0,20,8,6,4,0,21,10,18,13,0,41,17,30,8,0,52,13,25,4,0,46,4,8,5,0,16,0,4,3,0,3,60,109,57,0,228
POA3707,10,32,3,0,44,13,14,3,0,29,19,64,9,0,84,18,57,11,0,80,30,55,13,0,100,51,85,11,0,154,55,83,11,0,145,25,59,12,0,88,9,24,9,0,34,220,470,75,0,767,11,21,5,0,41,3,21,0,0,24,16,40,9,0,69,34,52,5,0,94,46,46,9,0,105,51,86,9,0,142,47,64,7,0,114,30,58,8,0,96,5,32,4,0,48,242,428,63,0,738,23,51,9,0,83,16,31,4,0,58,34,100,16,0,151,50,105,19,0,173,77,105,23,0,201,100,176,17,0,295,96,148,16,0,262,56,111,22,0,184,16,55,15,0,83,464,897,145,0,1498
POA3708,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,8,3,4,0,0,8,0,3,0,0,0,0,0,0,0,0,12,17,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,5,0,0,5,4,3,0,0,10,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,12,18,0,0,28,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,3,0,0,0,6,5,3,0,0,6,7,10,0,0,15,3,11,0,0,8,0,0,0,0,3,0,0,0,0,0,24,31,0,0,54
POA3709,0,3,0,0,8,0,0,0,0,0,0,4,0,0,3,0,12,3,0,18,8,11,0,0,18,8,16,0,0,28,13,20,11,0,48,4,15,6,0,18,0,0,0,0,4,42,88,26,0,150,0,0,0,0,4,0,3,0,0,6,0,0,0,0,5,0,6,0,0,10,7,6,0,0,12,14,14,0,0,35,18,19,8,0,43,3,0,0,0,6,3,0,0,0,3,52,50,13,0,119,0,6,0,0,7,0,0,0,0,7,0,10,0,0,9,6,17,5,0,31,10,16,3,0,30,28,35,3,0,62,30,38,14,0,84,7,11,10,0,27,0,0,0,0,4,91,137,39,0,272
POA3711,0,12,3,0,14,0,8,0,0,8,0,19,0,0,27,9,18,3,0,29,4,26,3,0,34,13,46,7,0,60,10,38,5,0,52,8,14,4,0,23,3,4,3,0,3,45,183,22,0,254,0,12,0,0,7,0,6,0,0,6,9,17,0,0,29,7,23,0,0,26,13,35,7,0,49,17,34,3,0,52,16,31,4,0,57,6,9,0,0,16,3,5,0,0,10,68,161,23,0,251,3,25,3,0,27,0,15,0,0,15,12,38,4,0,53,17,38,7,0,61,11,58,13,0,81,26,72,11,0,107,29,69,15,0,112,12,28,0,0,38,5,10,3,0,16,114,351,46,0,511
POA3712,0,4,0,0,9,0,9,0,0,5,0,8,0,0,9,3,13,10,0,24,4,17,0,0,24,5,26,0,0,30,4,28,0,0,39,3,15,0,0,19,0,3,0,0,4,24,124,9,0,156,0,6,0,0,8,0,5,0,0,11,7,3,0,0,13,0,14,5,0,17,5,18,0,0,20,10,29,5,0,37,9,29,0,0,38,5,8,0,0,14,0,0,0,0,0,38,106,13,0,157,0,9,0,0,13,0,13,6,0,18,7,15,0,0,23,3,23,11,0,40,9,31,0,0,46,16,53,5,0,71,19,55,4,0,69,10,26,4,0,34,0,3,0,0,7,61,231,22,0,313
POA3713,0,13,0,0,16,0,9,0,0,10,5,37,0,0,39,6,38,3,0,49,16,54,10,0,74,25,75,11,0,106,31,87,10,0,125,13,41,5,0,62,0,23,7,0,28,90,373,47,0,514,0,21,0,0,18,5,14,4,0,24,7,30,4,0,51,3,34,0,0,40,7,49,5,0,64,17,71,13,0,91,18,42,10,0,74,14,38,5,0,55,3,18,10,0,30,77,320,44,0,442,5,33,0,0,38,5,27,8,0,37,10,70,7,0,92,14,72,4,0,91,22,99,6,0,135,38,150,18,0,201,50,132,26,0,199,28,78,11,0,117,0,38,10,0,51,165,699,93,0,957
POA3714,10,83,6,0,101,12,66,8,0,79,20,120,6,0,151,37,128,9,0,179,55,166,16,0,237,72,195,18,0,279,83,203,14,0,303,48,126,12,0,187,3,37,0,0,43,346,1120,93,4,1563,12,68,11,0,93,3,45,6,0,60,26,121,16,0,161,73,120,3,0,203,66,152,14,0,232,79,215,9,0,307,109,218,13,0,337,42,130,9,0,180,9,66,8,0,80,423,1133,89,0,1646,21,148,16,0,192,11,107,16,0,141,39,243,24,0,305,115,251,17,0,383,123,316,27,0,466,155,411,29,0,589,195,422,25,0,643,95,256,27,0,376,14,98,9,0,124,764,2255,180,4,3208
POA3715,0,5,5,0,6,0,0,0,0,0,0,18,0,0,24,4,13,4,0,23,5,21,3,0,26,8,25,7,0,40,5,34,3,0,40,4,15,4,0,18,0,0,0,0,5,24,127,22,0,170,0,11,0,0,7,0,9,0,0,8,0,9,0,0,9,9,17,3,0,22,5,19,0,0,23,6,25,3,0,37,8,25,5,0,37,0,6,0,0,6,0,0,0,0,0,24,110,17,0,152,5,9,5,0,17,0,6,0,0,12,0,29,0,0,31,8,27,7,0,43,7,40,8,0,49,11,51,9,0,69,10,57,6,0,81,0,17,4,0,27,0,0,0,0,4,49,240,32,0,324
POA3717,11,68,7,0,84,12,54,9,0,68,14,103,12,0,124,24,128,16,0,176,40,169,26,0,228,55,231,30,0,319,66,200,25,0,289,30,136,13,0,182,3,29,0,0,38,262,1107,144,0,1513,9,62,17,0,85,3,59,9,0,68,22,99,11,0,136,41,116,24,0,177,50,164,23,0,245,77,209,18,0,306,84,173,28,0,280,60,84,13,0,155,10,43,5,0,54,350,1006,145,0,1504,19,130,28,0,174,17,106,16,0,137,36,200,24,0,257,70,242,41,0,350,89,329,50,0,472,126,438,53,0,629,150,372,47,0,571,87,218,26,0,336,13,72,6,0,92,609,2114,290,0,3011
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,3,0,0,7,0,5,0,0,8,4,4,0,0,4,0,0,0,0,0,12,25,8,0,40,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,8,0,6,0,0,11,4,3,3,0,11,0,8,0,0,8,0,0,0,0,0,11,27,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,11,0,0,14,5,13,3,0,19,7,11,3,0,24,8,3,0,0,13,0,3,0,0,3,21,49,7,0,77
POA3719,0,6,0,0,12,0,8,0,0,7,4,8,0,0,14,7,10,0,0,18,8,22,4,0,28,11,23,4,0,34,9,29,4,0,51,0,22,0,0,23,0,4,0,0,4,37,134,19,0,192,0,9,0,0,12,0,7,0,0,7,4,16,0,0,16,7,11,0,0,13,11,18,4,0,35,12,26,0,0,43,13,19,3,0,37,5,12,0,0,15,0,0,0,0,7,48,117,17,0,180,0,17,3,0,19,0,7,0,0,12,0,27,0,0,33,12,17,0,0,31,14,43,8,0,62,22,55,6,0,84,23,52,8,0,83,7,30,3,0,41,0,8,0,0,8,83,254,32,0,373
POA3720,0,10,3,0,14,0,6,0,0,8,3,31,0,0,33,7,16,0,0,24,16,44,0,0,62,17,52,0,0,74,20,51,0,0,66,3,18,3,0,26,0,3,0,0,3,67,226,15,0,311,3,17,0,0,17,0,6,0,0,6,3,28,0,0,32,7,14,0,0,24,8,36,10,0,57,16,44,6,0,65,21,50,8,0,75,3,16,0,0,13,0,4,0,0,4,67,208,24,0,293,0,27,7,0,40,0,13,5,0,18,12,55,0,0,66,13,27,0,0,40,27,80,9,0,113,37,90,3,0,135,36,98,5,0,145,9,36,7,0,44,0,5,0,0,5,133,437,37,0,603
POA3722,12,114,5,0,132,15,93,6,0,104,30,218,16,0,267,59,225,30,0,317,75,238,16,0,327,88,299,16,0,399,98,254,15,0,377,47,160,8,0,219,3,55,4,0,64,431,1656,112,3,2199,23,98,15,0,130,14,62,4,0,77,39,225,16,0,283,91,262,26,0,374,94,225,15,0,336,111,336,19,0,464,129,258,16,0,408,88,143,15,0,248,20,89,8,0,116,606,1703,135,3,2440,31,216,22,0,265,28,150,8,0,186,71,446,25,3,545,151,486,53,0,686,165,457,33,0,658,196,635,38,0,868,233,522,30,0,784,133,302,24,0,460,24,140,9,0,179,1031,3360,248,7,4642
POA3723,53,98,29,0,187,12,92,41,5,153,35,170,74,9,287,51,169,55,0,278,74,196,61,3,328,78,239,56,0,376,96,220,54,0,379,24,93,14,0,133,3,21,0,0,25,434,1297,399,18,2142,50,163,52,0,271,30,125,66,3,227,39,186,82,8,310,69,158,52,0,281,81,193,75,0,347,101,216,77,3,402,63,184,38,0,291,21,73,11,0,100,0,23,0,0,22,447,1322,457,18,2245,102,266,88,0,457,42,216,110,10,378,74,359,157,18,600,119,326,113,6,559,154,384,138,4,680,183,457,133,3,782,163,412,96,0,670,43,161,25,0,230,3,39,4,0,47,877,2613,860,39,4391
POA3725,0,13,4,0,16,5,4,0,0,13,4,15,3,0,29,11,16,5,0,33,4,30,0,0,39,16,28,0,0,51,16,42,7,0,66,6,10,0,0,15,0,5,0,0,8,65,174,22,0,263,0,10,3,0,14,0,12,0,0,8,3,22,3,0,30,9,23,4,0,36,5,26,0,0,34,21,40,5,0,63,17,33,3,0,51,0,7,0,0,12,0,0,0,0,0,61,162,28,0,246,3,20,8,0,31,5,13,0,0,19,5,37,4,0,53,21,42,12,0,71,12,54,7,0,73,39,63,6,0,106,29,79,10,0,121,4,18,0,0,25,0,4,4,0,8,123,335,46,0,511
POA3726,0,7,0,0,7,6,5,0,0,3,0,8,0,0,8,5,8,0,0,14,4,22,3,0,32,6,28,3,0,36,8,28,6,0,40,8,12,0,0,18,0,4,0,0,4,32,115,23,0,173,4,0,6,0,9,5,7,0,0,8,0,10,0,0,17,5,10,4,0,23,8,31,4,0,37,6,25,3,0,32,16,19,0,0,32,3,8,3,0,17,0,3,0,0,3,42,103,26,0,175,4,14,6,0,23,3,8,0,0,13,0,17,3,0,24,8,16,6,0,29,6,49,5,0,65,14,49,7,0,69,23,46,10,0,76,12,21,8,0,38,0,5,0,0,7,70,224,50,0,342
POA3727,0,8,0,0,15,0,4,0,0,4,0,11,3,0,13,0,11,0,0,11,0,17,0,0,21,6,27,0,0,37,4,11,3,0,22,5,10,0,0,19,0,5,0,0,5,21,105,14,0,139,0,7,0,0,11,0,5,0,0,5,0,6,0,0,13,7,11,0,0,15,3,14,0,0,16,3,22,0,0,26,0,15,5,0,14,0,10,0,0,11,0,0,0,0,0,21,86,9,0,113,0,14,0,0,20,0,7,0,0,12,5,13,4,0,28,8,23,0,0,28,5,24,0,0,34,10,50,0,0,61,6,26,10,0,35,5,25,0,0,34,0,3,0,0,8,41,189,17,0,254
POA3728,5,10,0,0,14,0,12,0,0,17,3,19,0,0,25,11,21,5,0,36,7,30,4,0,47,16,45,5,0,63,18,35,4,0,57,4,13,4,0,24,0,5,0,0,5,49,202,20,0,282,0,10,0,0,15,5,16,0,0,19,6,32,0,0,40,5,22,5,0,30,6,28,0,0,43,17,48,5,0,72,10,28,4,0,41,3,18,6,0,26,0,3,0,0,3,56,195,20,0,275,3,18,3,0,29,3,27,0,0,31,9,53,3,0,65,10,44,5,0,66,14,59,4,0,80,29,94,14,0,137,27,65,4,0,96,9,32,5,0,47,0,5,0,0,5,108,402,38,0,555
POA3730,37,211,19,0,255,20,153,14,0,189,42,337,27,0,408,75,316,25,0,422,121,410,24,0,555,99,493,34,0,624,130,561,40,0,730,96,358,46,0,507,11,120,24,0,155,637,2963,245,0,3843,33,169,10,0,212,19,148,15,0,183,43,384,21,0,447,92,364,31,0,485,101,441,28,0,575,111,558,21,0,694,183,579,48,0,812,100,355,50,0,502,5,193,40,0,245,690,3191,269,5,4148,70,379,28,0,469,45,303,25,0,370,84,723,49,0,858,159,678,59,0,899,225,850,52,0,1124,216,1048,52,0,1318,318,1143,86,0,1544,195,714,97,0,1007,19,319,60,0,402,1325,6154,514,0,7993
POA3732,0,17,0,0,20,0,10,0,0,9,0,20,0,0,24,7,15,0,0,24,10,37,7,0,47,16,27,0,0,42,14,35,10,0,54,7,18,0,0,26,0,5,0,0,11,58,181,20,0,260,0,13,4,0,17,0,12,0,0,13,8,28,0,0,32,12,21,3,0,36,9,30,4,0,44,15,25,3,0,46,13,22,3,0,35,0,18,6,0,23,0,0,0,0,3,60,163,24,0,251,4,29,4,0,36,6,18,0,0,23,10,46,0,0,54,18,42,3,0,64,20,65,3,0,86,23,55,8,0,86,24,57,13,0,93,10,32,5,0,49,0,8,4,0,12,116,347,42,0,504
POA3733,0,0,0,0,5,0,9,0,0,9,0,8,0,0,10,4,9,0,0,17,3,7,0,0,9,0,15,5,0,21,4,17,4,0,25,5,6,0,0,8,0,4,0,0,4,19,75,5,0,102,0,7,0,0,12,0,3,0,0,3,0,8,0,0,15,7,4,0,0,8,8,3,0,0,13,0,17,0,0,20,3,8,0,0,16,3,10,0,0,12,0,3,0,0,3,24,69,4,0,100,0,8,0,0,9,0,9,0,0,13,3,18,0,0,21,8,12,0,0,19,7,14,0,0,23,5,29,5,0,41,13,32,7,0,41,6,10,0,0,21,0,5,0,0,5,44,142,12,0,195
POA3735,3,13,5,0,15,0,9,0,0,13,6,36,0,0,43,3,25,0,0,31,12,34,3,0,51,24,35,3,0,56,19,25,0,0,49,4,14,0,0,17,0,13,0,0,13,67,200,17,0,284,9,8,0,0,13,0,11,0,0,5,4,25,3,0,34,10,20,0,0,27,14,29,0,0,43,28,38,0,0,64,8,23,0,0,30,6,15,0,0,17,4,5,0,0,9,82,160,8,0,250,8,18,5,0,27,0,16,0,0,22,6,65,8,0,78,11,43,0,0,56,28,60,5,0,89,44,75,6,0,125,27,50,0,0,81,5,25,0,0,33,4,14,0,0,20,148,361,26,0,539
POA3737,11,100,12,0,124,9,93,13,0,105,14,171,11,0,200,32,174,12,0,223,57,202,10,0,265,78,256,9,0,346,78,222,12,0,314,31,116,13,0,160,10,58,7,0,79,322,1391,99,0,1806,18,72,5,0,103,13,83,9,0,101,26,157,0,0,190,47,161,9,0,216,70,204,13,0,285,81,274,15,3,372,88,203,19,0,310,38,168,13,0,225,8,97,9,0,113,388,1417,92,6,1898,27,178,19,0,220,20,174,17,0,208,41,334,12,0,389,85,337,19,0,440,122,407,20,0,546,161,532,26,3,719,167,422,34,0,618,66,278,27,0,382,17,160,16,0,190,701,2812,185,6,3709
POA3738,3,5,3,0,9,0,7,0,0,3,0,12,0,0,13,0,9,4,0,8,0,3,0,0,8,0,15,3,0,26,0,14,0,0,11,0,7,0,0,7,0,0,0,0,0,12,70,8,0,85,0,4,0,0,4,0,4,0,0,4,0,11,0,0,13,3,3,0,0,6,8,11,0,0,18,5,8,0,0,18,5,11,0,0,13,0,0,0,0,0,0,0,0,0,0,24,53,3,0,80,3,6,3,0,10,0,7,0,0,5,0,21,3,0,25,3,9,3,0,18,10,15,0,0,29,4,29,8,0,39,11,14,0,0,29,5,5,0,0,7,0,0,0,0,0,33,118,13,0,167
POA3739,0,6,0,0,4,0,0,0,0,4,0,3,0,0,3,0,10,4,0,12,3,6,0,0,16,4,18,7,0,27,4,17,0,0,20,0,5,0,0,7,0,0,0,0,0,15,69,14,0,96,0,4,4,0,10,0,5,5,0,8,0,9,3,0,10,3,10,0,0,12,3,13,4,0,19,8,14,3,0,28,9,5,3,0,14,0,10,0,0,7,0,0,0,0,4,21,62,24,0,108,0,7,3,0,13,0,4,4,0,6,0,11,3,0,12,7,17,3,0,27,9,20,6,0,29,10,36,9,0,58,4,22,0,0,31,3,14,0,0,11,0,0,0,0,4,32,131,34,0,202
POA3740,4,20,6,0,26,3,18,5,0,25,3,48,0,0,57,12,49,6,0,70,19,57,4,0,82,22,50,3,0,75,20,52,8,0,69,12,23,0,0,39,0,6,0,0,5,97,330,16,0,446,3,23,5,0,30,5,15,0,0,16,19,42,0,0,56,21,58,0,0,79,25,70,3,0,102,18,69,3,0,90,21,50,3,0,76,9,31,3,0,43,0,3,0,0,7,114,364,20,0,498,8,48,6,0,57,8,29,5,0,39,22,90,0,0,109,35,106,7,0,152,46,128,9,0,181,34,118,9,0,167,37,101,10,0,149,17,58,3,0,83,9,10,0,0,14,214,694,37,0,947
POA3741,12,74,17,0,108,19,119,28,0,173,44,202,34,4,279,78,163,35,0,274,90,157,35,5,286,99,203,46,0,346,91,157,30,0,279,42,83,11,0,135,9,20,8,0,37,483,1181,248,12,1914,10,75,22,0,105,32,102,28,0,160,30,174,44,4,257,83,161,32,0,277,106,167,40,4,315,92,197,39,0,326,82,150,22,0,261,45,90,33,0,162,9,29,17,0,57,485,1147,272,10,1919,25,142,44,0,208,52,227,65,0,335,76,375,78,10,531,162,328,63,0,552,195,327,76,5,601,192,397,79,0,665,172,316,54,0,543,86,173,37,0,303,14,53,20,0,92,966,2330,518,13,3831
