POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA3695,0,0,0,21,31,57,0,0,0,4,6,12,0,0,0,45,44,95,0,0,0,0,0,0,3,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,19,14,29,12,15,24,0,0,0,110,120,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,114,220,0,0,3,0,0,0,104,115,220,15,14,33,0,0,0,233,251,487
POA3697,0,5,3,36,23,54,0,0,0,0,0,0,0,0,0,37,42,80,3,3,4,0,5,3,0,0,0,0,3,3,3,5,6,0,0,0,0,0,0,4,3,9,4,8,7,0,0,0,0,3,3,15,7,19,4,10,11,0,0,0,101,95,198,0,4,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,159,168,325,0,0,0,0,0,0,159,167,322,21,13,35,0,0,0,279,288,575
POA3698,11,3,9,43,50,91,0,0,0,5,4,8,0,0,0,48,62,113,0,0,0,6,8,8,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,13,12,22,0,0,0,0,0,0,15,27,43,10,13,28,4,3,12,145,182,327,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,3,5,8,3,5,11,337,255,588,10,0,11,0,0,0,343,260,601,44,36,83,0,0,0,551,488,1037
POA3699,10,14,27,67,85,152,0,0,0,11,9,13,0,0,0,127,159,282,0,0,0,4,0,7,0,0,0,0,0,0,3,6,8,0,0,0,4,0,3,7,6,22,7,15,23,0,0,0,3,4,6,24,42,62,13,12,29,0,0,0,269,338,611,6,0,8,7,0,11,0,4,6,0,0,0,0,3,5,0,8,7,4,14,17,671,643,1318,4,5,9,4,5,4,678,654,1329,187,149,328,19,6,28,1176,1180,2357
POA3700,3,3,9,110,135,240,0,0,0,7,5,14,0,0,0,105,108,214,0,0,0,0,0,0,10,16,26,0,0,0,6,6,18,0,0,0,6,0,3,0,0,0,28,20,46,0,0,0,0,0,0,38,43,80,15,15,27,0,0,0,327,355,685,9,3,11,8,0,8,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,284,243,523,0,0,3,0,0,0,281,244,528,64,69,135,4,0,6,698,683,1381
POA3701,0,0,0,85,70,152,0,0,0,0,0,0,0,0,0,80,90,171,0,0,0,0,4,0,3,5,8,0,0,6,9,4,11,0,0,0,0,0,0,3,0,3,13,13,30,0,0,0,0,0,5,32,30,59,5,10,22,0,0,0,235,236,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,231,218,448,0,0,4,0,0,0,229,221,453,77,59,132,0,0,0,545,515,1059
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,8,5,11,0,7,7,0,0,0,11,16,19
POA3705,0,0,0,21,21,41,0,0,0,5,5,7,0,0,0,6,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,3,3,9,0,0,0,0,0,0,8,6,20,0,0,0,0,0,0,53,60,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,62,0,0,0,0,4,3,39,32,66,34,38,71,0,0,0,121,124,247
POA3707,0,0,3,193,214,405,0,0,0,29,28,58,0,0,0,131,138,266,0,0,0,0,4,9,3,3,9,0,0,0,7,5,5,0,0,0,0,3,7,5,9,11,16,12,36,0,0,0,0,4,8,61,68,127,4,4,15,0,0,0,449,496,946,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,5,14,4,15,358,289,645,3,4,9,6,0,4,363,289,657,94,78,173,0,0,0,921,867,1790
POA3708,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,9,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,4,3,0,0,0,16,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,20,0,0,0,0,0,0,16,8,24,5,7,8,0,0,0,32,35,67
POA3709,0,0,0,23,23,42,0,0,0,6,4,7,0,0,0,25,20,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,7,9,18,0,0,0,0,0,0,68,62,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,69,42,109,0,0,0,0,0,0,71,42,109,35,20,52,0,0,0,166,131,302
POA3711,0,9,9,35,39,76,0,0,0,3,4,6,0,0,0,30,30,60,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,5,6,12,10,11,18,0,3,4,0,0,0,95,105,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,7,167,151,316,0,0,0,0,0,6,170,149,320,36,28,61,0,0,0,304,287,593
POA3712,0,0,0,29,28,56,0,0,0,0,0,0,0,0,0,27,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,7,14,21,0,0,3,0,0,0,76,89,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,76,161,0,0,0,0,0,0,86,76,160,18,12,33,0,0,0,182,178,360
POA3713,6,8,13,74,51,123,0,0,0,10,7,14,0,0,0,89,77,167,0,0,0,3,0,12,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,6,15,20,30,0,0,0,0,0,0,28,30,54,5,3,9,0,0,0,225,193,420,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,241,523,3,0,0,0,0,0,283,244,526,60,43,101,0,0,0,569,497,1070
POA3714,16,18,31,229,271,502,0,0,0,36,38,71,0,0,0,259,301,567,4,4,5,9,8,17,9,7,19,0,0,0,0,10,10,0,0,0,0,4,0,6,12,17,38,37,79,3,3,5,5,9,5,68,121,187,32,39,73,0,0,0,689,862,1551,0,8,8,6,3,10,0,0,3,0,0,0,3,0,3,0,7,10,4,7,10,985,887,1870,8,3,8,4,12,13,993,899,1894,134,118,255,4,0,4,1851,1915,3768
POA3715,0,0,0,20,26,52,0,0,0,0,0,0,0,0,0,27,26,55,0,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,6,6,9,0,0,0,65,71,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,82,186,0,0,0,0,0,0,99,82,186,32,22,56,0,0,0,200,174,376
POA3717,10,16,24,195,255,450,0,0,0,29,22,51,0,0,0,278,282,566,0,0,4,9,10,19,0,0,0,0,0,6,6,4,13,0,0,0,5,4,5,7,7,16,58,57,115,6,9,12,5,4,5,43,44,86,39,48,89,4,3,6,698,753,1446,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,14,15,4,14,15,851,745,1597,5,8,14,5,10,16,864,764,1627,205,199,408,0,0,0,1782,1745,3524
POA3718,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,5,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,19,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,42,0,0,0,0,0,0,23,13,42,5,4,10,0,0,0,39,43,86
POA3719,0,0,4,32,29,64,0,0,0,0,0,0,0,0,0,15,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,24,0,0,0,0,0,7,16,20,38,3,3,11,0,0,0,85,98,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,90,192,0,0,0,0,0,0,103,90,192,19,18,34,0,0,0,213,200,413
POA3720,4,7,12,40,47,85,0,0,0,7,4,14,0,0,0,51,74,121,0,0,0,7,0,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,15,20,35,3,0,7,5,3,8,141,153,297,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,139,330,0,0,0,0,0,0,184,141,327,19,25,38,0,0,0,346,327,677
POA3722,5,25,30,276,413,691,0,0,0,28,26,51,0,0,0,512,557,1070,0,4,3,4,7,12,4,4,7,0,0,0,10,18,28,0,0,0,14,15,23,21,21,34,59,76,138,0,0,0,3,5,14,114,139,254,54,82,136,0,0,0,1105,1359,2462,3,8,10,12,13,16,0,5,5,0,0,0,6,4,12,10,0,7,17,7,24,1404,1365,2768,10,6,14,8,3,9,1412,1372,2787,170,180,347,4,3,11,2726,2971,5694
POA3723,14,15,26,233,270,503,0,0,0,20,15,34,0,0,0,327,386,715,0,0,0,15,8,30,0,4,5,0,4,3,6,8,17,0,0,0,6,3,4,4,4,4,35,32,68,0,0,0,14,12,24,63,99,162,20,32,58,3,3,7,752,878,1629,4,4,3,3,5,5,21,23,40,0,0,0,0,0,0,5,10,18,5,10,18,1228,1214,2441,13,8,23,0,3,5,1240,1230,2467,508,551,1062,18,21,40,2563,2722,5289
POA3725,0,0,0,36,34,69,0,0,0,6,0,4,0,0,0,42,64,110,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,12,12,26,0,0,0,0,0,4,24,18,42,19,5,22,0,0,0,144,147,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,144,121,265,0,0,3,0,0,0,144,122,272,40,32,72,0,0,0,332,300,631
POA3726,0,5,5,26,24,52,0,0,0,6,10,17,0,0,0,24,35,51,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,4,9,14,13,9,24,0,0,0,0,0,0,10,7,12,4,10,13,0,0,0,91,103,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,70,151,0,0,0,0,0,0,83,70,151,30,31,56,0,0,0,210,205,408
POA3727,0,0,0,16,19,35,0,0,0,0,0,0,0,0,0,36,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,0,0,0,0,0,0,6,13,18,3,0,3,0,0,0,69,66,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,131,0,0,0,0,0,0,75,60,131,18,10,23,0,0,0,157,140,298
POA3728,0,0,0,56,68,125,0,0,0,0,0,0,0,0,0,77,80,158,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,10,10,5,10,0,0,0,0,0,0,14,16,27,10,5,7,0,0,0,168,191,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,146,125,268,0,0,0,0,0,0,146,124,267,30,22,53,0,0,0,347,337,683
POA3730,28,33,60,623,734,1355,0,0,0,20,32,53,0,0,0,1283,1437,2715,4,10,16,24,19,39,6,9,10,0,0,0,9,15,27,0,0,0,7,9,15,31,41,76,130,139,269,0,8,10,0,0,0,188,286,474,39,46,83,0,0,0,2373,2778,5152,23,26,45,20,17,39,0,5,6,0,0,0,6,7,13,6,5,11,9,11,19,1826,1684,3510,11,5,10,8,10,19,1846,1701,3546,329,328,660,0,5,0,4631,4897,9526
POA3732,3,0,4,36,31,63,0,0,0,0,0,6,0,0,0,38,54,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,3,0,0,0,17,18,38,4,3,9,0,0,0,110,112,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,171,150,324,0,0,0,0,0,0,171,150,324,25,21,48,0,0,0,305,292,599
POA3733,0,0,0,8,7,16,0,0,0,0,0,4,0,0,0,20,34,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,3,4,7,0,0,0,44,53,97,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,44,51,100,0,0,0,0,4,9,52,60,105,8,6,19,0,0,0,113,120,231
POA3735,7,3,12,34,32,70,0,0,0,0,0,0,0,0,0,118,93,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,17,0,0,0,0,0,3,15,18,33,0,3,3,0,0,0,178,168,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,107,239,0,0,0,0,0,0,136,107,246,21,16,39,0,0,0,342,293,636
POA3737,6,14,27,185,225,417,0,0,0,18,20,31,0,0,0,687,774,1463,0,0,3,4,8,13,19,22,41,4,0,4,7,8,15,0,0,0,4,6,6,5,14,21,41,51,98,0,5,5,5,0,9,75,118,189,33,37,70,0,0,0,1083,1289,2379,12,17,30,8,5,12,0,0,0,0,0,0,0,0,0,9,10,19,9,14,20,867,734,1600,7,0,4,4,9,9,878,738,1614,153,137,293,0,6,6,2153,2215,4372
POA3738,0,0,0,8,8,17,0,0,0,0,0,0,0,0,0,34,20,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,6,7,3,3,9,0,0,0,49,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,72,0,0,0,0,0,0,38,45,77,13,8,18,0,0,0,103,95,193
POA3739,0,7,0,15,10,27,0,0,0,0,0,0,0,0,0,15,19,39,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,9,12,4,9,0,0,0,47,46,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,93,0,0,0,0,0,0,44,46,93,21,27,41,0,0,0,115,122,232
POA3740,0,3,3,48,67,113,0,0,0,0,8,6,0,0,0,80,75,155,4,6,8,5,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,5,13,0,0,0,0,0,0,29,48,73,13,10,23,0,0,0,190,219,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,325,338,666,5,3,5,0,0,0,330,344,671,31,36,71,0,0,0,556,604,1161
POA3741,13,13,26,168,198,368,0,0,0,11,14,22,0,0,0,276,310,585,16,16,40,22,18,45,0,7,5,0,0,4,10,7,15,0,0,0,0,0,0,8,6,15,31,21,53,0,0,5,0,8,4,68,70,140,38,46,81,0,0,0,655,725,1384,12,3,14,0,3,4,8,15,18,0,0,0,0,0,4,4,8,11,7,12,18,1250,1118,2361,5,10,13,5,9,14,1256,1134,2386,307,319,629,14,12,16,2271,2227,4501
POA3744,0,3,3,6,9,18,0,0,0,0,0,0,0,0,0,27,26,53,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,3,0,5,0,0,0,0,0,3,3,10,9,3,4,8,0,0,0,45,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,176,342,0,0,0,0,0,0,170,172,348,23,16,39,0,0,0,242,255,498
POA3746,0,5,5,18,17,39,0,0,0,0,0,0,0,0,0,51,38,87,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,11,10,12,3,3,8,0,0,0,87,76,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,93,73,166,0,0,0,0,0,0,93,79,170,19,17,37,0,0,0,196,178,377
POA3747,17,17,29,231,281,516,0,0,0,12,16,25,0,0,0,299,428,731,0,4,3,4,0,9,3,0,3,0,5,5,11,16,24,0,0,0,5,9,10,0,5,8,37,39,77,3,7,9,0,10,12,85,113,197,41,57,103,3,3,9,747,986,1733,0,3,6,0,3,10,9,3,7,0,0,0,0,0,0,11,8,21,11,8,21,1335,1318,2654,17,3,19,4,10,9,1354,1333,2690,298,175,478,0,0,0,2437,2529,4964
POA3749,9,11,16,142,116,258,0,0,0,21,21,43,0,0,0,125,177,301,0,0,0,0,0,3,0,0,0,0,0,0,3,10,16,0,0,0,10,17,25,3,5,10,18,16,35,0,0,0,0,3,0,34,54,88,41,39,79,0,4,4,414,458,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,476,504,983,5,3,9,0,0,0,483,512,992,80,71,151,0,3,4,989,1053,2040
POA3750,368,371,741,125,181,301,16,15,30,59,60,118,0,0,0,2178,2343,4516,3,10,11,739,723,1463,29,32,54,26,27,49,5,12,12,89,106,192,40,39,74,131,148,273,50,62,116,10,9,21,22,19,42,57,71,129,486,538,1021,0,3,8,4049,4382,8425,1752,1557,3313,2322,2269,4587,3,0,3,7,4,7,1654,1448,3105,26,22,45,1690,1476,3155,1507,1458,2966,8,9,22,8,4,9,1526,1479,3000,582,560,1141,22,39,63,12296,12129,24427
POA3751,0,0,0,6,9,15,0,0,0,0,3,3,0,0,0,21,13,36,0,0,0,8,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,45,40,87,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,0,0,0,0,0,0,16,8,22,11,10,26,0,0,0,80,65,147
POA3752,238,313,554,424,576,1003,0,4,8,113,115,232,0,3,6,3832,4174,8001,3,10,12,1150,1243,2392,28,32,63,11,12,29,13,11,28,102,90,190,47,61,106,133,152,283,88,101,184,16,20,36,12,12,20,116,150,267,588,612,1196,0,0,3,6679,7375,14055,725,653,1373,578,521,1095,3,0,3,0,0,0,276,243,520,42,52,88,317,295,614,3107,2934,6043,25,16,35,8,23,32,3137,2974,6110,560,534,1093,18,20,35,12252,12680,24932
POA3753,19,25,42,100,131,232,6,6,12,19,18,38,0,0,0,542,595,1140,3,3,5,97,74,169,3,0,4,4,3,14,5,0,5,0,0,3,13,18,26,38,39,76,8,22,25,0,0,0,17,11,25,18,35,53,57,58,116,0,0,0,934,1015,1949,80,70,147,110,99,217,0,0,0,0,0,0,172,159,330,8,13,23,178,170,352,837,759,1599,3,4,6,3,0,7,847,772,1614,147,127,282,0,3,11,2324,2287,4612
POA3754,525,632,1157,1228,1572,2800,5,5,4,247,261,508,38,31,73,5448,6326,11771,12,19,30,1138,1255,2398,90,97,192,62,62,121,36,36,78,159,175,335,86,106,195,404,429,833,272,320,591,35,33,69,54,55,109,244,362,606,871,963,1838,4,4,9,10429,12123,22553,1678,1490,3164,877,871,1747,13,11,27,0,0,3,729,640,1372,68,91,155,793,735,1528,9012,8724,17734,46,35,81,25,48,68,9085,8803,17892,1057,1004,2057,32,45,75,24489,25706,50192
POA3755,4,0,4,15,11,20,0,0,0,0,0,0,0,0,0,23,33,55,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,5,5,5,8,7,0,5,0,0,0,50,53,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,104,0,0,0,0,3,3,56,57,106,18,15,27,0,0,0,123,122,244
POA3756,55,88,149,499,617,1108,5,9,10,56,57,114,0,0,0,1852,1957,3812,5,12,17,175,174,345,6,12,23,12,14,28,18,22,40,0,3,3,20,21,37,50,40,95,93,95,187,3,8,17,9,7,13,111,151,264,188,229,422,0,3,0,3116,3421,6534,185,178,365,251,231,476,0,0,3,0,0,0,347,294,637,52,75,124,391,366,759,3387,3006,6388,27,21,46,7,10,20,3421,3037,6459,522,496,1016,0,8,7,7946,7822,15763
POA3757,22,30,52,396,469,873,0,0,0,21,35,62,0,0,0,1080,1137,2217,3,0,8,119,115,239,8,12,27,8,8,10,5,14,18,0,0,0,7,5,11,38,41,83,87,142,229,4,5,14,0,3,8,123,150,276,99,123,220,0,0,6,2010,2279,4294,8,6,17,38,29,64,4,0,6,0,0,0,19,9,31,10,17,28,21,32,53,2238,2048,4283,13,15,33,5,15,19,2254,2080,4333,396,375,773,0,0,9,4769,4831,9599
POA3758,0,7,7,99,105,205,0,0,0,6,4,16,0,0,0,301,306,606,0,0,0,16,19,37,0,5,5,0,3,3,0,4,4,0,0,0,4,3,11,4,11,9,25,22,43,3,0,8,0,0,0,31,26,58,30,24,51,0,0,0,524,524,1047,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,7,5,7,7,5,7,520,432,951,5,11,9,0,5,3,530,440,966,109,99,209,0,0,0,1172,1082,2251
POA3759,4,5,10,54,56,107,0,0,0,0,3,0,0,0,0,53,67,121,0,0,3,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,12,17,0,0,0,0,0,0,12,19,29,16,8,21,3,3,9,151,179,330,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,5,5,299,305,601,7,5,10,0,4,4,303,312,613,38,36,69,0,0,0,499,534,1037
POA3760,0,3,5,17,19,32,0,0,0,0,0,0,0,0,0,24,16,36,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,3,3,4,12,0,0,6,0,0,0,48,54,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,102,208,0,0,0,0,0,0,101,106,209,11,19,27,0,0,0,167,179,344
POA3761,0,5,11,68,63,127,0,0,0,6,9,16,0,0,0,88,71,153,0,0,0,0,5,4,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,17,9,24,10,15,29,3,0,3,201,182,380,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,346,321,669,6,0,4,0,0,0,357,319,676,53,42,95,0,4,0,617,551,1173
POA3762,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,18,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,9,0,0,0,34,29,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,34,0,0,0,0,0,0,12,20,34,9,12,18,0,0,0,55,61,124
POA3763,3,7,12,48,66,119,0,0,0,20,9,26,0,0,0,87,83,174,0,0,0,6,7,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,6,20,0,0,0,9,3,9,17,17,28,29,15,42,0,0,0,222,225,452,0,0,0,5,3,3,0,0,0,0,3,0,0,0,0,10,14,19,7,16,19,528,453,975,6,6,13,0,0,0,531,456,994,87,79,165,0,0,0,863,792,1651
POA3764,25,42,69,456,648,1109,0,0,0,25,51,71,0,0,4,1518,1574,3087,3,8,11,42,56,106,4,0,3,14,13,30,14,15,31,0,0,0,10,13,24,9,16,27,81,104,184,9,5,21,0,0,0,125,135,261,65,78,143,3,0,6,2396,2715,5114,41,38,81,32,34,68,0,4,4,0,0,3,33,36,70,27,29,51,63,67,132,2210,2076,4286,11,20,30,8,3,14,2231,2100,4330,397,390,790,9,6,20,5190,5399,10594
POA3765,20,38,57,268,340,607,0,0,0,74,69,143,0,0,0,507,614,1120,25,32,54,28,39,70,7,14,19,8,6,15,17,19,40,3,0,5,15,25,44,36,35,69,55,67,125,3,10,13,10,6,20,79,93,166,116,131,240,10,9,14,1264,1506,2768,3,4,13,10,7,12,7,7,13,0,0,0,0,4,4,3,13,14,4,18,21,1844,1751,3595,15,9,27,3,10,16,1867,1768,3630,151,121,274,0,0,0,3324,3467,6791
POA3766,4,11,21,39,46,82,0,0,0,19,12,30,0,0,0,71,75,145,0,4,4,16,6,23,0,0,0,0,0,3,5,3,6,0,0,0,0,0,3,4,5,4,4,0,9,0,0,0,0,0,0,13,25,40,16,25,42,4,6,7,192,208,404,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,0,9,8,0,9,8,403,335,742,0,0,0,3,4,7,410,336,747,33,19,49,0,0,0,648,581,1228
