SED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
SED30080,232,1294,68,3,1598,211,1758,106,11,2088,511,4057,264,9,4838,573,3465,209,4,4255,657,2821,161,6,3654,387,2150,121,7,2658,311,1365,127,8,1813,154,829,123,0,1105,30,375,102,0,507,3064,18115,1277,55,22516,286,1230,64,7,1588,366,1789,115,8,2274,624,4225,275,6,5128,909,3278,169,15,4372,863,2841,149,14,3862,494,2262,131,14,2903,402,1547,129,11,2078,233,1115,154,4,1510,40,668,227,4,938,4224,18949,1406,72,24654,520,2522,129,7,3189,578,3544,219,22,4364,1132,8282,533,12,9963,1489,6751,377,14,8629,1528,5657,310,22,7519,879,4411,253,21,5564,707,2915,259,17,3891,382,1947,274,10,2614,65,1044,326,5,1441,7284,37068,2685,125,47170
SED30081,209,1458,66,0,1738,257,1730,105,5,2097,384,3846,279,19,4531,493,3886,230,3,4624,399,2759,139,6,3313,392,2488,90,19,2995,312,2022,72,24,2425,132,1017,47,3,1204,10,308,11,0,327,2588,19522,1056,84,23250,259,1435,89,7,1789,298,1479,93,3,1872,477,3724,217,14,4431,653,3942,225,10,4830,533,2924,130,16,3598,435,2820,107,26,3393,360,2145,77,21,2607,119,1046,61,7,1231,22,520,29,0,565,3161,20035,1030,103,24324,470,2896,152,9,3530,553,3211,198,13,3971,861,7572,497,30,8964,1144,7832,461,14,9452,941,5687,270,21,6914,826,5310,205,49,6388,668,4167,150,45,5038,253,2060,106,8,2433,25,829,39,0,895,5745,39554,2083,189,47571
SED30082,162,931,129,8,1235,156,1464,239,24,1887,340,3734,773,68,4922,303,2894,482,38,3719,409,2951,440,50,3844,452,3135,532,52,4172,461,3077,476,28,4044,235,1809,278,15,2333,40,515,93,0,653,2566,20505,3445,295,26814,194,901,132,7,1235,242,1578,287,21,2127,387,3678,648,61,4770,426,2740,429,30,3622,552,2945,437,24,3954,523,3261,502,34,4330,535,3035,424,37,4032,227,1863,284,12,2384,35,590,86,4,715,3119,20585,3235,222,27160,358,1832,262,15,2470,398,3044,521,47,4010,722,7409,1420,132,9690,727,5640,913,66,7343,959,5897,872,72,7798,977,6396,1035,90,8497,995,6104,904,68,8073,461,3669,565,22,4717,81,1105,178,3,1371,5677,41094,6681,518,53971
SED30083,191,1856,107,0,2158,148,1575,91,0,1814,213,3080,195,4,3481,402,3626,180,3,4217,436,3413,153,3,4012,278,2498,83,8,2870,216,1725,85,3,2034,98,878,64,4,1038,17,213,43,0,270,2004,18866,999,29,21889,238,1674,105,0,2012,202,1471,71,0,1743,366,3357,188,6,3917,647,3871,226,3,4748,565,3670,161,8,4401,345,2677,107,10,3139,299,1882,92,7,2277,124,973,77,3,1174,18,307,119,0,443,2796,19869,1148,42,23853,430,3528,215,0,4167,343,3048,160,0,3555,584,6430,378,5,7397,1056,7498,397,14,8958,1000,7083,323,10,8408,619,5177,196,16,6001,516,3609,176,11,4310,218,1850,144,8,2213,34,517,165,0,714,4793,38731,2145,64,45741
SED30084,176,1558,138,4,1869,136,1526,138,5,1804,252,2784,233,5,3265,330,2353,218,8,2908,349,2479,195,3,3029,282,2198,114,0,2595,311,1698,81,6,2099,161,917,48,0,1128,19,208,14,0,241,2019,15713,1175,34,18937,229,1486,135,0,1848,165,1440,114,0,1724,364,2851,285,7,3498,550,2697,232,0,3488,462,2849,191,0,3497,350,2549,136,5,3040,381,1974,97,4,2453,189,1071,65,0,1325,24,387,38,0,457,2702,17312,1301,23,21335,403,3041,274,4,3716,302,2969,260,5,3531,611,5632,511,10,6767,875,5053,454,8,6390,809,5337,382,5,6531,634,4747,247,3,5631,691,3673,177,8,4554,350,1987,113,7,2454,44,596,54,0,695,4724,33028,2473,46,40272
SED30085,208,1241,76,0,1524,298,2075,215,4,2595,537,4795,422,34,5779,506,3689,224,14,4444,471,2586,150,17,3228,339,2281,88,7,2723,343,1737,79,26,2186,162,1068,43,9,1280,25,333,32,0,383,2898,19806,1322,107,24135,262,1110,58,0,1432,395,1745,145,6,2294,620,4240,318,22,5199,745,3394,174,6,4314,596,2613,114,19,3340,438,2286,79,29,2836,396,1906,81,20,2408,205,1144,78,0,1426,41,608,52,0,701,3692,19047,1104,114,23958,469,2358,130,6,2960,701,3824,355,13,4893,1157,9030,739,61,10979,1249,7087,401,24,8760,1066,5195,265,35,6574,775,4574,175,36,5553,737,3640,164,44,4590,370,2208,123,9,2704,69,936,81,0,1089,6587,38858,2425,222,48093
SED30086,364,1517,109,4,1990,162,1402,135,0,1708,333,2729,238,10,3308,441,2345,221,5,3009,526,2453,225,3,3200,484,2438,205,0,3129,506,2064,167,0,2738,313,1247,128,4,1692,24,415,47,0,494,3159,16615,1477,25,21273,419,1486,101,3,2004,212,1289,98,0,1598,481,2778,212,8,3478,660,2488,207,3,3364,675,2676,177,4,3528,630,2630,191,3,3460,686,2275,155,5,3118,335,1586,148,5,2072,43,713,108,0,864,4152,17921,1389,32,23489,790,3002,206,3,3995,375,2692,240,0,3311,818,5507,449,17,6789,1107,4837,427,9,6375,1197,5129,401,5,6728,1118,5066,391,3,6587,1192,4336,325,7,5860,643,2838,273,3,3760,73,1127,159,0,1362,7314,34534,2864,51,44767
SED30087,236,1501,91,4,1830,216,1619,106,3,1947,389,3311,217,6,3933,498,2645,134,10,3294,464,2264,113,6,2843,445,2009,112,0,2571,497,1800,123,0,2417,340,1235,111,5,1685,64,583,70,0,714,3147,16967,1083,38,21232,353,1307,85,0,1740,315,1680,129,3,2128,566,3482,193,5,4245,709,2792,175,0,3680,630,2629,132,3,3396,584,2432,112,7,3147,683,2326,127,3,3149,423,1746,163,0,2343,67,1107,115,0,1288,4322,19512,1235,37,25104,579,2813,174,4,3568,532,3296,234,11,4078,955,6789,409,17,8176,1205,5438,314,11,6970,1084,4891,250,9,6237,1031,4447,226,9,5714,1178,4128,255,8,5562,769,2981,278,4,4029,130,1690,180,0,2001,7473,36480,2313,76,46340
SED30088,190,1060,148,3,1398,190,1430,164,15,1801,426,3123,388,23,3965,434,2466,315,15,3225,536,2518,283,11,3346,536,2749,325,13,3621,508,2095,252,9,2867,183,887,122,3,1194,24,262,33,0,316,3029,16591,2025,96,21736,220,1195,120,0,1534,246,1503,171,12,1930,539,3059,355,21,3972,674,2494,288,9,3464,681,2616,266,5,3577,581,2738,263,8,3593,578,1928,203,7,2711,192,960,111,0,1262,22,382,56,0,466,3732,16874,1835,76,22515,413,2255,264,4,2936,436,2934,335,27,3734,968,6175,742,48,7936,1100,4963,604,24,6690,1216,5132,556,19,6924,1118,5485,586,23,7217,1080,4031,453,20,5587,380,1852,231,6,2462,46,643,86,0,782,6760,33467,3859,175,44253
SED30089,181,1164,268,4,1608,148,1217,331,14,1704,342,2802,804,30,3982,502,2296,779,12,3592,475,2399,875,3,3751,525,2667,759,15,3960,512,2380,637,10,3536,198,903,243,0,1350,10,164,30,0,201,2895,15992,4719,88,23694,219,959,205,0,1380,166,1180,253,10,1615,566,2437,475,23,3495,699,1966,425,9,3098,588,1981,428,3,2995,615,2425,506,14,3560,537,1872,421,6,2841,173,676,151,0,1007,24,206,51,0,279,3597,13694,2916,62,20270,404,2115,471,0,2992,318,2403,581,22,3323,912,5243,1275,55,7483,1202,4263,1205,22,6691,1057,4375,1298,11,6746,1143,5087,1266,23,7517,1045,4250,1063,18,6380,373,1579,396,0,2355,38,371,79,6,488,6494,29684,7638,151,43965
SED30090,189,970,166,0,1321,146,984,181,0,1310,350,2077,385,17,2827,570,1787,347,3,2713,607,2103,408,7,3132,644,2312,385,3,3348,551,1995,283,0,2831,222,839,125,0,1188,27,232,45,0,306,3310,13304,2318,34,18970,204,799,132,0,1131,193,979,130,0,1308,490,2006,255,12,2762,803,1623,233,3,2668,775,1862,260,0,2895,755,2076,268,3,3103,651,1542,195,0,2386,274,788,131,0,1200,50,366,87,0,507,4190,12040,1691,26,17952,388,1766,296,0,2453,333,1967,311,5,2617,841,4084,637,28,5592,1373,3415,582,8,5373,1388,3961,673,13,6027,1398,4392,654,9,6447,1202,3543,471,0,5217,504,1622,253,0,2387,74,602,129,0,805,7504,25348,4014,59,36917
SED30091,154,1613,213,3,1988,157,1752,194,6,2107,336,3931,438,12,4720,398,3231,363,8,3998,295,2807,258,4,3366,264,2283,198,9,2746,242,1893,171,9,2311,130,1123,119,0,1370,17,328,65,0,418,1996,18963,2029,43,23026,231,1428,178,6,1841,223,1662,223,3,2117,491,3848,464,3,4811,543,3305,375,5,4225,414,2846,267,6,3534,369,2495,173,14,3043,354,2175,172,7,2701,176,1295,180,0,1652,18,527,159,0,706,2821,19572,2189,50,24638,387,3044,389,8,3828,383,3415,422,9,4227,828,7782,906,18,9526,949,6533,740,11,8228,711,5655,529,14,6900,634,4770,371,22,5797,589,4070,344,11,5016,306,2414,295,0,3017,29,860,231,0,1124,4813,38537,4218,91,47662
SED30092,209,1339,132,0,1680,98,1232,149,15,1494,258,2871,474,44,3648,430,2788,332,11,3552,475,2789,364,13,3639,496,3102,406,15,4020,557,2314,357,12,3237,188,981,156,7,1330,11,170,31,0,217,2719,17586,2397,113,22817,217,1225,131,5,1584,149,1254,180,26,1609,430,3202,482,65,4176,746,2790,363,4,3905,694,2806,333,3,3841,665,2910,413,11,3996,550,2024,321,11,2906,182,750,135,8,1075,21,201,47,0,270,3657,17161,2394,133,23352,432,2572,261,5,3267,253,2481,333,41,3104,685,6075,956,110,7817,1176,5572,694,10,7456,1170,5601,688,18,7478,1160,6011,818,26,8007,1105,4337,673,26,6145,366,1732,287,10,2402,33,372,81,0,491,6381,34748,4796,245,46168
SED30093,216,2357,310,4,2885,181,2205,252,8,2643,321,4157,533,8,5018,392,3779,489,8,4671,312,3304,380,4,4005,258,2810,236,8,3315,180,1907,148,7,2245,74,849,93,3,1018,7,163,39,0,210,1946,21534,2483,46,26004,227,2141,261,6,2640,244,2042,241,0,2530,487,4244,591,3,5327,545,3861,495,5,4905,387,3458,351,0,4204,364,2866,186,6,3417,259,1966,183,8,2420,75,891,113,5,1085,9,264,70,0,346,2596,21737,2503,38,26875,445,4499,570,6,5525,423,4247,487,11,5177,810,8402,1123,9,10347,938,7641,986,17,9579,703,6764,735,9,8210,620,5670,427,14,6733,445,3874,332,17,4658,148,1738,208,9,2103,17,429,111,0,555,4545,43267,4984,84,52880
SED39797,0,0,0,0,8,0,5,5,0,8,4,19,40,6,69,3,26,74,6,107,3,25,45,0,77,4,10,16,0,26,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,14,97,192,17,317,0,3,4,0,6,0,3,4,5,9,4,3,12,7,35,0,3,3,0,7,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,10,65,0,8,10,0,11,0,7,8,5,18,5,23,57,15,102,3,30,76,6,114,3,24,45,0,79,4,17,16,0,34,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,18,117,219,24,380
SED40001,229,845,86,8,1175,526,2277,247,23,3072,618,3707,610,86,5023,487,2349,449,50,3343,482,1977,389,25,2879,481,1918,280,22,2705,504,1531,214,20,2269,230,775,108,6,1115,26,330,59,0,416,3589,15716,2441,246,21993,342,1024,124,14,1500,697,2169,258,12,3133,682,3473,437,67,4651,524,2199,274,43,3041,501,1794,208,34,2540,544,1883,235,24,2688,606,1522,195,11,2337,274,942,128,8,1344,40,599,140,5,783,4212,15600,1996,199,22015,573,1872,207,22,2672,1224,4445,499,39,6202,1298,7178,1042,151,9672,1012,4543,730,94,6384,986,3777,594,58,5413,1026,3800,516,49,5391,1113,3056,406,26,4608,503,1715,235,10,2461,69,932,194,5,1199,7800,31321,4441,445,44004
SED40002,126,775,37,4,941,243,1321,61,0,1630,414,3357,132,12,3915,424,2378,89,4,2890,393,1802,87,7,2282,306,1660,67,8,2044,307,1186,40,0,1533,167,646,43,0,855,34,405,29,3,477,2406,13528,590,37,16565,168,729,17,4,914,294,1356,67,3,1721,560,3215,114,9,3894,491,2299,86,6,2880,420,1775,48,10,2255,386,1754,42,12,2203,414,1382,62,14,1876,203,959,71,0,1234,41,787,61,0,887,2981,14257,579,54,17867,290,1504,57,3,1855,539,2680,132,3,3347,974,6568,250,16,7810,915,4669,176,12,5772,812,3578,134,12,4540,692,3421,115,18,4245,716,2565,106,23,3411,367,1600,114,4,2088,80,1185,92,3,1362,5389,27779,1171,97,34430
SED40003,148,903,21,0,1069,146,783,20,0,945,175,1563,46,3,1784,350,1887,64,0,2300,346,1856,50,4,2257,371,1937,41,0,2344,423,1515,19,3,1961,186,631,21,3,840,23,228,15,0,273,2164,11296,302,17,13780,163,761,11,0,939,178,710,16,0,906,243,1674,57,3,1975,495,1947,48,5,2497,455,1947,33,0,2437,450,2093,42,5,2591,456,1626,40,9,2127,160,735,31,0,928,8,324,23,0,358,2608,11815,305,29,14760,312,1662,37,0,2009,321,1493,36,4,1854,421,3235,100,3,3763,845,3832,112,5,4796,809,3800,86,3,4697,822,4023,80,9,4938,876,3135,61,13,4089,345,1372,51,10,1770,36,550,38,0,625,4774,23116,605,48,28538
SED40004,228,1072,31,0,1330,192,827,17,6,1034,238,1273,43,7,1553,383,1714,59,0,2153,614,1810,49,17,2493,466,1643,31,7,2145,592,1445,24,9,2073,358,999,32,0,1391,56,390,17,0,468,3125,11166,304,47,14645,347,985,23,0,1355,248,745,16,0,1017,261,1342,36,3,1645,575,1869,53,3,2494,682,1947,56,4,2689,571,1826,22,16,2434,645,1711,46,8,2409,393,1174,61,0,1637,74,724,41,0,835,3796,12322,348,41,16510,576,2057,53,0,2691,439,1571,33,0,2048,491,2612,79,9,3194,960,3579,104,9,4645,1296,3758,105,18,5184,1039,3464,61,18,4576,1235,3159,71,19,4486,757,2171,89,6,3021,125,1120,60,0,1311,6916,23490,653,87,31150
SED40005,181,780,110,0,1080,103,746,93,79,1018,253,1574,186,369,2379,334,1391,227,155,2102,453,1769,211,35,2469,528,2046,245,10,2820,721,1925,246,0,2890,280,925,117,0,1326,54,349,49,0,451,2914,11500,1475,645,16541,163,618,75,0,859,89,635,50,7,774,281,1537,132,31,1982,470,1265,122,12,1866,561,1617,152,3,2330,620,1983,186,5,2800,752,1621,202,5,2581,320,994,131,3,1449,56,549,63,0,669,3305,10822,1119,74,15315,344,1404,193,4,1935,192,1376,138,88,1793,534,3118,318,391,4363,805,2653,347,167,3969,1015,3381,363,37,4800,1146,4032,429,13,5618,1476,3547,449,10,5473,600,1916,254,0,2775,110,896,111,0,1123,6218,22317,2593,713,31848
SED40006,116,860,52,4,1030,148,1167,85,5,1396,305,2837,138,4,3283,284,2327,94,0,2704,298,2049,96,4,2444,260,2013,94,6,2371,239,1281,70,7,1595,95,656,41,3,794,17,328,30,0,375,1744,13521,706,28,16001,129,815,39,0,981,188,1083,50,3,1328,369,2811,134,5,3321,388,2222,107,0,2717,356,2079,82,6,2523,340,2041,71,17,2471,256,1404,83,4,1754,105,896,78,0,1079,12,572,39,0,627,2143,13932,686,39,16801,244,1676,90,0,2013,332,2251,134,6,2731,674,5652,273,8,6599,672,4549,200,0,5421,648,4127,184,12,4966,603,4055,168,22,4838,492,2685,157,17,3355,201,1551,119,6,1876,23,904,73,0,1001,3884,27454,1392,67,32802
SED40007,165,879,30,0,1073,138,867,31,0,1037,208,1565,71,0,1851,319,1703,45,10,2071,503,1951,84,7,2544,397,2017,56,3,2469,388,1477,40,3,1914,254,955,56,0,1264,54,487,28,0,564,2423,11896,438,24,14784,177,754,21,0,951,187,849,26,0,1056,238,1630,56,6,1927,506,1802,62,9,2371,575,2017,60,3,2655,432,2078,45,0,2560,456,1674,68,4,2212,231,1262,67,3,1563,53,672,48,0,775,2844,12744,444,27,16062,341,1631,52,5,2026,322,1710,59,4,2092,444,3203,125,11,3781,820,3504,103,9,4440,1076,3969,140,14,5192,833,4090,106,3,5031,847,3156,105,13,4120,480,2222,117,4,2828,106,1157,79,0,1339,5269,24643,887,53,30848
SED40008,105,976,72,0,1155,210,1461,105,3,1782,431,3542,226,7,4213,353,2630,179,6,3174,300,2203,149,3,2655,241,1962,130,0,2332,225,1308,74,8,1615,75,679,47,0,798,5,332,21,0,362,1950,15090,1008,33,18082,123,804,60,0,989,261,1302,76,3,1644,461,3234,201,5,3903,431,2389,139,3,2966,361,2082,111,9,2553,332,1859,94,12,2298,237,1430,77,11,1755,94,889,59,4,1049,16,605,32,0,654,2322,14606,838,46,17808,230,1782,130,3,2146,472,2762,187,12,3425,891,6776,423,15,8112,785,5022,325,11,6142,663,4280,256,7,5202,577,3828,221,9,4633,462,2735,151,21,3365,167,1570,106,4,1852,27,941,49,0,1014,4270,29697,1840,77,35888
SED40009,172,968,30,0,1171,167,913,26,0,1107,281,1744,63,5,2089,385,1824,69,0,2279,417,1781,70,0,2267,383,1821,86,6,2295,429,1529,79,5,2035,196,773,50,0,1019,26,278,29,0,335,2452,11634,499,15,14603,247,870,45,0,1170,263,875,36,0,1178,324,1832,76,0,2231,547,1890,63,0,2509,465,1862,78,0,2397,423,2029,72,0,2523,450,1630,68,7,2157,181,874,71,0,1131,25,415,28,0,470,2930,12277,533,16,15760,419,1840,73,0,2334,431,1794,60,3,2287,607,3574,135,7,4319,935,3718,133,5,4785,884,3645,139,0,4666,807,3853,155,5,4818,878,3153,150,8,4192,377,1652,121,0,2147,47,694,62,0,807,5384,23920,1035,30,30361
SED40010,302,957,32,7,1294,243,1002,32,0,1282,389,2331,126,7,2853,390,1930,83,14,2409,462,1716,85,10,2270,433,1775,69,6,2285,427,1346,48,3,1830,254,753,29,3,1046,45,331,13,3,396,2950,12146,521,48,15664,206,719,26,0,956,261,950,51,0,1260,475,2322,107,8,2910,542,1909,86,12,2547,583,1804,62,3,2461,522,1892,64,9,2493,606,1511,61,5,2181,316,1078,62,0,1456,41,645,34,0,722,3558,12829,551,34,16970,511,1670,56,9,2251,502,1952,82,0,2544,865,4653,230,10,5763,928,3842,163,21,4955,1048,3522,150,7,4731,953,3666,135,16,4774,1030,2863,112,8,4010,574,1827,91,3,2502,85,977,48,3,1114,6510,24977,1070,92,32639
SED40011,176,811,36,0,1022,191,1039,63,0,1293,381,2390,128,3,2897,446,2144,64,0,2654,474,1801,82,4,2362,389,1668,58,3,2116,417,1173,45,3,1637,184,744,40,0,971,40,375,33,0,447,2679,12137,556,20,15392,198,813,22,4,1031,280,1075,50,0,1404,414,2408,112,3,2943,595,2128,81,0,2806,521,1910,73,0,2511,464,1766,66,8,2303,463,1395,54,9,1928,250,964,67,0,1284,55,666,56,0,785,3237,13135,586,32,16990,367,1624,54,7,2053,469,2108,117,4,2693,792,4798,243,4,5841,1041,4274,149,4,5467,993,3714,154,4,4868,848,3434,127,10,4418,881,2569,102,12,3561,430,1704,110,0,2257,94,1040,88,0,1229,5917,25276,1144,52,32382
SED40012,97,1179,81,0,1360,106,1162,110,0,1376,191,2488,189,0,2871,223,2147,202,3,2580,205,2011,140,0,2359,238,1940,113,0,2292,157,1175,73,0,1408,67,632,51,0,753,12,235,40,0,283,1290,12971,1006,14,15273,107,999,87,0,1187,145,1107,91,0,1350,235,2554,206,0,3002,323,2101,159,0,2588,221,2030,122,4,2371,309,1953,105,3,2374,204,1266,74,3,1544,96,796,84,0,980,22,426,77,0,528,1669,13236,1000,16,15916,203,2177,167,0,2546,250,2269,199,4,2721,427,5043,397,0,5873,548,4254,362,5,5164,431,4041,259,4,4731,546,3895,217,8,4664,355,2437,146,4,2945,168,1428,136,0,1734,33,656,114,0,805,2954,26206,2005,29,31190
SED40013,147,908,45,0,1094,210,1386,126,0,1721,412,3520,414,4,4354,376,3013,297,0,3686,347,2019,182,5,2552,255,1607,105,4,1970,244,1112,63,14,1429,133,607,40,3,789,23,270,24,0,320,2153,14444,1297,26,17912,155,900,50,0,1112,235,1131,62,0,1431,472,3287,219,7,3988,497,2754,184,0,3434,378,2000,121,3,2503,307,1734,64,14,2122,299,1302,58,12,1675,152,785,39,4,981,29,522,56,0,607,2537,14417,857,45,17851,306,1804,98,0,2205,447,2520,184,0,3158,882,6806,634,15,8335,872,5769,480,0,7116,730,4023,300,10,5062,562,3341,171,20,4094,544,2419,113,22,3105,287,1391,83,4,1767,55,790,81,0,929,4686,28856,2150,72,35768
SED40014,117,548,37,0,705,70,395,30,3,491,157,867,42,3,1072,251,1004,52,4,1317,311,1308,52,3,1679,504,1725,96,0,2333,882,2260,119,4,3262,578,1542,102,0,2228,89,519,48,4,655,2967,10168,586,23,13745,125,522,44,0,690,78,410,23,0,505,196,911,46,5,1155,374,1032,61,0,1467,397,1346,85,0,1827,643,2004,101,5,2752,1103,2588,147,4,3843,548,1603,122,0,2272,65,773,86,4,927,3529,11196,713,17,15450,243,1065,85,0,1398,143,804,50,6,999,351,1779,87,6,2227,624,2041,116,4,2791,710,2657,143,3,3507,1152,3733,195,3,5086,1990,4850,270,6,7112,1120,3142,223,4,4498,155,1289,131,3,1584,6491,21366,1297,41,29198
SED40015,202,650,97,0,953,118,607,78,0,812,392,1439,187,3,2029,606,1251,223,3,2082,617,1476,260,0,2359,653,1893,237,0,2780,675,1649,192,0,2521,314,762,112,0,1193,44,271,48,0,372,3634,10011,1435,17,15094,226,529,103,0,858,140,567,53,0,761,496,1407,149,0,2049,764,1121,151,8,2042,711,1444,167,0,2327,703,1749,177,3,2626,703,1436,165,0,2305,373,694,84,0,1150,45,441,69,0,556,4155,9393,1120,13,14681,429,1184,196,0,1809,260,1175,135,3,1570,889,2846,333,3,4076,1372,2373,375,11,4126,1329,2927,432,0,4687,1353,3644,410,4,5410,1381,3086,359,0,4826,684,1456,202,0,2343,93,714,115,0,923,7793,19400,2561,26,29782
SED40016,131,985,54,0,1167,199,1258,72,0,1529,269,2650,107,9,3032,275,2315,119,0,2714,285,2008,88,4,2383,221,1727,47,12,2000,212,1335,64,5,1619,108,811,57,0,975,17,238,48,0,306,1713,13321,652,32,15721,121,825,53,0,997,173,1040,42,4,1258,317,2476,129,6,2918,368,2269,120,3,2755,321,1825,77,6,2223,260,1814,64,10,2149,236,1618,80,7,1946,133,935,78,4,1144,19,330,85,0,428,1943,13126,716,34,15817,245,1808,103,3,2157,365,2295,110,4,2782,590,5119,235,10,5951,640,4585,236,6,5473,609,3832,169,5,4606,484,3542,104,20,4149,451,2950,138,15,3561,241,1742,133,5,2122,34,567,127,3,735,3660,26448,1367,66,31538
