SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL30883,3,8,3,0,3,0,0,0,0,14,8,9,11,4,11,4,5,8,0,60
SAL30884,0,0,0,0,0,0,0,0,0,3,6,0,0,4,3,10,5,0,0,34
SAL30885,12,4,0,8,0,0,3,0,0,34,58,42,26,38,41,43,49,23,0,310
SAL30886,6,3,5,10,0,0,3,0,0,27,92,59,66,57,67,77,96,63,21,587
SAL30887,0,0,4,0,0,0,0,0,0,9,15,11,14,10,11,13,6,0,0,69
SAL30888,0,6,0,0,0,3,0,0,0,12,31,11,5,19,17,14,24,6,0,129
SAL30889,7,4,5,7,11,7,0,0,0,45,107,66,28,84,117,102,101,48,8,664
SAL30890,0,3,3,0,0,0,3,0,0,14,17,8,6,7,11,26,20,8,3,104
SAL30891,0,0,3,0,3,3,3,0,0,15,38,34,19,21,25,50,25,15,3,228
SAL30892,0,0,0,0,6,0,3,5,0,15,16,13,5,9,8,11,14,7,0,78
SAL30893,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,14
SAL30894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL30895,0,0,0,0,0,0,0,0,0,0,4,8,3,7,8,10,6,9,0,59
SAL30896,3,6,0,0,0,6,0,0,0,19,41,32,9,30,41,44,31,12,5,236
SAL30897,27,6,12,13,11,11,8,3,0,87,243,98,107,115,138,140,140,66,13,1056
SAL30898,20,10,9,12,18,22,8,13,5,107,370,175,139,221,325,416,368,179,35,2230
SAL30899,0,0,4,0,0,0,0,0,0,0,0,3,12,0,8,6,9,0,0,35
SAL30900,0,0,0,0,0,0,4,0,0,4,5,3,5,3,0,5,13,4,0,50
SAL30901,5,0,0,5,4,11,6,0,0,28,62,33,31,29,43,47,25,12,0,281
SAL30902,0,0,0,3,0,0,0,0,0,7,0,5,8,7,11,6,8,0,0,48
SAL30903,0,0,0,0,0,0,0,0,0,0,8,0,4,6,9,10,11,7,0,56
SAL30904,22,15,8,7,7,10,7,3,0,69,138,70,58,74,102,104,119,48,15,730
SAL30905,127,70,70,68,58,52,37,48,38,566,1439,930,1018,995,875,839,702,591,339,7736
SAL30906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30907,0,0,7,0,9,10,9,0,0,35,0,8,24,18,29,30,14,0,0,126
SAL30908,3,0,12,4,4,12,0,0,0,37,6,16,43,28,34,40,5,0,0,167
SAL30909,0,0,7,5,0,4,0,0,0,19,27,12,18,21,32,46,44,3,3,206
SAL30910,23,17,36,20,19,11,18,8,0,156,285,390,491,288,267,189,149,88,22,2167
SAL30911,3,7,9,3,9,9,5,0,0,50,11,11,12,4,15,19,8,4,0,84
SAL30912,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
SAL30913,87,150,295,281,253,185,44,0,0,1296,617,428,741,724,693,499,158,29,4,3898
SAL30914,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL30915,468,252,298,243,176,139,89,82,23,1778,2801,1524,1946,1617,1442,1324,1435,1186,250,13537
SAL30916,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL30917,95,48,71,60,60,66,90,54,30,558,687,441,511,509,568,529,533,403,177,4360
SAL30918,11,4,0,8,3,0,0,0,0,34,70,24,15,57,44,63,65,29,0,368
SAL30919,43,96,126,95,58,43,21,15,3,498,719,1068,1558,997,739,545,346,173,50,6193
SAL30920,0,0,0,0,0,0,0,0,0,0,8,7,0,0,5,5,4,0,0,31
SAL30921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30922,11,10,0,9,10,8,0,4,0,60,118,75,48,90,102,112,85,41,6,689
SAL30923,8,3,5,0,3,4,4,0,5,26,20,9,11,7,15,10,3,0,5,91
SAL30924,4,0,9,9,3,5,0,0,0,32,38,23,33,30,46,44,30,12,9,261
SAL30925,3,12,0,3,3,3,3,3,0,36,52,48,34,38,41,45,47,31,0,338
SAL30926,0,0,0,0,0,0,0,0,0,0,13,0,5,9,7,5,0,0,0,40
SAL30927,50,25,25,25,34,11,19,11,3,210,357,202,217,180,227,210,198,110,41,1748
SAL30928,46,29,27,26,27,22,11,6,8,199,420,274,278,317,315,324,222,116,47,2307
SAL30929,67,42,45,46,47,61,39,43,40,441,652,440,461,428,510,484,369,216,160,3729
SAL30930,9,5,0,8,6,0,7,0,0,28,40,19,21,24,36,35,52,22,4,269
SAL30931,6,0,9,6,0,12,3,3,0,33,30,16,26,31,30,45,33,9,4,219
SAL30932,0,0,0,0,0,0,0,0,0,11,11,13,3,11,12,25,8,4,0,87
SAL30933,71,72,50,46,55,72,51,34,20,461,1303,1007,686,695,836,744,611,343,129,6364
SAL30934,3,0,5,3,0,10,5,3,0,34,31,29,19,28,45,42,31,9,4,235
SAL30935,60,31,32,24,34,28,24,37,75,349,583,397,417,401,443,440,384,295,244,3597
SAL30936,0,0,3,0,0,0,3,0,0,12,4,8,7,3,5,4,8,0,0,45
SAL30937,62,54,40,33,53,42,19,7,0,304,1714,1096,713,1038,1440,927,541,207,43,7714
SAL30938,8,5,9,5,5,8,7,0,0,57,93,54,67,59,74,62,51,42,19,525
SAL30939,7,7,0,9,0,0,3,0,0,20,42,29,25,36,41,43,43,20,7,290
SAL30940,103,52,44,56,45,32,9,10,4,358,1135,675,696,659,717,536,378,175,91,5055
SAL30941,65,42,45,48,62,46,39,10,0,355,759,393,481,532,593,553,457,186,54,4020
SAL30942,369,189,213,177,170,88,65,59,57,1397,2751,1477,1602,1481,1493,1099,823,382,140,11251
SAL30943,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL30944,15,4,4,11,14,12,9,6,0,69,121,56,50,90,103,105,86,27,4,648
SAL30945,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8
SAL30946,18,12,6,11,10,7,12,15,3,85,101,45,41,55,63,78,93,58,11,555
SAL30947,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5,9,9,0,0,29
SAL30948,0,0,0,0,5,5,0,0,0,5,14,14,4,10,13,18,8,3,0,85
SAL30949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30950,121,110,163,131,93,64,55,30,12,771,2689,1905,2632,2359,1735,1558,1329,712,360,15286
SAL30951,82,38,34,34,34,31,10,7,0,272,743,377,426,421,442,374,219,82,11,3087
SAL30952,0,0,0,0,0,0,3,0,0,8,11,3,7,16,22,30,30,10,0,131
SAL30953,16,5,3,4,6,0,3,3,0,42,59,30,33,33,40,57,42,24,11,330
SAL30954,0,0,0,0,0,10,4,0,0,13,9,4,0,13,15,25,11,8,0,83
SAL30955,180,103,85,128,115,90,77,63,17,855,2375,1472,1168,1690,1715,1426,1324,851,348,12371
SAL30956,3,0,0,0,0,4,6,0,0,16,19,9,8,19,15,22,11,4,0,115
SAL30957,0,0,0,0,0,0,4,0,0,7,20,3,9,13,8,16,23,3,0,96
SAL30958,0,5,0,0,0,4,0,0,0,13,14,7,11,7,13,3,3,0,0,60
SAL30959,3,0,0,5,0,0,0,0,0,5,3,4,0,5,0,3,0,0,0,10
SAL30960,63,41,22,28,24,35,54,64,8,344,660,356,346,367,360,380,665,468,91,3696
SAL30961,63,39,29,40,48,30,21,8,3,285,834,535,456,528,673,554,394,171,44,4192
SAL30962,3,0,0,3,0,0,0,0,0,7,18,12,20,10,18,16,9,3,0,95
SAL30963,116,54,49,62,41,45,15,3,0,382,884,576,624,504,373,318,215,73,16,3589
SAL30964,0,0,0,0,0,3,4,0,0,12,28,25,13,13,31,51,48,10,0,216
SAL30965,6,4,0,3,12,8,8,0,0,44,48,31,27,23,46,57,54,32,3,334
SAL30966,4,0,3,3,0,3,0,0,0,13,9,0,4,9,10,3,12,3,0,50
SAL30967,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,7,0,0,30
SAL30968,11,4,6,0,0,3,0,0,0,19,24,18,11,17,27,35,17,11,0,153
SAL30969,19,7,8,10,13,17,17,16,0,99,194,88,76,98,131,261,295,130,20,1298
SAL30970,0,0,0,0,0,0,0,6,0,10,0,5,0,0,0,10,37,28,0,82
SAL30971,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,19,0,0,23
SAL30972,0,0,0,0,0,0,0,0,0,8,4,8,3,4,14,12,6,7,0,60
SAL30973,388,235,263,323,231,264,170,54,35,1954,3778,1990,2342,2371,1923,1684,924,306,88,15412
SAL30974,0,0,3,0,0,3,0,0,0,7,11,10,13,7,19,32,13,3,0,100
SAL30975,35,10,18,27,32,38,59,29,5,256,342,170,199,187,270,461,521,279,54,2485
SAL30976,3,3,0,0,4,0,0,0,0,18,13,10,4,6,24,43,44,8,0,162
SAL30977,0,0,3,0,3,0,0,0,0,9,9,3,8,0,10,3,0,4,0,38
SAL30978,50,167,97,51,39,29,9,5,3,452,1033,1093,1117,846,713,432,270,162,79,5744
SAL30979,0,0,0,0,6,0,0,0,0,5,3,0,7,0,12,0,3,3,0,32
SAL30980,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,6,0,3,0,28
SAL30981,15,0,13,4,3,5,4,3,0,53,178,110,58,108,128,80,43,22,3,722
SAL30982,3,0,0,0,6,7,6,0,0,19,16,19,9,12,25,27,24,8,4,144
SAL30983,3,5,8,5,3,5,9,0,0,33,88,45,57,38,36,40,27,6,3,338
SAL30984,14,3,12,11,23,16,27,15,0,124,178,123,95,133,212,311,390,201,39,1671
SAL30985,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,10,4,0,0,23
SAL30986,0,3,0,0,0,0,0,0,0,10,3,3,9,0,4,3,0,0,0,15
SAL30987,12,111,290,237,104,44,10,7,0,814,60,136,308,262,130,84,21,19,0,1014
SAL30988,28,16,18,12,17,22,11,0,0,123,163,77,85,92,94,92,68,20,7,696
SAL30989,6,6,5,6,3,9,11,3,0,50,127,47,38,65,60,80,74,31,6,534
SAL30990,5,4,0,0,5,9,0,6,0,29,43,19,22,18,39,47,31,18,0,249
SAL30991,33,17,12,20,18,6,16,8,4,131,212,123,106,156,186,174,156,55,16,1177
SAL30992,0,0,0,0,3,5,3,0,0,22,15,6,5,15,18,37,36,15,0,143
SAL30993,0,0,0,0,3,0,7,3,0,21,16,6,18,15,33,48,41,10,0,192
SAL30994,0,0,0,0,0,7,11,0,0,17,10,4,13,8,13,32,36,12,0,123
SAL30995,4,4,0,0,8,0,3,0,0,22,18,6,7,11,23,15,13,4,3,108
SAL30996,40,28,21,30,50,36,21,15,0,250,504,237,206,291,415,397,304,130,23,2515
SAL30997,12,5,3,9,12,14,3,0,0,56,41,17,8,19,32,54,38,16,3,210
SAL30998,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8
SAL30999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL31000,0,0,4,0,0,3,0,3,0,11,21,6,12,15,12,14,16,8,4,112
SAL31001,0,3,0,3,5,6,9,0,0,25,25,24,23,12,32,48,42,8,0,217
SAL31002,3,0,6,3,0,0,0,0,0,7,9,0,10,15,0,4,5,3,0,45
SAL31003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31004,4,3,0,0,3,0,5,0,0,20,20,21,18,5,16,18,4,3,3,103
SAL31005,0,0,0,0,5,0,0,0,0,10,0,0,8,6,4,6,4,0,0,29
SAL31006,11,6,0,3,5,0,0,0,0,32,94,45,35,44,49,49,26,15,0,357
SAL31007,0,13,38,23,17,21,3,0,0,113,0,16,51,34,40,40,14,0,0,189
SAL31008,0,0,0,0,0,0,0,0,0,4,11,0,8,5,0,0,4,0,0,29
SAL31009,5,4,7,0,7,12,10,0,0,42,33,16,14,17,29,62,31,18,0,228
SAL31010,0,0,0,0,0,0,0,0,0,4,12,0,0,4,4,8,10,0,3,43
SAL31011,61,50,31,45,46,26,18,15,0,280,1308,816,1001,1081,896,574,513,270,40,6513
SAL31012,102,65,70,60,65,45,26,16,9,455,1868,1239,1878,1573,1262,886,674,448,202,10040
SAL31013,8,0,4,3,0,0,0,0,0,10,18,6,6,4,3,4,4,5,0,48
SAL31014,19,34,35,17,25,16,3,0,4,149,424,554,692,457,363,288,153,64,30,3027
SAL31015,6,3,0,5,0,3,0,0,0,12,25,38,9,16,35,52,23,16,0,217
SAL31016,0,0,0,0,5,0,0,3,0,8,12,9,3,6,8,9,21,14,3,95
SAL31017,4,0,7,0,0,0,0,0,0,9,19,8,12,12,17,14,3,0,0,91
SAL31018,0,0,0,0,0,0,4,0,0,10,7,3,0,3,5,4,10,5,0,34
SAL31019,18,18,15,7,9,15,11,6,0,90,154,118,77,74,116,142,77,30,10,802
SAL31020,15,10,6,8,6,6,0,0,0,52,68,47,38,40,66,77,53,40,12,445
SAL31021,0,0,0,0,0,0,0,0,0,8,20,19,7,9,13,15,8,4,0,94
SAL31022,0,9,0,0,0,0,0,0,0,5,0,13,4,0,0,0,0,0,0,13
SAL31023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,18
SAL31024,0,0,0,0,0,0,0,0,0,7,26,5,7,10,14,17,12,8,0,110
SAL31025,3,3,5,3,3,4,5,0,0,30,73,38,34,43,55,43,41,26,5,361
SAL31026,3,4,0,0,3,7,3,0,0,20,35,40,22,21,38,37,41,18,7,258
SAL31027,0,0,0,0,0,0,0,0,0,0,20,3,4,7,10,11,3,0,0,70
SAL31028,17,6,0,12,0,0,6,0,0,45,97,18,36,54,24,40,23,11,5,306
SAL31029,0,3,0,0,4,0,4,0,0,11,8,12,0,7,12,10,20,7,3,92
SAL31030,66,27,35,30,37,18,7,4,0,223,940,379,459,519,476,387,311,102,20,3592
SAL31031,0,0,0,0,3,0,0,0,0,7,13,10,11,9,14,18,12,8,0,87
SAL31032,58,35,30,53,38,21,21,8,18,278,1164,684,533,830,871,631,668,282,129,5796
SAL31033,92,50,33,61,53,32,30,12,10,368,1797,949,917,1332,1329,851,778,498,144,8587
SAL31034,0,0,0,0,0,0,0,0,0,0,6,4,4,5,5,8,9,0,0,38
SAL31035,0,0,0,0,0,0,0,0,0,6,0,9,3,0,3,0,0,0,0,25
SAL31036,0,0,0,0,0,0,0,0,0,0,10,8,9,3,6,0,4,0,0,37
SAL31037,42,21,7,24,36,17,15,0,4,159,985,647,238,624,764,488,331,169,47,4299
SAL31038,20,11,11,10,19,18,27,10,0,133,89,41,52,44,89,103,112,38,13,584
SAL31039,4,0,0,4,3,0,0,0,0,14,8,7,0,8,10,10,0,0,0,38
SAL31040,0,0,0,0,0,0,0,0,0,0,5,8,3,8,6,23,9,3,0,66
SAL31041,0,0,0,0,3,7,3,0,0,20,18,3,17,11,20,66,44,9,0,193
SAL31042,0,4,0,0,0,0,0,7,0,8,6,6,3,9,12,9,0,6,0,57
SAL31043,4,3,0,4,3,7,11,0,0,39,31,17,25,30,32,67,81,15,4,303
SAL31044,0,0,0,0,0,0,3,0,0,6,23,12,9,11,16,9,16,0,0,99
SAL31045,61,34,51,41,37,24,23,3,3,277,1309,611,1152,1186,704,524,414,248,92,6245
SAL31046,15,24,25,24,25,24,15,11,0,154,11,28,35,36,30,29,22,9,0,208
SAL31047,207,96,74,98,94,49,32,8,0,662,1979,998,1084,1018,956,536,332,109,17,7023
SAL31048,12,4,5,9,7,9,0,4,0,42,44,32,19,27,34,48,27,13,3,253
SAL31049,9,0,0,9,5,3,5,0,0,27,36,8,17,34,28,34,56,14,3,227
SAL31050,8,6,0,15,6,9,13,9,0,66,101,64,72,78,111,188,207,111,40,971
SAL31051,7,3,0,0,7,6,0,3,0,35,18,15,5,15,14,29,24,18,3,130
SAL31052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31053,0,0,0,0,0,0,4,0,0,5,13,4,4,7,4,7,12,5,0,54
SAL31054,82,48,37,56,35,33,17,12,9,332,1198,741,707,776,739,719,535,266,110,5789
SAL31055,0,0,0,3,0,0,0,0,0,4,5,4,0,3,6,4,3,0,0,26
SAL31056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31057,9,10,0,3,5,9,5,9,0,50,69,52,24,38,66,88,88,33,8,460
SAL31058,0,0,0,0,0,0,0,0,0,3,9,7,3,3,16,3,8,4,0,59
SAL31059,0,4,0,0,0,0,0,0,0,3,14,4,4,6,12,11,3,4,0,55
SAL31060,0,0,0,0,0,0,0,0,0,0,23,8,8,5,32,31,12,9,0,134
SAL31061,3,9,0,3,4,0,0,0,0,25,12,18,14,18,28,29,18,0,4,141
SAL31062,19,16,7,10,17,7,21,8,0,107,310,154,133,198,204,159,260,186,23,1639
SAL31063,23,17,16,18,9,10,10,0,4,109,143,167,101,93,111,142,110,29,20,929
SAL31064,276,172,151,146,163,118,67,30,12,1130,4564,3032,2781,3091,3407,2669,1740,926,276,22498
SAL31065,4,0,0,0,0,4,0,0,0,12,8,0,3,0,0,8,5,0,0,26
SAL31066,4,0,0,0,4,8,0,0,0,16,15,11,4,7,21,24,15,6,3,111
SAL31067,22,25,11,9,24,19,13,6,0,134,437,349,207,298,393,399,340,90,12,2511
SAL31068,0,0,0,0,7,0,0,0,0,11,5,7,4,5,20,21,4,4,6,82
SAL31069,0,0,0,0,0,4,0,0,0,9,9,5,0,8,4,13,6,3,0,51
SAL31070,9,0,0,3,0,0,0,0,0,8,13,6,7,3,6,5,3,0,0,36
SAL31071,6,4,0,3,0,4,0,0,0,20,20,4,3,12,13,13,9,4,0,84
SAL31072,32,15,5,6,17,24,12,18,4,126,196,88,76,101,147,274,343,154,33,1414
SAL31073,3,0,0,7,0,0,3,0,0,17,19,11,11,13,33,78,124,21,0,313
SAL31074,47,153,327,174,118,63,32,18,14,940,433,1671,3944,1823,928,554,268,122,70,9807
SAL31075,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,10,4,0,0,22
SAL31076,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3
SAL31077,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8
SAL31078,8,7,0,5,7,0,7,0,0,33,18,28,15,14,19,17,31,3,0,148
SAL31079,3,0,0,0,5,0,0,0,0,8,21,10,21,13,10,12,9,4,0,102
SAL31080,9,4,0,0,4,4,7,0,0,32,24,16,16,11,10,17,9,4,0,113
SAL31081,0,10,16,6,10,27,19,0,0,102,26,57,83,51,81,134,102,11,5,557
SAL31082,0,0,0,0,0,0,0,0,0,4,3,4,4,0,5,19,0,0,0,42
SAL31083,5,0,3,5,0,3,0,0,0,21,48,36,19,24,44,36,19,23,7,251
SAL31084,0,0,0,0,0,6,4,0,0,6,32,20,27,30,27,26,28,9,0,196
SAL31085,0,0,0,0,0,0,0,0,0,8,19,6,4,13,9,15,5,10,0,87
SAL31086,148,83,67,86,89,42,41,15,14,586,1809,1045,1204,1117,1013,987,818,487,182,8662
SAL31087,23,9,11,21,18,23,14,10,0,117,432,203,217,298,342,277,215,94,17,2099
SAL31088,5,0,3,10,6,0,0,6,0,25,26,14,16,25,35,29,15,7,0,170
SAL31089,0,0,0,0,0,3,0,0,0,8,0,3,0,4,0,10,5,6,0,37
SAL31090,0,0,0,0,0,0,0,0,0,0,15,3,6,12,0,9,6,5,0,54
SAL31091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31092,0,3,0,0,7,0,6,0,0,24,11,10,7,7,23,33,35,3,0,130
SAL31093,70,33,33,28,24,17,18,3,0,224,387,241,272,221,252,217,145,73,16,1815
SAL31094,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,0,19
SAL31095,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,3,4,4,31
SAL31096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31098,76,45,51,52,28,27,24,11,0,315,350,293,327,256,298,316,260,142,38,2279
SAL31099,7,0,3,4,6,0,0,0,0,10,40,18,15,27,28,41,19,9,0,199
SAL31100,7,0,4,4,0,0,0,5,0,29,20,6,12,5,17,13,7,10,5,93
SAL31101,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,4,9,6,0,36
SAL31102,16,4,5,0,0,0,0,0,0,30,41,19,16,17,17,40,6,3,5,166
SAL31103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31104,125,176,126,83,83,57,42,38,8,743,1294,1237,1555,898,761,722,673,478,206,7819
SAL31105,19,14,19,13,30,21,10,0,0,135,237,213,153,181,259,268,208,89,16,1617
SAL31106,46,41,32,33,39,36,40,20,6,298,303,236,231,189,256,274,273,183,52,1983
SAL31107,44,24,28,32,28,15,10,5,0,186,528,442,666,504,393,275,194,95,21,3111
SAL31108,65,32,24,25,28,27,14,11,7,233,950,525,699,704,671,507,334,240,178,4804
SAL31109,7,10,0,6,3,6,4,0,0,45,76,73,20,51,73,74,52,37,3,457
SAL31110,0,0,0,4,3,0,0,0,0,13,11,9,9,11,12,9,5,0,0,66
SAL31111,5,0,7,6,9,12,11,3,0,58,54,13,38,38,44,77,83,23,7,379
SAL31112,0,3,0,0,0,0,0,0,0,8,0,9,10,0,3,8,5,0,0,31
SAL31113,0,0,8,0,0,3,0,0,0,16,8,8,13,9,13,18,22,3,0,90
SAL31114,7,3,0,5,6,0,3,0,0,26,63,17,29,31,38,52,38,10,4,282
SAL31115,0,0,0,0,0,0,0,6,0,8,15,3,8,4,4,8,0,6,0,46
SAL31116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31117,0,0,0,0,0,0,0,0,0,6,0,3,11,0,7,11,6,4,0,42
SAL31118,0,7,0,0,0,0,0,0,0,7,4,3,4,4,8,10,5,3,0,39
SAL31119,0,0,0,0,0,0,0,0,0,5,0,4,4,0,6,4,7,4,0,32
SAL31120,0,3,0,0,0,0,0,0,0,7,0,8,4,0,9,10,3,6,6,30
SAL31121,0,0,0,0,0,4,4,0,0,6,14,0,4,4,6,10,13,0,0,62
SAL31122,0,0,4,0,5,0,0,0,0,9,9,10,4,4,8,10,10,0,0,52
SAL31123,37,17,13,26,29,11,13,10,0,155,671,270,353,454,380,240,176,67,14,2623
SAL31124,23,25,8,13,18,21,24,10,7,151,163,142,95,100,148,202,246,132,45,1272
SAL31125,8,7,5,0,8,3,4,4,0,41,56,16,22,25,46,70,104,25,0,372
SAL31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31127,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,3,16
SAL31128,0,0,0,0,4,0,0,0,0,4,0,0,7,0,8,0,5,0,0,17
SAL31129,5,0,6,0,4,3,0,0,0,25,73,37,32,34,51,72,70,34,9,399
SAL31130,0,0,0,0,0,0,0,0,0,3,10,0,4,0,3,11,7,0,0,39
SAL31131,0,0,0,0,0,4,0,0,0,3,15,6,10,8,14,9,4,3,0,69
SAL31132,28,48,80,82,80,76,47,14,5,443,218,236,346,289,332,306,194,53,19,1987
SAL31133,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,12,14,3,0,34
SAL31134,0,3,0,0,10,4,4,0,5,21,59,41,22,50,62,70,49,28,4,388
SAL31135,0,0,0,0,4,4,5,0,0,10,21,21,9,15,31,43,44,26,4,210
SAL31136,0,0,0,0,6,9,7,0,0,20,0,4,0,9,11,10,13,4,0,47
SAL31137,98,54,51,54,61,50,37,20,3,431,1056,598,583,702,748,733,632,330,94,5475
SAL31138,13,0,15,3,10,7,0,6,0,58,64,29,53,47,47,51,47,32,10,372
SAL31139,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,14
SAL31140,4,0,0,0,0,3,0,0,0,10,15,7,9,13,12,22,23,6,0,107
SAL31141,17,9,11,12,14,9,8,4,0,79,113,42,42,72,63,91,94,30,0,550
SAL31142,0,0,0,0,6,0,0,0,0,4,6,0,0,3,4,0,0,6,0,19
SAL31143,0,5,0,0,0,0,3,0,0,14,29,28,3,18,21,22,17,3,4,143
SAL31144,3,0,0,0,0,0,5,0,0,12,3,3,4,3,7,8,5,5,0,44
SAL31145,54,28,34,27,26,11,11,19,31,235,742,415,502,385,347,239,123,64,35,2861
SAL31146,0,0,0,0,0,0,0,0,0,0,6,10,0,4,5,8,10,7,0,53
SAL31147,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,4,7,5,3,40
SAL31148,0,0,0,0,0,0,7,3,0,10,19,5,0,8,19,17,11,9,3,89
SAL31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL31150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL31151,0,0,0,4,3,7,0,0,0,14,5,0,3,8,6,11,6,0,0,47
SAL31152,0,0,0,0,0,0,0,0,0,7,12,0,3,10,10,4,0,0,0,44
SAL31153,0,0,0,0,0,0,0,0,0,0,23,3,4,9,5,11,9,6,0,68
SAL31154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,10
SAL31155,0,0,4,0,3,0,0,0,0,6,64,20,30,35,55,45,32,9,0,300
SAL31156,10,7,10,0,0,4,5,0,0,39,123,68,54,70,88,110,67,19,3,608
SAL31157,17,13,41,35,49,37,7,0,0,198,103,55,131,132,149,101,20,0,0,684
SAL31158,48,27,24,12,12,8,9,3,0,151,506,277,272,242,257,242,178,89,26,2087
SAL31159,70,49,29,53,32,37,16,12,0,299,949,592,404,618,697,546,339,182,68,4399
SAL31160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11
SAL31161,0,0,0,0,0,0,0,0,0,5,11,4,11,0,6,6,7,4,0,52
SAL31162,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,4,0,0,10
SAL31163,23,14,8,9,8,13,11,0,0,85,219,160,91,128,186,170,146,54,10,1159
SAL31164,0,0,0,0,0,0,5,0,0,12,6,0,4,0,5,5,8,6,0,41
SAL31165,23,18,8,14,21,3,4,4,0,90,216,157,104,133,183,155,84,62,7,1086
SAL31166,0,4,0,0,0,0,0,0,0,9,4,5,0,7,9,6,8,0,0,33
SAL31167,0,0,0,0,0,0,0,0,0,4,10,10,4,8,4,7,4,0,0,53
SAL31168,0,0,0,0,0,0,0,4,0,9,20,8,18,7,18,20,20,11,0,128
SAL31169,0,5,0,0,5,0,0,0,0,16,25,5,16,6,12,7,5,7,0,84
SAL31170,30,9,18,11,15,9,5,7,0,110,175,121,104,99,140,141,85,52,15,942
SAL31171,0,0,0,0,0,0,0,0,0,0,11,0,8,0,9,20,9,5,0,60
SAL31172,0,3,0,0,0,0,0,0,0,6,4,7,4,0,15,11,3,0,0,34
SAL31173,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,15
SAL31174,135,109,84,62,59,47,40,31,21,587,1615,1256,1378,888,828,737,620,430,273,8040
SAL31175,18,15,10,10,19,10,8,0,0,96,258,219,97,157,236,206,130,48,16,1364
SAL31176,46,35,21,32,31,59,45,12,0,273,246,136,123,177,293,495,442,145,14,2075
SAL31177,0,6,0,3,4,0,0,4,0,29,64,57,42,53,73,78,70,33,6,478
SAL31178,9,14,39,13,25,29,3,3,0,146,23,17,53,25,42,44,19,6,0,234
