SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL30233,0,3,7,9,3,31,0,27
SAL30234,0,0,3,5,3,12,0,12
SAL30235,86,1129,1495,487,239,3428,181,3607
SAL30236,72,767,1183,389,192,2601,185,2790
SAL30237,0,11,17,6,6,44,3,47
SAL30238,0,14,16,14,3,49,0,46
SAL30239,0,7,10,5,0,29,0,31
SAL30240,16,204,328,129,35,715,45,758
SAL30241,314,1153,875,278,125,2745,288,3036
SAL30242,237,1166,713,215,102,2430,227,2657
SAL30243,0,34,40,14,14,105,15,117
SAL30244,0,37,77,38,26,182,26,208
SAL30245,0,6,27,16,17,64,8,76
SAL30246,0,15,47,18,9,90,7,93
SAL30247,4,37,81,34,16,177,16,193
SAL30248,27,178,115,27,19,371,35,408
SAL30249,245,2183,1351,323,146,4254,345,4599
SAL30250,51,425,285,62,33,865,63,926
SAL30251,0,3,19,6,11,37,0,37
SAL30252,148,689,800,274,140,2049,337,2382
SAL30253,5,29,33,13,6,90,15,106
SAL30254,0,0,0,0,0,8,0,16
SAL30255,0,0,0,0,3,7,0,7
SAL30256,4,81,57,18,12,177,19,197
SAL30257,0,12,10,7,5,37,5,40
SAL30258,0,0,0,0,0,5,0,5
SAL30259,0,35,24,0,3,65,13,78
SAL30260,0,16,26,12,3,56,4,60
SAL30261,197,1582,2210,803,522,5309,143,5450
SAL30262,0,4,15,11,9,35,3,39
SAL30263,0,3,8,0,5,20,0,20
SAL30264,40,794,601,154,98,1687,109,1795
SAL30265,0,0,0,0,5,0,0,0
SAL30266,0,14,19,11,4,51,8,64
SAL30267,4,114,241,97,77,532,47,584
SAL30268,9,126,213,115,87,547,46,588
SAL30269,0,8,11,6,4,33,0,36
SAL30270,29,264,198,76,50,617,41,655
SAL30271,0,0,0,0,0,6,3,5
SAL30272,17,179,100,42,14,351,34,389
SAL30273,5,71,66,36,13,192,19,214
SAL30274,3,23,21,14,10,75,4,78
SAL30275,0,3,0,0,0,3,0,8
SAL30276,0,24,40,30,13,108,7,120
SAL30277,22,493,572,203,75,1361,131,1498
SAL30278,0,5,12,8,5,29,0,29
SAL30279,22,112,171,83,27,408,16,429
SAL30280,0,5,7,7,3,20,3,21
SAL30281,87,551,610,243,101,1594,196,1790
SAL30282,0,0,0,0,0,0,0,0
SAL30283,0,9,24,18,13,66,6,68
SAL30284,0,6,6,4,3,21,0,19
SAL30285,0,4,9,3,6,25,4,22
SAL30286,0,12,34,32,19,91,10,100
SAL30287,70,1209,1580,529,256,3645,131,3775
SAL30288,4,41,23,11,8,92,40,127
SAL30289,3,62,70,41,26,201,14,220
SAL30290,0,7,4,3,6,26,5,27
SAL30291,0,48,160,81,45,330,8,342
SAL30292,8,81,163,72,42,367,32,399
SAL30293,0,63,162,72,47,340,5,350
SAL30294,0,59,37,18,18,136,9,145
SAL30295,0,8,6,3,3,20,0,20
SAL30296,0,3,3,0,0,11,0,10
SAL30297,0,0,4,3,0,12,0,15
SAL30298,5,17,14,7,6,51,10,60
SAL30299,5,35,16,4,6,74,13,86
SAL30300,14,358,768,211,65,1412,28,1442
SAL30301,34,4,0,0,0,47,6,49
SAL30302,15,181,289,86,59,632,28,654
SAL30303,0,17,33,21,7,83,11,89
SAL30304,3,38,29,14,12,98,8,111
SAL30305,0,0,0,0,0,0,0,0
SAL30306,0,13,19,6,9,44,16,64
SAL30307,0,0,10,0,0,17,0,15
SAL30308,0,27,63,45,42,173,16,193
SAL30309,381,2240,1091,220,123,4048,187,4236
SAL30310,0,0,5,0,0,15,6,25
SAL30311,0,57,101,25,11,202,10,209
SAL30312,4,179,618,355,268,1433,42,1474
SAL30313,0,3,4,5,0,11,5,12
SAL30314,0,6,13,6,5,33,3,35
SAL30315,0,0,6,6,9,21,3,28
SAL30316,4,17,11,8,7,50,6,57
SAL30317,8,74,168,94,48,381,28,416
SAL30318,0,5,10,3,5,23,8,25
SAL30319,0,4,6,3,0,14,0,18
SAL30320,0,8,9,8,4,29,7,33
SAL30321,56,399,361,117,59,1004,50,1052
SAL30322,0,3,8,6,5,21,0,21
SAL30323,0,0,4,4,0,10,9,19
SAL30324,197,1274,1403,395,228,3499,100,3598
SAL30325,0,0,0,0,0,0,0,0
SAL30326,0,10,12,5,0,29,4,33
SAL30327,0,59,75,16,11,158,16,178
SAL30328,0,0,4,0,0,5,0,5
SAL30329,3,122,226,123,72,551,23,573
SAL30330,6,32,40,20,13,110,6,110
SAL30331,0,0,12,10,7,33,0,33
SAL30332,263,567,283,83,35,1224,112,1343
SAL30333,3,20,34,14,20,93,18,110
SAL30334,0,0,9,5,4,25,3,25
SAL30335,6,75,64,26,9,172,14,188
SAL30336,112,979,1023,381,198,2696,171,2868
SAL30337,3,32,54,32,17,140,4,149
SAL30338,0,0,5,0,0,5,0,5
SAL30339,6,84,171,69,44,372,50,427
SAL30340,16,68,36,8,12,154,24,173
SAL30341,0,0,0,0,0,0,0,0
SAL30342,266,1763,1643,553,269,4489,482,4974
SAL30343,795,1427,384,47,23,2669,256,2923
SAL30344,0,14,36,26,11,86,7,89
SAL30345,0,32,96,66,59,255,16,271
SAL30346,44,578,763,282,118,1792,129,1923
SAL30347,5,46,54,15,16,139,14,153
SAL30348,0,9,5,0,0,16,19,33
SAL30349,0,0,9,6,6,18,0,19
SAL30350,0,7,20,8,7,42,7,53
SAL30351,0,6,10,8,0,30,0,35
SAL30352,0,15,26,13,8,59,7,63
SAL30353,164,1878,2665,853,464,6034,151,6191
SAL30354,3,22,31,25,17,103,4,106
SAL30355,0,15,24,11,3,55,4,57
SAL30356,0,55,46,6,4,114,12,122
SAL30357,0,0,4,0,3,7,0,11
SAL30358,0,0,0,5,0,4,5,13
SAL30359,11,110,182,58,45,408,38,443
SAL30360,0,6,23,9,9,41,4,43
SAL30361,17,354,647,307,213,1544,60,1610
SAL30362,294,1802,1586,514,278,4467,284,4753
SAL30363,123,1114,1447,505,280,3467,128,3602
SAL30364,0,0,3,0,0,7,0,7
SAL30365,0,3,18,13,17,48,8,61
SAL30366,0,31,81,24,27,159,26,194
SAL30367,104,690,397,85,27,1306,74,1379
SAL30368,0,0,0,0,0,0,0,0
SAL30369,63,821,1716,582,384,3571,76,3650
SAL30370,0,20,35,17,24,89,13,101
SAL30371,0,17,20,12,13,67,13,75
SAL30372,0,3,3,7,8,18,0,20
SAL30373,145,1208,1530,433,238,3555,208,3765
SAL30374,0,70,123,68,48,313,6,317
SAL30375,0,8,4,0,0,9,3,12
SAL30376,0,0,9,4,7,20,3,19
SAL30377,43,539,950,293,128,1954,68,2021
SAL30378,7,0,0,0,0,15,12,24
SAL30379,2367,2685,564,68,22,5705,480,6183
SAL30380,384,1899,795,92,39,3217,565,3775
SAL30381,113,919,1239,459,271,2998,165,3167
SAL30382,0,0,4,0,7,12,7,14
SAL30383,0,31,43,19,13,110,3,115
SAL30384,0,4,0,0,0,4,0,9
SAL30385,0,8,11,9,9,37,4,43
SAL30386,35,177,503,227,186,1124,30,1151
SAL30387,0,8,3,7,3,28,7,35
SAL30388,0,22,47,24,12,109,16,129
SAL30389,0,19,17,15,11,60,13,73
SAL30390,3,144,467,182,89,890,24,917
SAL30391,3,50,55,28,9,152,13,162
SAL30392,5,15,13,4,3,35,9,51
SAL30393,0,46,75,70,30,227,25,255
SAL30394,0,0,0,0,0,0,5,6
SAL30395,119,829,804,265,138,2155,227,2383
SAL30396,0,8,16,5,10,44,4,50
SAL30397,0,0,8,4,6,11,0,11
SAL30398,0,3,3,5,5,14,0,20
SAL30399,0,11,19,13,9,45,0,47
SAL30400,0,14,18,13,12,58,4,61
SAL30401,0,0,0,0,0,0,0,0
SAL30402,39,502,745,285,109,1678,121,1802
SAL30403,5,72,138,75,56,346,45,389
SAL30404,0,67,213,148,161,596,29,630
SAL30405,0,0,0,0,0,0,0,0
SAL30406,0,0,5,0,7,16,3,17
SAL30407,89,556,625,194,115,1575,150,1726
SAL30408,529,4162,4846,1595,835,11965,431,12401
SAL30409,0,3,4,0,4,12,0,16
SAL30410,0,9,3,4,4,18,4,22
SAL30411,0,22,52,16,15,101,3,106
SAL30412,144,1306,1131,273,136,2992,114,3098
SAL30413,0,9,9,4,3,20,5,25
SAL30414,0,0,0,0,0,0,0,0
SAL30415,0,0,0,0,0,0,0,0
SAL30416,0,0,0,0,0,0,0,0
SAL30417,0,25,23,10,10,68,10,77
SAL30418,3,8,10,0,0,17,4,24
SAL30419,0,10,17,9,3,41,0,47
SAL30420,9,13,9,5,0,32,22,56
SAL30421,114,471,357,145,58,1144,82,1228
SAL30422,213,1053,654,231,135,2289,173,2464
SAL30423,228,649,382,120,60,1437,148,1587
SAL30424,177,573,280,69,31,1127,105,1234
SAL30425,57,575,759,240,151,1777,108,1882
SAL30426,159,933,856,305,162,2426,156,2580
SAL30427,0,3,0,0,8,14,0,19
SAL30428,0,0,0,0,0,3,0,3
SAL30429,0,5,6,5,0,21,4,23
SAL30430,0,24,58,17,13,115,10,131
SAL30431,180,447,218,64,58,968,117,1087
SAL30432,0,12,8,5,0,24,0,25
SAL30433,0,3,5,10,3,20,0,26
SAL30434,0,35,79,50,34,189,25,211
SAL30435,0,0,3,6,3,21,0,25
SAL30436,0,7,15,13,6,41,3,42
SAL30437,0,60,237,155,148,597,4,603
SAL30438,3,8,12,7,3,28,0,28
SAL30439,0,15,22,11,9,56,7,64
SAL30440,0,44,106,82,96,335,15,347
SAL30441,25,644,1265,341,107,2384,105,2487
SAL30442,0,0,5,3,0,12,3,19
SAL30443,14,52,35,7,10,108,30,145
SAL30444,0,0,5,4,6,16,4,24
SAL30445,273,1828,1588,421,227,4350,408,4755
SAL30446,228,1854,2230,691,357,5360,227,5587
SAL30447,0,9,19,6,7,41,6,45
SAL30448,0,3,3,3,0,6,0,6
SAL30449,60,490,481,146,76,1249,68,1316
SAL30450,54,324,454,171,93,1094,50,1142
SAL30451,214,1733,2109,915,712,5677,293,5974
SAL30452,119,1017,1175,531,478,3322,147,3470
SAL30453,0,3,5,4,3,19,0,19
SAL30454,0,0,0,0,0,0,0,0
SAL30455,35,544,484,130,48,1237,66,1308
SAL30456,0,21,38,23,8,87,8,98
SAL30457,4,87,31,4,3,129,5,135
SAL30458,0,5,5,0,0,8,0,8
SAL30459,3,46,116,63,42,271,21,297
SAL30460,18,465,1092,368,181,2124,112,2238
SAL30461,0,4,3,3,0,8,0,12
SAL30462,0,3,13,3,0,24,6,27
SAL30463,4,88,94,23,11,231,23,256
SAL30464,0,0,0,0,0,0,0,0
SAL30465,0,3,0,0,0,11,0,13
SAL30466,0,0,0,0,0,0,0,0
SAL30467,0,31,52,14,9,110,29,135
SAL30468,0,3,3,4,0,11,3,16
SAL30469,0,5,6,0,0,18,0,18
SAL30470,5,66,177,84,67,398,12,411
SAL30471,819,3830,3364,1316,860,10191,848,11036
SAL30472,258,1170,920,267,145,2752,182,2938
SAL30473,0,0,0,0,0,7,0,7
SAL30474,0,0,0,0,0,4,0,3
SAL30475,0,4,6,0,6,15,0,15
SAL30476,0,7,13,7,3,32,0,36
SAL30477,0,5,9,10,3,24,0,24
SAL30478,172,515,180,40,17,922,125,1051
SAL30479,335,1189,430,94,65,2117,330,2442
SAL30480,161,1992,2561,735,331,5784,244,6030
SAL30481,7,63,38,25,15,146,7,155
SAL30482,0,0,6,0,0,8,0,8
SAL30483,0,0,0,0,0,4,0,5
SAL30484,6,45,50,19,16,135,35,169
SAL30485,0,0,0,0,6,4,0,9
SAL30486,0,16,17,8,13,55,7,59
SAL30487,0,3,0,0,5,5,0,8
SAL30488,0,4,3,3,0,12,0,12
SAL30489,13,18,3,0,0,32,0,38
SAL30490,0,0,10,3,12,24,3,27
SAL30491,28,413,756,315,144,1663,136,1795
SAL30492,223,1023,453,94,64,1854,159,2015
SAL30493,93,1044,1121,283,131,2678,110,2785
SAL30494,3,16,43,28,20,108,25,132
SAL30495,0,5,10,5,3,17,0,24
SAL30496,7,239,348,126,83,800,65,872
SAL30497,0,0,0,0,0,0,0,0
SAL30498,0,23,23,13,13,76,6,85
SAL30499,0,8,9,5,3,23,0,26
SAL30500,0,0,0,0,0,7,0,7
SAL30501,77,619,1021,501,298,2515,90,2606
SAL30502,13,81,35,11,5,138,29,165
SAL30503,0,16,9,11,7,46,0,52
SAL30504,168,1322,1949,541,267,4247,83,4328
SAL30505,5,52,178,103,101,436,4,440
SAL30506,0,9,14,10,13,37,9,48
SAL30507,0,0,0,0,0,4,0,4
SAL30508,0,6,4,7,7,31,3,31
SAL30509,9,63,95,25,18,203,8,212
SAL30510,0,4,9,13,3,30,3,36
SAL30511,0,0,0,0,0,5,0,3
SAL30512,0,23,4,3,5,28,4,29
SAL30513,0,23,52,28,27,127,4,136
SAL30514,0,0,6,5,3,16,0,13
SAL30515,0,0,4,3,0,0,0,3
SAL30516,0,5,22,4,9,42,0,42
SAL30517,0,6,7,4,0,25,0,29
SAL30518,0,5,7,0,6,18,11,28
SAL30519,162,1003,1036,242,109,2552,104,2652
SAL30520,0,65,154,75,50,348,20,369
SAL30521,143,1237,969,246,122,2717,253,2976
SAL30522,0,6,13,4,9,31,4,42
SAL30523,0,123,232,81,58,499,29,531
SAL30524,346,2130,2604,962,644,6681,264,6948
SAL30525,0,7,21,12,4,41,0,50
SAL30526,0,0,0,0,0,0,0,0
SAL30527,3,15,11,7,4,40,0,39
SAL30528,0,32,23,8,5,61,4,67
SAL30529,6,38,13,0,3,58,15,76
SAL30530,13,132,123,47,32,353,66,416
SAL30531,5,52,69,31,4,162,25,186
SAL30532,0,3,9,13,5,27,0,28
SAL30533,24,326,357,109,59,880,38,921
SAL30534,0,0,4,4,6,12,0,16
SAL30535,6,115,140,71,101,436,24,457
SAL30536,0,0,0,0,0,0,0,0
SAL30537,37,333,230,48,12,669,58,724
SAL30538,278,1905,1807,438,184,4611,166,4776
SAL30539,197,1264,1040,266,116,2889,120,3007
SAL30540,258,1653,2457,849,487,5706,148,5854
SAL30541,0,64,68,26,10,157,14,178
SAL30542,0,28,35,12,5,75,4,86
SAL30543,7,28,17,0,0,53,0,51
SAL30544,0,3,14,7,5,28,0,28
SAL30545,0,8,0,0,0,8,0,4
SAL30546,0,6,3,3,5,17,0,17
SAL30547,0,6,15,9,7,38,0,41
SAL30548,0,0,0,0,0,4,0,4
SAL30549,0,0,0,0,0,0,0,0
SAL30550,169,1910,2094,671,300,5148,229,5374
SAL30551,0,6,37,13,11,73,9,77
SAL30552,0,27,33,19,3,88,12,100
SAL30553,207,1202,1585,410,202,3609,96,3711
SAL30554,0,3,19,11,6,40,0,41
SAL30555,0,32,62,46,24,168,20,186
SAL30556,8,172,649,398,284,1508,18,1531
SAL30557,0,6,15,15,6,38,6,45
SAL30558,7,50,138,41,17,253,0,254
SAL30559,0,0,7,0,10,16,4,19
SAL30560,12,63,177,72,26,352,11,363
SAL30561,0,3,0,4,4,10,0,10
SAL30562,0,0,3,0,0,7,4,11
SAL30563,5,45,16,10,4,73,26,103
SAL30564,3,44,127,52,51,281,19,298
SAL30565,0,6,53,31,20,112,0,116
SAL30566,7,42,64,23,19,152,16,171
SAL30567,0,18,98,63,61,238,21,260
SAL30568,4,26,108,54,52,244,10,254
SAL30569,8,128,221,154,146,653,23,676
SAL30570,0,25,47,28,20,117,10,124
SAL30571,6,114,325,219,175,844,36,877
SAL30572,0,15,21,9,8,51,0,51
SAL30573,0,0,3,3,0,8,0,8
SAL30574,146,1127,922,255,119,2563,70,2635
SAL30575,0,3,0,5,4,13,0,15
SAL30576,0,0,4,6,3,5,0,9
SAL30577,40,287,216,163,208,907,92,1001
SAL30578,0,4,20,7,14,51,8,57
SAL30579,3,65,144,110,115,444,12,462
SAL30580,67,993,1752,492,213,3524,47,3570
SAL30581,0,9,10,4,9,25,5,37
SAL30582,84,553,390,137,70,1243,179,1422
SAL30583,0,13,10,7,12,40,5,45
SAL30584,0,15,26,18,5,58,5,69
SAL30585,115,379,274,80,27,873,113,995
SAL30586,7,102,198,97,62,461,24,488
SAL30587,0,0,0,0,4,8,0,8
SAL30588,33,299,478,149,85,1037,15,1055
SAL30589,0,3,13,11,8,36,3,44
SAL30590,0,5,13,11,3,34,3,37
SAL30591,0,0,0,0,3,3,0,3
SAL30592,120,109,61,14,0,307,16,320
SAL30593,894,2876,1273,224,75,5345,302,5637
SAL30594,113,836,1047,296,172,2454,60,2516
SAL30595,0,4,11,3,0,14,0,14
SAL30596,0,0,4,0,0,8,0,8
SAL30597,0,0,0,0,0,4,0,4
SAL30598,0,13,52,33,43,141,9,147
SAL30599,3,37,24,19,14,99,12,116
SAL30600,69,298,211,62,27,661,219,881
SAL30601,11,48,31,9,10,100,10,112
SAL30602,125,941,946,352,167,2532,279,2809
SAL30603,0,4,0,0,6,12,4,13
SAL30604,0,3,8,6,3,15,4,26
SAL30605,0,11,8,3,9,29,5,30
SAL30606,0,15,33,18,29,94,3,97
SAL30607,40,264,216,93,39,653,33,691
SAL30608,11,143,307,151,121,741,16,755
SAL30609,0,6,11,10,9,34,4,35
SAL30610,0,25,83,66,37,204,7,213
SAL30611,3,82,40,6,3,136,8,146
SAL30612,0,3,4,5,9,15,0,17
SAL30613,0,0,0,0,3,3,0,4
SAL30614,5,18,28,13,15,73,10,85
SAL30615,4,9,29,18,18,72,13,82
SAL30616,0,0,3,0,3,11,3,15
SAL30617,426,2340,1438,325,179,4712,144,4855
SAL30618,91,544,618,229,121,1608,80,1696
SAL30619,0,39,121,53,53,261,4,269
SAL30620,0,0,0,0,0,3,0,3
SAL30621,39,481,456,148,112,1236,127,1366
SAL30622,527,2575,2250,769,427,6545,245,6786
SAL30623,0,3,3,0,0,9,0,16
SAL30624,20,254,211,59,46,593,43,638
SAL30625,39,576,462,145,80,1303,101,1408
SAL30626,69,737,922,328,145,2193,124,2319
SAL30627,5,7,11,4,7,24,8,32
SAL30628,105,578,385,128,74,1270,296,1571
SAL30629,253,1309,1183,433,216,3402,215,3614
SAL30630,0,5,0,0,3,11,4,14
SAL30631,0,19,69,38,45,174,5,183
SAL30632,0,14,22,3,10,49,7,56
SAL30633,3,104,66,28,20,220,11,230
SAL30634,0,10,15,3,7,30,0,35
SAL30635,0,6,9,8,3,21,0,21
SAL30636,0,4,4,4,0,15,3,20
SAL30637,16,112,134,46,29,338,11,345
SAL30638,0,6,18,10,7,43,0,41
SAL30639,0,0,3,0,0,3,0,3
SAL30640,0,3,6,6,3,23,3,30
SAL30641,0,0,5,5,5,11,0,15
SAL30642,4,33,39,15,6,97,6,108
SAL30643,24,61,20,10,7,118,19,139
SAL30644,15,155,232,86,55,541,18,556
SAL30645,0,6,10,7,5,23,4,23
SAL30646,0,0,0,3,0,10,0,9
SAL30647,3,7,21,12,22,68,3,68
SAL30648,0,11,12,3,3,30,4,35
SAL30649,0,0,0,0,4,6,0,6
SAL30650,0,7,10,10,4,24,0,28
SAL30651,88,973,1242,424,203,2928,133,3062
SAL30652,40,269,208,65,27,604,78,683
SAL30653,0,10,34,16,7,71,3,80
SAL30654,0,9,11,7,5,33,4,33
SAL30655,0,9,8,3,0,31,5,33
SAL30656,4,22,54,29,27,132,20,149
SAL30657,0,0,3,0,3,3,0,3
SAL30658,0,7,8,11,0,27,0,30
SAL30659,0,35,18,0,0,55,5,55
SAL30660,0,0,6,5,5,18,0,18
SAL30661,3,37,48,20,14,122,8,135
SAL30662,0,0,3,5,0,6,3,10
SAL30663,0,5,12,5,4,27,3,31
SAL30664,148,906,729,263,137,2187,172,2362
SAL30665,0,0,0,0,5,0,0,3
SAL30666,5,104,122,61,29,322,35,358
SAL30667,0,6,3,0,3,12,0,12
SAL30668,6,14,27,16,10,73,7,76
SAL30669,0,48,23,4,3,78,50,129
SAL30670,57,208,101,36,14,412,28,436
SAL30671,0,9,23,9,12,48,0,46
SAL30672,0,13,13,8,4,39,12,50
SAL30673,23,242,158,32,17,474,25,501
SAL30674,0,0,0,0,0,0,0,4
SAL30675,87,585,385,127,56,1234,236,1462
SAL30676,0,13,18,5,0,35,3,36
SAL30677,0,15,32,14,11,66,0,75
SAL30678,0,0,4,0,7,9,0,8
SAL30679,0,10,28,13,11,58,3,65
SAL30680,289,1580,965,185,104,3118,246,3355
SAL30681,3,20,23,11,7,68,10,73
SAL30682,0,14,27,13,14,71,15,86
SAL30683,4,0,0,0,0,5,3,12
SAL30684,19,490,509,164,63,1242,83,1326
SAL30685,3,23,43,19,10,96,11,112
SAL30686,132,1499,1459,449,207,3741,190,3931
SAL30687,271,2254,1531,333,143,4527,252,4779
SAL30688,112,1830,2896,917,419,6166,500,6664
SAL30689,0,0,0,3,0,11,0,11
SAL30690,0,0,0,0,0,0,0,0
SAL30691,11,108,136,77,54,384,10,399
SAL30692,0,3,3,0,6,8,0,8
SAL30693,0,0,6,9,3,16,0,17
SAL30694,6,9,14,3,4,34,3,36
SAL30695,0,27,44,17,10,97,9,108
SAL30696,0,3,10,3,3,24,0,24
SAL30697,0,0,0,0,0,4,0,4
SAL30698,215,840,698,197,118,2066,105,2167
SAL30699,0,0,0,0,4,3,0,3
SAL30700,7,199,268,99,68,637,52,691
SAL30701,0,8,16,8,9,33,5,42
SAL30702,4,128,283,152,128,692,36,733
SAL30703,0,0,0,3,0,4,0,4
SAL30704,0,3,18,3,7,33,0,36
SAL30705,83,726,673,264,151,1893,85,1980
SAL30706,0,13,29,10,8,57,6,60
SAL30707,682,3461,2522,649,304,7622,265,7889
SAL30708,0,11,19,12,4,47,4,46
SAL30709,0,0,0,4,4,11,0,6
SAL30710,9,68,109,57,46,284,34,322
SAL30711,3,24,41,17,14,99,5,104
SAL30712,12,83,93,25,10,220,24,242
SAL30713,0,33,38,12,7,91,18,107
SAL30714,4,35,16,13,4,81,12,91
SAL30715,0,11,19,6,4,45,7,53
SAL30716,3,157,258,79,23,516,18,532
SAL30717,30,4,6,0,0,39,5,48
SAL30718,0,0,0,0,0,0,0,0
SAL30719,0,0,0,0,0,4,0,6
SAL30720,0,65,76,36,15,181,13,200
SAL30721,0,20,24,16,5,65,8,73
SAL30722,0,8,6,6,5,22,0,22
SAL30723,3,25,12,9,23,63,26,84
SAL30724,154,829,755,226,92,2053,44,2101
SAL30725,0,7,8,11,5,30,3,35
SAL30726,0,7,3,8,4,21,0,23
SAL30727,28,565,1091,477,390,2557,58,2609
SAL30728,0,0,4,0,0,3,0,9
SAL30729,0,77,123,24,10,239,14,250
SAL30730,0,0,0,0,0,0,0,0
SAL30731,6,97,246,100,113,572,18,584
SAL30732,0,11,16,14,4,51,4,60
SAL30733,7,10,22,12,10,62,5,64
SAL30734,0,22,11,6,0,41,5,41
SAL30735,4,50,37,8,5,102,29,128
SAL30736,3,0,9,0,3,15,5,21
SAL30737,0,5,10,3,3,25,0,24
SAL30738,0,45,19,7,0,66,4,71
SAL30739,0,0,0,0,0,4,0,4
SAL30740,4,14,13,5,3,39,16,52
SAL30741,9,169,157,43,26,405,25,427
SAL30742,5,158,356,152,88,756,14,768
SAL30743,209,791,794,274,137,2203,141,2340
SAL30744,49,493,284,77,43,943,34,976
SAL30745,0,12,24,10,9,59,12,70
SAL30746,5,9,6,4,3,27,7,33
SAL30747,0,5,5,0,0,11,0,11
SAL30748,0,13,17,15,7,46,3,51
SAL30749,0,4,4,4,3,7,0,9
SAL30750,150,1238,1327,590,269,3566,341,3909
SAL30751,0,5,5,15,0,29,4,24
SAL30752,0,15,24,13,5,53,6,58
SAL30753,0,25,21,19,19,76,9,82
SAL30754,0,5,4,0,0,12,4,17
SAL30755,0,7,17,7,3,36,0,35
SAL30756,0,8,13,7,4,35,5,46
SAL30757,0,3,11,10,10,31,0,39
SAL30758,0,0,0,7,5,16,0,16
SAL30759,54,380,310,93,47,883,105,982
SAL30760,9,61,38,14,9,127,26,152
SAL30761,0,16,16,11,6,46,6,53
SAL30762,0,14,27,17,10,69,5,77
SAL30763,0,0,0,0,0,0,0,3
SAL30764,0,0,0,0,0,0,0,0
SAL30765,16,84,65,26,6,204,10,217
SAL30766,0,45,59,24,9,144,3,146
SAL30767,82,234,170,51,36,573,37,608
SAL30768,0,6,7,5,4,17,3,22
SAL30769,13,221,318,116,88,754,48,803
SAL30770,0,4,12,3,3,27,3,27
SAL30771,78,436,362,118,47,1038,73,1110
SAL30772,0,15,39,13,4,78,0,78
SAL30773,120,959,980,328,146,2533,80,2613
SAL30774,42,502,548,153,66,1311,71,1382
SAL30775,11,123,263,125,117,643,33,678
SAL30776,160,1153,1395,531,277,3517,137,3652
SAL30777,0,8,7,0,0,19,0,16
SAL30778,0,18,18,20,4,53,3,57
SAL30779,0,7,8,0,4,20,0,21
SAL30780,0,3,0,0,4,8,0,8
SAL30781,0,4,0,0,0,7,0,11
SAL30782,0,16,17,3,0,40,7,47
SAL30783,0,98,194,99,75,478,17,492
SAL30784,0,0,0,0,0,0,0,0
SAL30785,0,7,16,11,14,48,11,57
SAL30786,0,18,10,8,0,40,0,42
SAL30787,86,696,1022,398,188,2386,97,2487
SAL30788,13,24,7,0,4,43,3,48
SAL30789,55,812,739,206,90,1906,148,2050
SAL30790,0,3,11,8,14,38,5,41
SAL30791,0,4,7,0,0,17,3,14
SAL30792,271,1654,1712,647,352,4626,293,4925
SAL30793,0,15,26,14,8,66,11,74
SAL30794,0,0,0,0,0,0,0,0
SAL30795,4,38,34,15,8,98,9,105
SAL30796,0,0,10,6,10,30,4,33
SAL30797,0,0,11,0,3,23,0,26
SAL30798,0,9,5,3,0,18,0,21
SAL30799,0,50,51,33,20,154,10,168
SAL30800,0,0,13,6,4,16,7,18
SAL30801,0,13,20,9,3,41,9,51
SAL30802,0,5,15,11,0,37,9,38
SAL30803,0,6,7,0,4,18,0,18
SAL30804,0,20,17,6,7,45,10,60
SAL30805,0,0,8,3,0,10,0,10
SAL30806,0,0,5,3,0,13,0,14
SAL30807,0,8,14,5,4,33,0,35
SAL30808,0,3,21,16,13,54,6,63
SAL30809,58,651,619,220,86,1637,82,1716
SAL30810,0,5,11,10,4,29,4,35
SAL30811,0,0,0,0,0,6,0,6
SAL30812,103,544,532,173,73,1428,80,1512
SAL30813,0,12,23,7,8,50,13,64
SAL30814,23,5,0,0,0,35,3,34
SAL30815,0,0,3,0,0,10,3,10
SAL30816,12,148,369,151,111,789,40,835
SAL30817,0,0,8,3,0,12,0,12
SAL30818,150,591,515,175,83,1514,71,1582
SAL30819,460,2788,2371,863,539,7023,464,7486
SAL30820,0,0,0,0,0,0,0,0
SAL30821,10,351,623,209,101,1301,29,1336
SAL30822,0,0,0,0,0,9,0,9
SAL30823,3,63,40,21,6,136,29,164
SAL30824,51,551,607,219,104,1525,105,1629
SAL30825,0,19,21,5,3,47,9,60
SAL30826,3,10,8,0,4,29,10,37
SAL30827,3,24,31,21,0,79,4,87
SAL30828,3,39,43,20,14,126,18,142
SAL30829,4,72,189,86,93,438,21,461
SAL30830,44,166,123,39,15,377,38,421
SAL30831,0,9,4,14,9,42,4,46
SAL30832,0,8,9,10,0,33,0,29
SAL30833,0,0,0,0,0,0,0,3
SAL30834,0,37,44,22,15,117,7,129
SAL30835,0,29,46,34,23,133,14,145
SAL30836,0,4,11,0,4,22,0,22
SAL30837,0,0,0,0,0,0,0,0
SAL30838,0,40,66,29,24,163,9,173
SAL30839,0,0,8,3,6,19,4,18
SAL30840,0,7,13,8,5,25,3,29
SAL30841,54,361,268,92,37,820,57,876
SAL30842,0,11,8,9,7,28,0,33
SAL30843,28,219,202,94,80,624,47,675
